Name,Role
Lionel Hartmann,Executive Director
Jari Koivisto,Chairman
António Caleço,IC member
Don Piele,IC member
Ha Jine Kimn,IC member
Jyrki Nummenmaa,IC member
Krassimir Manev,IC member
Richard Forster,IC member
Spyros Bakogiannis,IC member
Vladimir Kiryukhin,IC member
Zide Du,IC member
Baolin Yin,ISC member
Greg Galperin,ISC member
Gyula Horváth,ISC member
Ian Munro,ISC member
Isto Aho,ISC member
Kun Soo Park,ISC member
Kyung Yong Chwa,ISC member
Tom Verhoeff,ISC member
