Name,Role
Alexandre Cerveira,Chairman
António Caleço,IC member
Don Piele,IC member
Göktürk Üçoluk ,IC member
Hongxi Xue,IC member
Jari Koivisto,IC member
Lionel Hartmann,IC member
Péter Hanák,IC member
Ria van Ouwerkerk,IC member
Ries Kock,IC member
Stanisław Waligórski,IC member
Zide Du,IC member
