Name,Role
N. Krasovsky,Chairman
Alicia Bañuelos,IC member
Christos Kilias,IC member
Håkan Strömberg,IC member
James Walt,IC member
Pavel Azalov,IC member
Peter Heyderhoff,IC member
Ries Kock,IC member
Vladimir Kiryukhin,IC member
Wenhu Wu,IC member
