Year,Country,Name,Role
2013,Kyrgyzstan,Raiymbek Sultanov,Deputy leader
2013,Latvia,Rihards Opmanis,Leader
2013,Latvia,Eduards Kaļiņičenko,Deputy leader
2013,Latvia,Mārtiņš Opmanis,IC member
2013,Lithuania,Jūratė Skūpienė,Leader
2013,Lithuania,Vytautas Gruslys,Deputy leader
2013,Lithuania,Valentina Dagienė,IC member
2013,Luxembourg,Luc Bredemus,Leader
2013,Luxembourg,Christian Kauth,Deputy leader
2013,"Macao, China",Teng Lam,Leader
2013,"Macao, China",Kuo Meng Sun,Deputy leader
2013,Malaysia,Shien Jin Ong,Leader
2013,Malaysia,Mohd Suhaimi bin Ramly,Deputy leader
2013,Mexico,Enrique Lira Vargas,Leader
2013,Mexico,Marcel Stöckli Contreras,Deputy leader
2013,Mexico,Martín Ibarra Romero,Guest
2013,Mexico,Rodrigo Ruben Santiago Nieves,Guest
2013,Mongolia,Tsedevsuren Danzan,Leader
2013,Mongolia,Khuder Altangerel,Deputy leader
2013,Montenegro,Savo Tomovic,Leader
2013,Montenegro,Milka Stanisic,Deputy leader
2013,Netherlands,Eljakim Schrijvers,Leader
2013,Netherlands,Ries Kock,Deputy leader
2013,New Zealand,Margot Phillipps,Leader
2013,New Zealand,Ronald Ping Man Chan,Deputy leader
2013,North Macedonia,Mile Jovanov,Leader
2013,North Macedonia,Emil Stankov,Deputy leader
2013,Norway,Åsmund Eldhuset,Leader
2013,Norway,David Narum,Deputy leader
2013,Poland,Jakub Radoszewski,Leader
2013,Poland,Jakub Łącki,Deputy leader
2013,Portugal,Pedro Ribeiro,Leader
2013,Republic of Korea,Tae Cheon Yang,Leader
2013,Republic of Korea,Jae Hoon Kim,Deputy leader
2013,Republic of Korea,Inbok Lee,Guest
2013,Romania,Adrian Panaete,Leader
2013,Romania,Andrei-Bogdan Pârvu,Deputy leader
2013,Russia,Marina Tsvetkova,Leader
2013,Russia,Mikhail Pyaderkin,Deputy leader
2013,Russia,Vladimir Kiryukhin,IC member
2013,Russia,Andrei Lopatin,Guest
2013,Russia,Pavel Kunyavskiy,Guest
2013,Serbia,Dragan Urošević,Leader
2013,Serbia,Dušan Zdravković,Deputy leader
2013,Singapore,Steven Halim,Leader
2013,Singapore,Goh Ching Tard,Deputy leader
2013,Slovakia,Rastislav Krivoš-Belluš,Leader
2013,Slovakia,Vladimír Boža,Deputy leader
2013,Slovakia,Michal Forišek,ISC member
2013,Slovenia,Darko Pevec,Leader
2013,Slovenia,Luka Fürst,Deputy leader
2013,South Africa,Peter Waker,Leader
2013,South Africa,Sean Wentzel,Deputy leader
2013,Spain,Joan Alemany Flos,Leader
2013,Spain,Lander Ramos Garrido,Deputy leader
2013,Sri Lanka,Sifaan Zavahir,Leader
2013,Sri Lanka,Nayana Somaratna,Deputy leader
2013,Sweden,Oskar Werkelin Ahlin,Leader
2013,Sweden,Fredrik Niemelä,ISC member
2013,Switzerland,Sandro Feuz,Leader
2013,Switzerland,Samuel Grütter,Deputy leader
2013,Taiwan,Tsung-Che Chiang,Leader
2013,Taiwan,Jen-Wei Hsieh,Deputy leader
2013,Taiwan,Greg Lee,IC member
2013,Taiwan,Ling-Jyh Chen,ISC member
2013,Taiwan,Pang-Feng Liu,ISC member
2013,Taiwan,Cheng-Chia Yang,Guest
2013,Taiwan,Chih-Ming Tsai,Guest
2013,Taiwan,Chiung-Yao Fang,Guest
2013,Taiwan,Chun-Fa Chang,Guest
2013,Taiwan,Jia-Ling Koh,Guest
2013,Taiwan,Jing-Yuan Cheng,Guest
2013,Taiwan,Pei-Hsiu Chien,Guest
2013,Taiwan,Rong-Guey Ho,Guest
2013,Taiwan,Shi-Chun Tsai,Guest
2013,Taiwan,Wei-Yuan Hsu,Guest
2013,Taiwan,Yi-Chun Lee,Guest
2013,Taiwan,Yu-Wen Chou,Guest
2013,Tajikistan,Alexandr Ismatov,Leader
2013,Tajikistan,Abdurakhmon Saidov,Deputy leader
2013,Thailand,Jittat Fakcharoenphol,Leader
2013,Thailand,Nattee Niparnan,Deputy leader
2013,Trinidad and Tobago,Tommy Chen,Leader
2013,Tunisia,Dorsaf Benna,Leader
2013,Tunisia,Monia Dibej,Deputy leader
2013,Türkiye,Osman Abul,Leader
2013,Türkiye,Tolga Can,Deputy leader
2013,Turkmenistan,Merdan Kaibov,Leader
2013,Turkmenistan,Serdar Gandymov,Deputy leader
2013,Ukraine,Andrii Gurzhii,Leader
2013,Ukraine,Vitalii Bondarenko,Deputy leader
2013,Ukraine,Valentyn Melnyk,Guest
2013,United Kingdom,Fieke Dekkers,Leader
2013,United Kingdom,Robin Elliott,Deputy leader
2013,United Kingdom,Richard Forster,President
2013,United States of America,Brian Dean,Leader
2013,United States of America,Mark Gordon,Deputy leader
2013,United States of America,Delphine Dean,Guest
2013,Venezuela,Jose Trinidad Trino Gomez Barreto,Leader
2013,Venezuela,Ricardo Jose Tovar Montero,Deputy leader
2013,Vietnam,Duc Nghia Nguyen,Leader
2013,Vietnam,Son Bao Pham,Deputy leader
