Year,Country,Name,Role
2018,Argentina,Mariano Maluf,Leader
2018,Argentina,Agustín Santiago Gutiérrez,Deputy leader
2018,Armenia,Vahram Dumanyan,Leader
2018,Armenia,Armen Andreasyan,Deputy leader
2018,Australia,Robert Newey,Leader
2018,Australia,Ishraq Huda,Deputy leader
2018,Australia,Bernard Blackham,ITC member
2018,Australia,Nathan Ford,Guest
2018,Australia,Benjamin Burton,Observer
2018,Austria,Gerald Futschek,Leader
2018,Austria,Florian Leimgruber,Deputy leader
2018,Austria,Gary Ye,Guest
2018,Azerbaijan,Ramin Mahmudzade,Leader
2018,Azerbaijan,Ismayil Sadigov,Deputy leader
2018,Azerbaijan,Araz Yusubov,IC member
2018,Azerbaijan,Farid Ahmadov,ISC member
2018,Azerbaijan,Jamaladdin Hasanov,ITC member
2018,Azerbaijan,Firudin Gurbanov,Guest
2018,Azerbaijan,Imran Baghirov,Guest
2018,Azerbaijan,Nigar Shikhlinskaya,Guest
2018,Azerbaijan,Emin Amrullayev,Observer
2018,Azerbaijan,Fuad Garayev,Observer
2018,Bangladesh,Mohammad Sohel Rahman,Leader
2018,Bangladesh,Mohammad Kaykobad,Deputy leader
2018,Belarus,Alexander Buslavsky,Leader
2018,Belarus,Aliaksei Tolstsikau,Deputy leader
2018,Belarus,Konstantin Vilchevski,Guest
2018,Belgium,Damien Leroy,Leader
2018,Belgium,Robin Jadoul,Deputy leader
2018,Bolivia,Jhonatan Castro,Deputy leader
2018,Bosnia and Herzegovina,Haris Gavranović,Leader
2018,Bosnia and Herzegovina,Muhamed Parić,Deputy leader
2018,Brazil,Fábio Dias Moreira,Leader
2018,Brazil,Guilherme Pinto,Deputy leader
2018,Brazil,Ricardo Anido,Secretary
2018,Brazil,Daniel Tressoldi,Guest
2018,Bulgaria,Emil Kelevedjiev,Leader
2018,Bulgaria,Anton Shikov,Deputy leader
2018,Bulgaria,Krassimir Manev,Guest
2018,Canada,Troy Vasiga,Leader
2018,Canada,John-Paul Pretti,Deputy leader
2018,Canada,Richard Peng,ISC member
2018,Canada,Carrie Knoll,Guest
2018,Canada,Yikuan Li,Invited guest
2018,Chile,Catherine Espinoza,Leader
2018,Chile,Javier Marinkovic,Deputy leader
2018,Chile,Jozef Stuijt,Guest
2018,Chile,Olivia Giacaman,Guest
2018,Chile,Rita Hazboun,Guest
2018,China,Tingting Jiang,Leader
2018,China,Qiyang Zhao,Deputy leader
2018,China,Baolin Yin,Guest
2018,China,Cheng Qian,Guest
2018,China,Hong Wang,Guest
2018,China,Qiufeng Feng,Guest
2018,China,Zide Du,Guest
2018,Colombia,Mario Cruz,Leader
2018,Colombia,Diego Niquefa,Deputy leader
2018,Croatia,Ante Derek,Leader
2018,Croatia,Ivan Paljak,Deputy leader
2018,Croatia,Krešimir Malnar,IC member
2018,Cuba,Leonides Rodríguez Martínez,Leader
2018,Cyprus,Panayiotis Eracleous,Leader
2018,Cyprus,Adamos Ttofari,Deputy leader
2018,Cyprus,Marios Miltiadous,Guest
2018,Cyprus,Michalakis Tortouris,Guest
2018,Cyprus,Olga Ttofari,Guest
2018,Czech Republic,Zdeněk Dvořák,Leader
2018,Czech Republic,Václav Rozhoň,Deputy leader
2018,Czech Republic,Martin Mareš,ITC member
2018,Denmark,Jørgen E. G. Nielsen,Leader
2018,Denmark,Knud Fjeldsted,Deputy leader
2018,Denmark,Anders Fjeldsted,Guest
2018,Denmark,Anna Fjeldsted,Guest
2018,Denmark,Dora Dimitrova,Guest
2018,Dominican Republic,Pedro Manuel Taveras Nuñez,Leader
2018,Dominican Republic,Roberto Carlos Abreu Diaz,Deputy leader
2018,Dominican Republic,Enmanuel Abreu Leonardo,Guest
2018,Egypt,Mohamed AbdElWahab,Leader
2018,Egypt,Wael Ewida,Deputy leader
2018,Egypt,Eslam Wageed,IC member
2018,Egypt,Haytham Helmy,Guest
2018,Egypt,Ibrahim Salah,Guest
2018,El Salvador,Humberto Alfonso Sermeño Villalta,Leader
2018,El Salvador,Carlos Alvarez,Deputy leader
2018,Estonia,Ahto Truu,Leader
2018,Estonia,Sandra Schumann,Deputy leader
2018,Finland,Lari Sinisalo,Leader
2018,Finland,Ada-Maaria Hyvärinen,Deputy leader
2018,France,Simon Mauras,Leader
2018,France,Louis Jachiet,Deputy leader
2018,France,Mathias Hiron,IC member
2018,Georgia,George Mandaria,Leader
2018,Georgia,Zaza Gamezardashvili,Deputy leader
2018,Georgia,Vakhtang Shekishvili,Guest
2018,Germany,Tobias Lenz,Leader
2018,Germany,Philip Wellnitz,Deputy leader
2018,Greece,Michael Chatzopoulos,Leader
2018,Greece,Nikolaos S. Papaspyrou,Deputy leader
2018,"Hong Kong, China",Ying-shun Liu,Leader
2018,"Hong Kong, China",Lok Tin Lai,Deputy leader
2018,Hungary,Gyula Horváth,Leader
2018,Hungary,László Zsakó,Deputy leader
2018,Iceland,Arnar Bjarni Arnarson,Leader
2018,Iceland,Bernhard Linn Hilmarsson,Deputy leader
2018,India,Madhavan Mukund,Leader
2018,India,Narayan Kumar Krishnan,Deputy leader
2018,Indonesia,Yugo Kartono Isal,Leader
2018,Indonesia,Agus Sentosa Hermawan,Deputy leader
2018,Indonesia,Jonathan Irvin Gunawan,ISC member
2018,Indonesia,Asep Sukmayadi,Guest
2018,Indonesia,Brian Marshal,Guest
2018,Indonesia,Ammar Fathin Sabili,Invited guest
2018,Iran,Mahdi Safarnejad-Boroujeni,Leader
2018,Iran,Ali Haghani,Deputy leader
2018,Iran,Mohammad Ali Abam,IC member
2018,Iran,Ali Sharifi Zarchi,ISC member
2018,Iran,Hamid Zarrabi-Zadeh,ITC member
2018,Iran,Mohammadhossein Kafrashi,Guest
2018,Ireland,Gary Conway,Leader
2018,Ireland,Ximo Planells,Deputy leader
2018,Israel,Nir Lavee,Leader
2018,Israel,Hanit Galili,Deputy leader
2018,Israel,Dagan Ashash,Guest
2018,Israel,Daniel Hadas,Guest
2018,Israel,Yuval Salant,Guest
2018,Italy,Giorgio Audrito,Leader
2018,Italy,Dario Ostuni,Deputy leader
2018,Italy,William Di Luigi,ITC member
2018,Italy,Anna Brancaccio,Guest
2018,Italy,Nadia Amaroli,Guest
2018,Japan,Jayson Sho Toma,Leader
2018,Japan,Ken Ogura,Leader
2018,Japan,Akio Matsuzaki,Deputy leader
2018,Japan,Yusuke Matsushita,Deputy leader
2018,Japan,Kazuo Furukawa,Chairman
2018,Japan,Seiichi Tani,IC member
2018,Japan,Tetsushi Ito,ISC member
2018,Japan,Rie Shigetomi Yamaguchi,ITC member
2018,Jordan,Mowaffaq Hanandeh,Leader
2018,Jordan,Ashraf Ahmad,Deputy leader
2018,Jordan,Suzan Aljuneidi,Guest
2018,Kazakhstan,Bakhyt Matkarimov,Leader
2018,Kazakhstan,Temirulan Mussayev,Deputy leader
2018,Kyrgyzstan,Pavel Pankov,Leader
2018,Kyrgyzstan,Artem Belyaev,Deputy leader
2018,Latvia,Mārtiņš Opmanis,Leader
2018,Latvia,Eduards Kaļiņičenko,Deputy leader
2018,Lithuania,Jūratė Skūpienė,Leader
2018,Lithuania,Antanas Uršulis,Deputy leader
2018,Lithuania,Valentina Dagienė,IC member
2018,Lithuania,Justas Klimas,Guest
2018,Luxembourg,Jean-Marie Jans,Leader
2018,Luxembourg,Luc Bredemus,Deputy leader
2018,"Macao, China",Teng Lam,Leader
2018,"Macao, China",Kuo Meng Sun,Deputy leader
2018,Malaysia,Yi Hang Ho,Leader
2018,Malaysia,Kai Hsien Boo,Deputy leader
2018,Mexico,Marcel Stöckli Contreras,Leader
2018,Mexico,Alexis Cervantes Caballero,Deputy leader
2018,Mexico,Andrea Santillana Fernández,Guest
2018,Mexico,Carlos Daniel Ramírez Martínez,Guest
2018,Mexico,Félix Rafael Horta Cuadrilla,Guest
2018,Mexico,Luis Citalán,Guest
2018,Moldova,Sergiu Corlat,Leader
2018,Moldova,Igor Bercu,Deputy leader
2018,Mongolia,Tsedevsuren Danzan,Leader
2018,Mongolia,Battulga Enkhbayar,Deputy leader
2018,Mongolia,Garmaa Dangaasuren,Guest
2018,Montenegro,Goran Šuković,Leader
2018,Montenegro,Ranko Čabrilo,Deputy leader
2018,Morocco,Anas Abou El Kalam,Leader
2018,Morocco,Moncef Mhasni,Deputy leader
2018,Netherlands,Eljakim Schrijvers,Leader
2018,Netherlands,Willem van der Vegt,Deputy leader
2018,Netherlands,Eljakim Schrijvers,Treasurer
2018,Netherlands,Koen Wolters,Guest
2018,New Zealand,Suzanne Scott,Leader
2018,New Zealand,Logan Glasson,Deputy leader
2018,New Zealand,Margot Phillipps,Guest
2018,New Zealand,Thomas Morrison,Guest
2018,Nigeria,Oluchi Jennie Bamidele,Leader
2018,Nigeria,Sarah Arih,Deputy leader
2018,North Macedonia,Vesna Dimitrievska,Leader
2018,North Macedonia,Emil Stankov,Deputy leader
2018,North Macedonia,Mile Jovanov,IC member
2018,Norway,David Narum,Leader
2018,Norway,Fredrik Aleksander Anfinsen,Deputy leader
2018,Palestine,Musa Alrefaya,Leader
2018,Palestine,Sahar Zyoud,Deputy leader
2018,Philippines,Kevin Charles Atienza,Leader
2018,Philippines,Vernon Gutierrez,Deputy leader
2018,Philippines,Alex Ting,Guest
2018,Philippines,Danny Baterisna,Guest
2018,Philippines,Lyndzy Ragadio,Guest
2018,Philippines,Nor Ting,Guest
2018,Philippines,Sarah Baterisna,Guest
2018,Poland,Piotr Chrząstowski-Wachtel,Leader
2018,Poland,Bartosz Kostka,Deputy leader
2018,Poland,Jakub Łącki,ISC member
2018,Poland,Krzysztof Maziarz,Invited guest
2018,Poland,Tomasz Idziaszek,Invited guest
2018,Portugal,Pedro Ribeiro,Leader
2018,Portugal,Pedro Paredes,Deputy leader
2018,Republic of Korea,Sung Ryul Kim,Leader
2018,Republic of Korea,Inbok Lee,Deputy leader
2018,Republic of Korea,Changsu Lee,Guest
2018,Republic of Korea,Jae Hoon Kim,Guest
2018,Republic of Korea,Jaehyun Koo,Guest
2018,Romania,Zoltan Szabó,Leader
2018,Romania,Adrian Budău,Deputy leader
2018,Russia,Andrey Stankevich,Leader
2018,Russia,Alexey Maleev,Deputy leader
2018,Russia,Anastasia Solodkova,Guest
2018,Russia,Elena Andreeva,Guest
2018,Russia,Mikhail Tikhomirov,Guest
2018,Russia,Mikhail Pyaderkin,Invited guest
2018,Saudi Arabia,Areej Al-Wabil,Observer
2018,Serbia,Nikola Milosavljević,Leader
2018,Serbia,Ivan Stošić,Deputy leader
2018,Singapore,Steven Halim,Leader
2018,Singapore,Daren Shan Wen Ler,Deputy leader
2018,Singapore,Sun Teck Tan,IC member
2018,Singapore,Wei Liang Gan,ISC member
2018,Singapore,Ranald Yun Shao Lam,ITC member
2018,Singapore,Bee Yong Ng,Guest
2018,Singapore,Li Lim,Guest
2018,Singapore,Siew Foong Wee,Observer
2018,Slovakia,Michal Forišek,Leader
2018,Slovakia,Michal Anderle,Deputy leader
2018,Slovenia,Darko Pevec,Leader
2018,Slovenia,Luka Fürst,Deputy leader
2018,South Africa,Robin Visser,Leader
2018,South Africa,Laurens Weyn,Deputy leader
2018,Spain,Joan Alemany Flos,Leader
2018,Spain,Jacobo Vilella Vilahur,Deputy leader
2018,Sri Lanka,Varuna Parinda Jayasiri,Leader
2018,Sri Lanka,Pasindu Wijesena,Deputy leader
2018,Sweden,Fredrik Niemelä,Leader
2018,Sweden,Johan Sannemo,Deputy leader
2018,Switzerland,Benjamin Schmid,Leader
2018,Switzerland,Joël Mathys,Deputy leader
2018,Syria,Jafar Alkheir,Leader
2018,Syria,Ammar Alnahhas,Deputy leader
2018,Syria,Hasan Jaddouh,Guest
2018,Taiwan,Pang-Yi Wu,Leader
2018,Taiwan,Chun-Fa Chang,Deputy leader
2018,Taiwan,Greg Lee,President
2018,Taiwan,Chi-Hsun Chiang,Guest
2018,Taiwan,I-Chih Hsiao,Guest
2018,Taiwan,Shi-Chun Tsai,Guest
2018,Taiwan,Ta-Jui Ho,Guest
2018,Tajikistan,Alexandr Ismatov,Leader
2018,Tajikistan,Manucher Habibzoda,Deputy leader
2018,Thailand,Nattee Niparnan,Leader
2018,Thailand,Pitchaya Sitthi-Amorn,Deputy leader
2018,Thailand,Niramis Painprasert,Guest
2018,Thailand,Nutthanon Leelathakul,Guest
2018,Thailand,Teera Siriteerakul,Guest
2018,Tunisia,Dorsaf Benna,Leader
2018,Tunisia,Ahmed Fessi,Deputy leader
2018,Türkiye,Tolga Can,Leader
2018,Türkiye,Mehmet Tan,Deputy leader
2018,Türkiye,Atilla Mert Can,Guest
2018,Türkiye,Aysu Betin-Can,Guest
2018,Türkiye,Elif Nisan Tan,Guest
2018,Türkiye,Oya Unsal Tan,Guest
2018,Türkiye,Umut Mete Can,Guest
2018,Turkmenistan,Kochek Arazov,Leader
2018,Turkmenistan,Ogulgerek Toytyyeva,Guest
2018,Ukraine,Vitalii Bondarenko,Leader
2018,Ukraine,Andrii Pankov,Deputy leader
2018,Ukraine,Antonina Melnyk,Guest
2018,Ukraine,Lesya Bondarenko,Guest
2018,Ukraine,Marta Bondarenko,Guest
