Year,Country,Name,Role
2017,Argentina,Mariano Maluf,Leader
2017,Argentina,Agustín Santiago Gutiérrez,Deputy leader
2017,Armenia,Vahram Dumanyan,Leader
2017,Armenia,Armen Andreasyan,Deputy leader
2017,Australia,Robert Newey,Leader
2017,Australia,Joshua Lau,Deputy leader
2017,Australia,Benjamin Burton,IC member
2017,Australia,Bernard Blackham,ITC member
2017,Australia,Janice Webster,Guest
2017,Austria,Gerald Futschek,Leader
2017,Austria,Wolfgang Thaller,Deputy leader
2017,Azerbaijan,Ramin Mahmudzade,Leader
2017,Azerbaijan,Ismayil Sadigov,Deputy leader
2017,Azerbaijan,Araz Yusubov,IC member
2017,Azerbaijan,Farid Ahmadov,ISC member
2017,Azerbaijan,Jamaladdin Hasanov,ITC member
2017,Azerbaijan,Bahruz Hidayatzade,Observer
2017,Bangladesh,Mohammad Sohel Rahman,Leader
2017,Bangladesh,Mohammad Kaykobad,Deputy leader
2017,Bangladesh,Mohammed Kaysar Abdullah,Guest
2017,Belarus,Irina Kirinovich,Leader
2017,Belarus,Aliaksei Tolstsikau,Deputy leader
2017,Belarus,Aliaksandr Kandratovich,Guest
2017,Belgium,Damien Leroy,Leader
2017,Belgium,Robin Jadoul,Deputy leader
2017,Bolivia,Jhonny Felipez,Leader
2017,Bolivia,Miguel Angel Ortiz Merida,Deputy leader
2017,Bosnia and Herzegovina,Haris Gavranović,Leader
2017,Bosnia and Herzegovina,Adnan Šalaka,Deputy leader
2017,Brazil,Guilherme Pinto,Leader
2017,Brazil,Ricardo Anido,Executive Director
2017,Bulgaria,Emil Kelevedjiev,Leader
2017,Bulgaria,Rusko Shikov,Deputy leader
2017,Bulgaria,Krassimir Manev,President
2017,Canada,Troy Vasiga,Leader
2017,Canada,John-Paul Pretti,Deputy leader
2017,Canada,Richard Peng,ISC member
2017,Chile,Jorge Perez,Leader
2017,Chile,Catherine Espinoza,Deputy leader
2017,Chile,Jozef Stuijt,Guest
2017,Chile,Olivia Giacaman,Guest
2017,China,Qiyang Zhao,Leader
2017,China,Hong Wang,Deputy leader
2017,China,Quanmin Zhu,Guest
2017,China,Zide Du,Guest
2017,Colombia,Mario Cruz,Leader
2017,Colombia,Diego Niquefa,Deputy leader
2017,Croatia,Ivan Paljak,Leader
2017,Croatia,Domagoj Bradač,Deputy leader
2017,Croatia,Krešimir Malnar,IC member
2017,Cuba,Raidel Marichal Aquilar,Leader
2017,Cyprus,Panayiotis Eracleous,Leader
2017,Cyprus,Pavlos Pavlikas,Deputy leader
2017,Czech Republic,Tomáš Pitner,Leader
2017,Czech Republic,Jan-Sebastian Fabík,Deputy leader
2017,Czech Republic,Martin Mareš,ITC member
2017,Denmark,Jørgen E. G. Nielsen,Leader
2017,Denmark,Knud Fjeldsted,Deputy leader
2017,Denmark,Dora Dimitrova,Guest
2017,Denmark,Ellen Krogh,Guest
2017,El Salvador,Humberto Alfonso Sermeño Villalta,Leader
2017,El Salvador,Carlos Alvarez,Deputy leader
2017,Estonia,Targo Tennisberg,Leader
2017,Estonia,Konstantin Tretyakov,Deputy leader
2017,Finland,Ada-Maaria Hyvärinen,Leader
2017,Finland,Lari Sinisalo,Deputy leader
2017,France,Auguste Olivry,Leader
2017,France,Simon Mauras,Deputy leader
2017,France,Mathias Hiron,IC member
2017,Georgia,George Mandaria,Leader
2017,Georgia,Zaza Gamezardashvili,Deputy leader
2017,Georgia,Guram Kotolashvili,Guest
2017,Germany,Wolfgang Pohl,Leader
2017,Germany,Julian Baldus,Deputy leader
2017,Greece,Michael Chatzopoulos,Leader
2017,Greece,Nikolaos S. Papaspyrou,Deputy leader
2017,"Hong Kong, China",Shing Fat Wilfred Ho,Leader
2017,"Hong Kong, China",Pak Yeung So,Deputy leader
2017,Hungary,Gyula Horváth,Leader
2017,Hungary,László Zsakó,Deputy leader
2017,Iceland,Bjarki Ágúst Guðmundsson,Leader
2017,India,Madhavan Mukund,Leader
2017,India,Narayan Kumar Krishnan,Deputy leader
2017,India,Kousik Mukherjee,Guest
2017,Indonesia,Yugo Kartono Isal,Leader
2017,Indonesia,Brian Marshal,Deputy leader
2017,Indonesia,Ashar Fuadi,Guest
2017,Indonesia,Jonathan Irvin Gunawan,Guest
2017,Indonesia,Yudhi Purwananto,Guest
2017,Iran,Mohammad Ghodsi,Leader
2017,Iran,Mohammad Hadi Foroughmand Araabi,Leader
2017,Iran,Ali Bahjati,Deputy leader
2017,Iran,Sama Goliaei,Deputy leader
2017,Iran,Mohammad Ali Abam,Chairman
2017,Iran,Ali Sharifi Zarchi,ISC member
2017,Iran,Hamid Zarrabi-Zadeh,ITC member
2017,Ireland,Gary Conway,Leader
2017,Ireland,Ximo Planells,Deputy leader
2017,Israel,Nir Lavee,Leader
2017,Israel,Liran Markin,Deputy leader
2017,Italy,Giorgio Audrito,Leader
2017,Italy,William Di Luigi,Deputy leader
2017,Italy,Stefano Maggiolo,ITC member
2017,Italy,Amelia Di Lieto,Guest
2017,Italy,Luisa Tarchini,Guest
2017,Italy,Nello Scarabottolo,Guest
2017,Japan,Soh Kumabe,Leader
2017,Japan,Ryoma Sato,Deputy leader
2017,Japan,Seiichi Tani,IC member
2017,Japan,Ikumi Hide,ISC member
2017,Japan,Masaki Hara,ITC member
2017,Japan,Kazuo Furukawa,Guest
2017,Japan,Ken Ogura,Guest
2017,Japan,Masataka Nishikawa,Guest
2017,Japan,Toyokazu Kuwahara,Guest
2017,Japan,Kakehi Katsuhiko,Observer
2017,Japan,Tsuyoki Kumazaki,Observer
2017,Jordan,Mowaffaq Hanandeh,Leader
2017,Kazakhstan,Bakhyt Matkarimov,Leader
2017,Kazakhstan,Temirulan Mussayev,Deputy leader
2017,Kyrgyzstan,Zamira Makieva,Leader
2017,Kyrgyzstan,Guldana Stamkulova,Deputy leader
2017,Latvia,Mārtiņš Opmanis,Leader
2017,Latvia,Raivis Ieviņš,Deputy leader
2017,Lithuania,Jūratė Skūpienė,Leader
2017,Lithuania,Daumilas Ardickas,Deputy leader
2017,Lithuania,Valentina Dagienė,Guest
2017,Luxembourg,Jean Reckinger,Leader
2017,Luxembourg,Jean-Marie Jans,Deputy leader
2017,"Macao, China",Teng Lam,Leader
2017,"Macao, China",Kuo Meng Sun,Deputy leader
2017,Malaysia,Yi Hang Ho,Leader
2017,Malaysia,Kai Hsien Boo,Deputy leader
2017,Malaysia,Mark Chang,Guest
2017,Malaysia,Shien Jin Ong,Guest
2017,Mexico,Marcel Stöckli Contreras,Leader
2017,Mexico,Alexis Cervantes Caballero,Deputy leader
2017,Mexico,Luis Rodolfo Nájera Ramírez,Guest
2017,Moldova,Sergiu Corlat,Leader
2017,Moldova,Igor Bercu,Deputy leader
2017,Mongolia,Tsedevsuren Danzan,Leader
2017,Mongolia,Ganzorig Dorjgotov,Deputy leader
2017,Montenegro,Goran Šuković,Leader
2017,Morocco,El Moudden Fauzi,Leader
2017,Morocco,Abdeljalil Agnaou,Deputy leader
