Year,Country,Name,Role
1997,Argentina,Rogelio Faustino Garcia Llano,Leader
1997,Argentina,Hugo Ryckeboer,Deputy leader
1997,Argentina,Pablo Enrique Coll,Guest
1997,Australia,Peter Taylor,Invited guest
1997,Austria,Karl Josef Fuchs,Leader
1997,Austria,Wolfgang Stormer,Deputy leader
1997,Azerbaijan,Sabit Karimov,Leader
1997,Azerbaijan,Bilal Huseynov,Deputy leader
1997,Belarus,Vladimir Kotov,Leader
1997,Belarus,Emiliya Ratobylskaya,Deputy leader
1997,Bosnia and Herzegovina,Branko Vučijak,Leader
1997,Bosnia and Herzegovina,Nedim Gavranović,Deputy leader
1997,Bulgaria,Asen Rahnev,Leader
1997,Bulgaria,Angel Angelov,Deputy leader
1997,Canada,Barry Ferguson,Leader
1997,Canada,Richard Clausi,Deputy leader
1997,China,Wenhu Wu,Leader
1997,China,Hongxi Xue,IC member
1997,China,Zide Du,IC member
1997,China,Wei Qiu,Guest
1997,Colombia,Mario Cruz,Leader
1997,Croatia,Ivo Šeparović,Leader
1997,Croatia,Krešimir Malnar,Deputy leader
1997,Cuba,Susana Oceguera Martínez,Leader
1997,Cyprus,Andreas Loutsios,Leader
1997,Czech Republic,Václav Sedláček,Leader
1997,Czech Republic,Pavel Töpfer,Deputy leader
1997,Denmark,Knud Fjeldsted,Leader
1997,Denmark,Jørgen E. G. Nielsen,Deputy leader
1997,Denmark,Dora Dimitrova,Guest
1997,Estonia,Rein Prank,Leader
1997,Estonia,Indrek Jentson,Deputy leader
1997,Finland,Jari Koivisto,Leader
1997,Finland,Jyrki Nummenmaa,Deputy leader
1997,Finland,Tiina Aalto,Guest
1997,France,Sébastien Delaire,Leader
1997,France,Paul-Émile Guyon,Deputy leader
1997,Georgia,George Mandaria,Leader
1997,Georgia,Besarion Shioshvili,Deputy leader
1997,Georgia,Gia Gvaramia,Guest
1997,Germany,Gabriele Reich,Leader
1997,Germany,Günter Scheu,Deputy leader
1997,Greece,Spyros Bakogiannis,Leader
1997,Greece,Ekaterini Georgouli,Deputy leader
1997,Greece,Athanasios Tsoukalidis,Guest
1997,Greece,Konstantinos Symeonidis,Guest
1997,"Hong Kong, China",Tak Wah Sin,Leader
1997,"Hong Kong, China",Siu-Kai Ng,Deputy leader
1997,Hungary,Gyula Horváth,Leader
1997,Hungary,Péter Szlávi,Deputy leader
1997,Hungary,Péter Hanák,IC member
1997,Indonesia,Joko Waluyo Saputro,Leader
1997,Indonesia,Suryana Setiawan,Deputy leader
1997,Iran,Mohammad Ghodsi,Leader
1997,Iran,Ebadollah Mahmoudian,Deputy leader
1997,Ireland,Charlie Michael Daly,Leader
1997,Ireland,Michael Anthony Cotter,Deputy leader
1997,Ireland,Breda Cotter,Guest
1997,Israel,David Ginat,Leader
1997,Israel,Ella Tzur,Deputy leader
1997,Latvia,Māris Vītiņš,Leader
1997,Latvia,Mārtiņš Opmanis,Deputy leader
1997,Lithuania,Valentina Dagienė,Leader
1997,Lithuania,Jūratė Skūpienė,Deputy leader
1997,Luxembourg,Marc Bonvini,Leader
1997,Luxembourg,Daniel Weiler,Deputy leader
1997,"Macao, China",Teng Lam,Leader
1997,"Macao, China",Wan Hei Chan,Deputy leader
1997,Mexico,Francisco Javier Zaragoza Martinez,Leader
1997,Mexico,César Arturo Cepeda García,Deputy leader
1997,Mexico,Carlos Maldonado,Guest
1997,Moldova,Iurie Mocanu,Deputy leader
1997,Mozambique,Otilia Gonçalaves Fernandes Da Graca,Leader
1997,Netherlands,Eljakim Schrijvers,Leader
1997,Netherlands,Josine van der Ven,Deputy leader
1997,Netherlands,Ria van Ouwerkerk,IC member
1997,Netherlands,Ries Kock,IC member
1997,Netherlands,Tom Verhoeff,Guest
1997,North Macedonia,Gjorgji Jovancevski,Leader
1997,North Macedonia,Ana Madevska Bogdanova,Deputy leader
1997,Poland,Krzysztof Diks,Leader
1997,Poland,Andrzej Walat,Deputy leader
1997,Poland,Stanisław Waligórski,IC member
1997,Poland,Pelagia Waligórska,Guest
1997,Portugal,Pedro Guerreiro,Leader
1997,Portugal,Paulo Faroleiro,Deputy leader
1997,Portugal,António Caleço,IC member
1997,Republic of Korea,Ha Jine Kimn,Leader
1997,Republic of Korea,Sang-Ho Lee,Deputy leader
1997,Republic of Korea,Gun Ho Lee,Guest
1997,Republic of Korea,Kun Soo Park,Guest
1997,Romania,Adrian Constantin Atanasiu,Leader
1997,Romania,Paul Marinel Serban,Deputy leader
1997,Russia,Vladimir Kiryukhin,Leader
1997,Russia,Larisa Samovolnova,Deputy leader
