Year,Country,Name,Role
1997,Serbia and Montenegro,Milan Tuba,Leader
1997,Singapore,Aaron Tan Tuck Choy,Leader
1997,Singapore,Chia Keng Hian,Deputy leader
1997,Slovakia,Gabriela Andrejková,Leader
1997,Slovakia,Tomáš Vinař,Deputy leader
1997,Slovenia,Roman Dorn,Leader
1997,Slovenia,Brane Sotosek,Guest
1997,South Africa,Peter Waker,Leader
1997,South Africa,Johan Bleeker,Deputy leader
1997,South Africa,Lionel Hartmann,Chairman
1997,Spain,Miguel Gomila Ferrando,Leader
1997,Spain,Anna Carulla,Deputy leader
1997,Sri Lanka,Ruwan Weerasighe,Leader
1997,Sri Lanka,Krishantha Jayaratne,Deputy leader
1997,Sweden,Håkan Strömberg,IC member
1997,Switzerland,Peter Strebel,Leader
1997,Switzerland,Roger Wattenhofer,Deputy leader
1997,Taiwan,Greg Lee,Leader
1997,Taiwan,Tsan-Sheng Hsu,Deputy leader
1997,Taiwan,Rong-Guey Ho,Guest
1997,Thailand,Kanchit Malaivongs,Leader
1997,Thailand,Yuen Poovarawan,Deputy leader
1997,Thailand,Putchong Othayopas,Guest
1997,Thailand,Tassanee Krongtong,Guest
1997,Trinidad and Tobago,Noel Kalicharan,Leader
1997,Trinidad and Tobago,Ian Furlonge,Deputy leader
1997,Trinidad and Tobago,Anushka Nikita Kalicharan,Guest
1997,Trinidad and Tobago,Cheng-Yun Pu,Guest
1997,Trinidad and Tobago,Saskia Anyara Kalicharan,Guest
1997,Türkiye,Halit Oguzduzun,Deputy leader
1997,Türkiye,Göktürk Üçoluk ,IC member
1997,Türkiye,İsmail Hakkı Toroslu,Observer
1997,Türkiye,Meltem Turhan,Observer
1997,Ukraine,Andrii Gurzhii,Leader
1997,Ukraine,Victor Bardadym,Deputy leader
1997,United Kingdom,Antony Rix,Leader
1997,United Kingdom,Richard Forster,Deputy leader
1997,United Kingdom,Andrew Cooke,Guest
1997,United Kingdom,Kathryn Rix,Guest
1997,United States of America,Rob Kolstad,Leader
1997,United States of America,Hal Burch,Deputy leader
1997,United States of America,Don Piele,IC member
