Year,Country,Name,Role
2002,Armenia,Tigran Piliposyan,Leader
2002,Australia,Benjamin Burton,Leader
2002,Australia,David Clark,Deputy leader
2002,Australia,Peter Taylor,Invited guest
2002,Austria,Helmut Achleitner,Leader
2002,Austria,Johann Fellner,Deputy leader
2002,Azerbaijan,Ramin Mahmudzade,Leader
2002,Azerbaijan,Aslan Askarov,Deputy leader
2002,Belarus,Katsiaryna Paziura,Leader
2002,Bosnia and Herzegovina,Željko  Jurić,Leader
2002,Bosnia and Herzegovina,Džavid  Dautbegović,Deputy leader
2002,Brazil,Ricardo Anido,Leader
2002,Brazil,Guilherme Ottoni,Deputy leader
2002,Bulgaria,Stoyan Kapralov,Leader
2002,Bulgaria,Emil Kelevedjiev,Deputy leader
2002,Bulgaria,Krassimir Manev,IC member
2002,Canada,Gordon Cormack,Leader
2002,Canada,Graeme David Kemkes,Deputy leader
2002,Canada,Ian Munro,ISC member
2002,Canada,Troy Vasiga,Guest
2002,China,Wenhu Wu,Leader
2002,China,Baolin Yin,Deputy leader
2002,China,Zide Du,IC member
2002,Colombia,Mario Cruz,IC member
2002,Croatia,Ivo Šeparović,Leader
2002,Croatia,Krešimir Malnar,Deputy leader
2002,Cuba,Francisco José Hernández González,Leader
2002,Cuba,Leonardo Cardona Luque,Deputy leader
2002,Cyprus,Panicos Masouras,Leader
2002,Cyprus,Andreas Loutsios,Deputy leader
2002,Czech Republic,Pavel Töpfer,Leader
2002,Czech Republic,Jan Kára,Deputy leader
2002,Denmark,Knud Fjeldsted,Leader
2002,Denmark,Jørgen E. G. Nielsen,Deputy leader
2002,Estonia,Ahto Truu,Leader
2002,Estonia,Indrek Jentson,Deputy leader
2002,Finland,Tiina Aalto,Leader
2002,Finland,Ville Leppänen,Deputy leader
2002,Finland,Jari Koivisto,IC member
2002,Finland,Jyrki Nummenmaa,ISC member
2002,France,Emmanuel Engelhart,Leader
2002,France,Mathias Hiron,Deputy leader
2002,Georgia,George Mandaria,Leader
2002,Georgia,Zaza Gamezardashvili,Deputy leader
2002,Germany,Wolfgang Pohl,Leader
2002,Germany,Marco Thomas,Deputy leader
2002,Greece,Spyros Bakogiannis,IC member
2002,Greece,Iphigenia Founta,ISC member
2002,Greece,Michael Chatzopoulos,ISC member
2002,Greece,Xenofon Papadopoulos,ISC member
2002,Hungary,Gyula Horváth,Leader
2002,Hungary,László Zsakó,Deputy leader
2002,India,Madhavan Mukund,Leader
2002,Indonesia,Suryana Setiawan,Leader
2002,Indonesia,Eko Erdiyatno,Deputy leader
2002,Indonesia,Derianto Kusuma,Observer
2002,Iran,Mohammad Ghodsi,Leader
2002,Iran,Ghassem Jaberipur,Deputy leader
2002,Ireland,Charlie Michael Daly,Leader
2002,Ireland,Michael Anthony Cotter,Deputy leader
2002,Israel,David Ginat,Leader
2002,Israel,Ella Tzur,Deputy leader
2002,Italy,Sebastiano Vigna,Leader
2002,Italy,Paolo Boldi,Deputy leader
2002,Kyrgyzstan,Pavel Pankov,Leader
2002,Latvia,Māris Vītiņš,Leader
2002,Latvia,Mārtiņš Opmanis,Deputy leader
2002,Lithuania,Valentina Dagienė,Leader
2002,Lithuania,Jūratė Skūpienė,Deputy leader
2002,Luxembourg,Jean-Claude Hemmer,Leader
2002,Luxembourg,Jean Reckinger,Deputy leader
2002,"Macao, China",Teng Lam,Leader
2002,Mexico,César Arturo Cepeda García,Leader
2002,Mexico,Antonio Alberto Flores Biard,Deputy leader
2002,Moldova,Anatol Gremalschi,Leader
2002,Moldova,Iurie Mocanu,Deputy leader
2002,Netherlands,Eljakim Schrijvers,Leader
2002,Netherlands,Judith Helgers,Deputy leader
2002,Netherlands,Tom Verhoeff,ISC member
2002,Netherlands,Ries Kock,Guest
2002,Netherlands,Willem van der Vegt,Guest
2002,Poland,Marcin Kubica,Leader
2002,Poland,Tomasz Waleń,Deputy leader
2002,Poland,Krzysztof Diks,IC member
2002,Poland,Stanisław Waligórski,Guest
2002,Portugal,Pedro Guerreiro,Leader
2002,Republic of Korea,Ha Jine Kimn,Chairman
2002,Republic of Korea,Kun Soo Park,ISC member
2002,Republic of Korea,Kyung Yong Chwa,ISC member
2002,Romania,Emanuela Cerchez,Leader
2002,Romania,Stelian Ciurea,Deputy leader
2002,Russia,Victor Matyukhin,Leader
2002,Russia,Maxim Babenko,Deputy leader
2002,Russia,Vladimir Kiryukhin,IC member
2002,Russia,Marina Tsvetkova,Guest
2002,Serbia and Montenegro,Dragan Urošević,Leader
2002,Serbia and Montenegro,Vesna Velickovic,Deputy leader
2002,Serbia and Montenegro,Đura Paunić,ISC member
2002,Singapore,Sun Teck Tan,Leader
2002,Singapore,Fong Ho Onn,Deputy leader
2002,Slovakia,Andrej Blaho,Leader
2002,Slovakia,Gabriela Andrejková,Deputy leader
2002,Slovakia,Ján Oravec,Guest
2002,Slovakia,Michal Forišek,Guest
2002,South Africa,Donald Cook,Leader
2002,South Africa,Carl Robert Hultquist,Deputy leader
2002,South Africa,Lionel Hartmann,Executive Director
2002,Sri Lanka,Gihan Wikramanayake,Leader
2002,Sri Lanka,Sifaan Zavahir,Deputy leader
2002,Switzerland,Roland Ulber,Leader
2002,Switzerland,Mark Cieliebak,Deputy leader
2002,Switzerland,Martin Jaggi,Guest
2002,Taiwan,Greg Lee,Leader
2002,Taiwan,Pang-Feng Liu,Deputy leader
2002,Taiwan,Rong-Guey Ho,Guest
2002,Ukraine,Andrii Gurzhii,Leader
2002,Ukraine,Vitalii Bondarenko,Deputy leader
2002,Ukraine,Oleksandr Kardakov,Guest
2002,Ukraine,Volodymyr Timofeiev,Guest
2002,United Kingdom,Richard Forster,Leader
2002,United Kingdom,Thomas James Barnet-Lamb,Deputy leader
2002,United States of America,Brian Dean,Leader
2002,United States of America,Russell Cox,Deputy leader
2002,United States of America,Don Piele,IC member
2002,United States of America,Greg Galperin,ISC member
2002,United States of America,Hal Burch,ISC member
