Year,Country,Name,Role
1991,Argentina,Alicia Bañuelos,IC member
1991,Belarus,Yuri Korgenevich,Leader
1991,Bulgaria,Pavel Azalov,IC member
1991,China,Wenhu Wu,Leader
1991,China,Hongxi Xue,Deputy leader
1991,Cuba,Manuel Toledo,Leader
1991,Cuba,Francisco José Hernández González,Deputy leader
1991,Cyprus,Apostolos Kolokas,Leader
1991,Czechoslovakia,Peter Tomscanyi,Leader
1991,Germany,Peter Heyderhoff,IC member
1991,Greece,Spyros Bakogiannis,Leader
1991,Greece,Christos Kilias,Chairman
1991,Greece,George Philokyprou,Chairman
1991,Hungary,Tamás Mohay,Deputy leader
1991,Hungary,Péter Hanák,IC member
1991,Italy,Nikos Kanellopoulos,Leader
1991,Mongolia,Yadamjav Zeneemeder,Leader
1991,Netherlands,Ard Hartsuiker,Leader
1991,Netherlands,Cecile Crutzen,Deputy leader
1991,Netherlands,Ries Kock,IC member
1991,Nigeria,Iwalola Gbobaniyi,Leader
1991,Norway,Suein Hauge,Leader
1991,Poland,Stanisław Waligórski,Leader
1991,Romania,Stelian Niculescu,Leader
1991,Romania,Horia Ioan Georgescu,Deputy leader
1991,Soviet Union,A. Denisenko,Deputy leader
1991,Soviet Union,Vladimir Kiryukhin,IC member
1991,Sweden,Håkan Strömberg,IC member
1991,Sweden,Yngve Lindberg,IC member
1991,Thailand,Kanchit Malaivongs,Leader
1991,United Kingdom,James Walt,IC member
1991,Vietnam,Dam Ho Si,Leader
1991,Yugoslavia,Goran Gogic,Leader
