Year,Country,Name,Role
2023,Argentina,Mariano Maluf,Leader
2023,Argentina,Carlos Miguel Soto,Deputy leader
2023,Argentina,Agustín Santiago Gutiérrez,ISC member
2023,Armenia,Armen Andreasyan,Leader
2023,Armenia,Samvel Andreasyan,Deputy leader
2023,Australia,Kevin Tran,Leader
2023,Australia,Angus Ritossa,Deputy leader
2023,Australia,Benjamin Burton,President
2023,Australia,Louise Bilston,Guest
2023,Australia,Joshua Lau,Invited guest
2023,Austria,Otto Winter,Leader
2023,Austria,Sebastian Schulze,Deputy leader
2023,Azerbaijan,Rashad Mammadov,Leader
2023,Azerbaijan,Ibrahim Taghizade,Deputy leader
2023,Azerbaijan,Araz Yusubov,IC member
2023,Bangladesh,Mohammad Sohel Rahman,Leader
2023,Bangladesh,Mohammad Kaykobad,Deputy leader
2023,Belgium,Damien Leroy,Leader
2023,Belgium,Petar Vitorac,Deputy leader
2023,Bolivia,Diego Alejandro Angulo Ramirez,Leader
2023,Bolivia,Oscar Carvajal,Deputy leader
2023,Bolivia,Jhonatan Castro,IC member
2023,Bolivia,Miguel Angel Ortiz Merida,ISC member
2023,Bolivia,Omar Quispe Mita,ITC member
2023,Bolivia,Virginia Velasco Condori,Guest
2023,Bosnia and Herzegovina,Amer Zavlan,Leader
2023,Bosnia and Herzegovina,Adnan Šalaka,Deputy leader
2023,Brazil,Ricardo Anido,Leader
2023,Brazil,André Amaral de Sousa,Deputy leader
2023,Brazil,Arthur Ferreira do Nascimento,Guest
2023,Bulgaria,Iliyan Yordanov,Leader
2023,Bulgaria,Encho Mishinev,Deputy leader
2023,Canada,Troy Vasiga,Leader
2023,Canada,Paul McGrath,Deputy leader
2023,Canada,John-Paul Pretti,Secretary
2023,Chile,Javier Marinkovic,Leader
2023,Chile,Manuel Pérez,Deputy leader
2023,Chile,Catherine Espinoza,IC member
2023,China,Tingting Jiang,Leader
2023,China,Wentao Han,Deputy leader
2023,China,Baolin Yin,Guest
2023,China,Hong Wang,Guest
2023,China,Qiyang Zhao,Guest
2023,China,Yanlei Cao,Guest
2023,China,Zide Du,Guest
2023,Colombia,Mario Cruz,Leader
2023,Colombia,Oscar Sierra,Deputy leader
2023,Croatia,Krešimir Malnar,Leader
2023,Croatia,Patrick Pavić,Deputy leader
2023,Cuba,Leonardo Cardona Luque,Leader
2023,Cyprus,Dimitris Leivadiotis,Leader
2023,Cyprus,Ioakim Sykopetritis,Deputy leader
2023,Czech Republic,Jiří Kalvoda,Leader
2023,Czech Republic,Daniel Skýpala,Deputy leader
2023,Czech Republic,Martin Mareš,ITC member
2023,Denmark,Markus Krabbe Larsen,Leader
2023,Denmark,Knud Fjeldsted,Deputy leader
2023,Denmark,Ellen Krogh,Guest
2023,Dominican Republic,Pedro Manuel Taveras Nuñez,Leader
2023,Dominican Republic,Roberto Carlos Abreu Diaz,Deputy leader
2023,Dominican Republic,Patricia Brando,Guest
2023,Ecuador,Omar Paladines,Leader
2023,Ecuador,Miguel Ordóñez Mera,Deputy leader
2023,Egypt,Haytham Hassan,Leader
2023,Egypt,Youssef Sherif,Deputy leader
2023,Egypt,Eslam Wageed,IC member
2023,Egypt,Mahmoud Badawy,ISC member
2023,Egypt,Wael Ewida,ITC member
2023,Egypt,Ahmed El-Shenawy,Invited guest
2023,Egypt,Ghada Labib,Invited guest
2023,Egypt,Hazem Issa,Invited guest
2023,Egypt,Ismail Abdel Ghafar,Invited guest
2023,Egypt,Mohamed Anany,Invited guest
2023,Egypt,Ossama Mohamed Ismail,Invited guest
2023,El Salvador,Humberto Alfonso Sermeño Villalta,Leader
2023,El Salvador,Salvador Alonso Figueroa Vasquez,Deputy leader
2023,Estonia,Sandra Schumann,Leader
2023,Estonia,Ahto Truu,Deputy leader
2023,Finland,Antti Laaksonen,Leader
2023,Finland,Roope Salmi,Deputy leader
2023,France,Arthur Léonard,Leader
2023,France,Hugo Peyraud-Magnin,Deputy leader
2023,Georgia,George Mandaria,Leader
2023,Georgia,Bakari Gamezardashvili,Deputy leader
2023,Georgia,Guram Kotolashvili,Guest
2023,Germany,Wolfgang Pohl,Leader
2023,Germany,Lukas Michel,Deputy leader
2023,Greece,Bokis Konstantinos,Leader
2023,Greece,Dimitrios Rontogiannis,Deputy leader
2023,"Hong Kong, China",Hui Yee Fan,Leader
2023,"Hong Kong, China",Pak Yeung So,Deputy leader
2023,Hungary,Gyula Horváth,Leader
2023,Hungary,Ágnes Erdősné Németh,Deputy leader
2023,Hungary,László Jobbágy,IC member
2023,Hungary,Zsolt Németh,ISC member
2023,Hungary,László Nyúl,ITC member
2023,Iceland,Arnar Bjarni Arnarson,Leader
2023,Iceland,Samúel Arnar Hafsteinsson,Deputy leader
2023,India,Madhavan Mukund,Leader
2023,India,Jatin Yadav,Deputy leader
2023,Indonesia,Prabowo Djonatan,Leader
2023,Indonesia,Yohandi,Deputy leader
2023,Indonesia,Brian Marshal,IC member
2023,Indonesia,Jonathan Irvin Gunawan,ISC member
2023,Indonesia,Ashar Fuadi,ITC member
2023,Indonesia,Dewi Yuliani,Guest
2023,Iran,Mohammad Ali Abam,Leader
2023,Iran,Ali Shahali,Deputy leader
2023,Iran,Amir Keivan Mohtashami,ITC member
2023,Iran,Hamid Zarrabi-Zadeh,ITC member
2023,Iran,Mohammadhossein Bayatitrojani,Guest
2023,Iran,Alireza Keshavarz Hedayati,Invited guest
2023,Iran,Seyed Amir Mohammad Shahrezaei,Invited guest
2023,Ireland,Stefan-Bogdan Marcu,Leader
2023,Ireland,Andrew Nash,Deputy leader
2023,Israel,Ron Ryvchin,Leader
2023,Israel,Gonen Gazit,Deputy leader
2023,Israel,Avshalom Elmalech,Guest
2023,Israel,Yoav Katz,Guest
2023,Italy,Giorgio Audrito,Leader
2023,Italy,Dario Petrillo,Deputy leader
2023,Italy,Andrea Ciprietti,Invited guest
2023,Japan,Tomohito Hoshii,Leader
2023,Japan,Tatsuhito Yamagata,Deputy leader
2023,Japan,Chiharu Hagiwara,Guest
2023,Japan,Seiichi Tani,Guest
2023,Japan,Hirotaka Yoneda,Invited guest
2023,Japan,Masataka Yoneda,Invited guest
2023,Jordan,Mowaffaq Hanandeh,Leader
2023,Jordan,Ashraf Ahmad,Deputy leader
2023,Kazakhstan,Temirlan Satylkhanov,Leader
2023,Kazakhstan,Batyr Sardarbekov,Deputy leader
2023,Kazakhstan,Adina Magavina,Guest
2023,Kyrgyzstan,Pavel Pankov,Leader
2023,Kyrgyzstan,Kylychbek Uraiymov,Deputy leader
2023,Latvia,Jevgēnijs Vihrovs,Leader
2023,Latvia,Pēteris Pakalns,Deputy leader
2023,Latvia,Eduards Kaļiņičenko,IC member
2023,Libya,Safwan Bouna,Invited guest
2023,Lithuania,Jūratė Skūpienė,Leader
2023,Lithuania,Zigmas Bitinas,Deputy leader
2023,Lithuania,Valentina Dagienė,Invited guest
2023,Luxembourg,Gilles Englebert,Leader
2023,Luxembourg,Jarod Differdange,Deputy leader
2023,"Macao, China",Teng Lam,Leader
2023,"Macao, China",Kuo Meng Sun,Deputy leader
2023,"Macao, China",Xiulan Lin,Guest
2023,Malaysia,Amos Li Sheng Tan,Leader
2023,Malaysia,Shao Qian Chew,Deputy leader
2023,Mexico,Luis Rodolfo Nájera Ramírez,Leader
2023,Mexico,José Ángel Cázares Torres,Deputy leader
2023,Mexico,César Arturo Cepeda García,Guest
2023,Mexico,Marcel Stöckli Contreras,Guest
2023,Moldova,Sergiu Corlat,Leader
2023,Moldova,Igor Bercu,Deputy leader
2023,Mongolia,Tsedevsuren Danzan,Leader
2023,Mongolia,Battogtokh Tsiyen-Oidov,Deputy leader
2023,Mongolia,Bagabold  Gendensuren,Guest
2023,Mongolia,Khuder Altangerel,Guest
2023,Montenegro,Ranko Čabrilo,Leader
2023,Montenegro,Velibor Dosljak,Deputy leader
2023,Morocco,Anas Abou El Kalam,Leader
2023,Morocco,Amine Saidi,Deputy leader
2023,Netherlands,Willem van der Vegt,Leader
2023,Netherlands,Marcel Vlastuin,Deputy leader
2023,Netherlands,Eljakim Schrijvers,Treasurer
2023,Netherlands,Ludo Pulles,Guest
2023,Netherlands,Puck Swildens,Invited guest
2023,New Zealand,Suzanne Scott,Leader
2023,New Zealand,Zalan Varga,Deputy leader
2023,North Macedonia,Emil Stankov,Leader
2023,North Macedonia,Vladislav Bidikov,Deputy leader
2023,North Macedonia,Mile Jovanov,IC member
2023,Norway,Birk Tjelmeland,Leader
2023,Norway,Håvard Terland,Deputy leader
2023,Palestine,Musa Alrefaya,Leader
2023,Palestine,Mohammed Khalil,Deputy leader
2023,Palestine,Nicola Abusaad,Guest
2023,Peru,Miguel Mini Huambachano,Leader
2023,Peru,Edwin Otazu Espedilla,Deputy leader
2023,Philippines,Kevin Charles Atienza,Leader
2023,Philippines,Marte Raphael Soliza,Deputy leader
2023,Poland,Pawel Gawrychowski,Leader
2023,Poland,Bartłomiej Czarkowski,Deputy leader
2023,Poland,Jakub Łącki,Invited guest
2023,Portugal,Pedro Ribeiro,Leader
2023,Portugal,Henrique Navas,Deputy leader
2023,Republic of Korea,Sung Ryul Kim,Leader
2023,Republic of Korea,Inbok Lee,Deputy leader
2023,Republic of Korea,Eun Soo Choe,Guest
2023,Republic of Korea,Jaehyun Koo,Guest
2023,Republic of Korea,Jin Wook Kim,Guest
2023,Republic of Korea,Miwon Kong,Guest
2023,Romania,Dan Pracsiu,Leader
2023,Romania,Tamio-Vesa Nakajima,Deputy leader
2023,Romania,Lucian Bicsi,Invited guest
2023,Saudi Arabia,Akram Ahmed,Leader
2023,Saudi Arabia,Esraa Almajhad,Deputy leader
2023,Saudi Arabia,Abdulaziz Alshibli,Guest
2023,Saudi Arabia,Amal Al Shathri,Guest
2023,Saudi Arabia,Ibraheem Al Tamimi,Guest
2023,Saudi Arabia,Ibrahim Aljohani,Guest
2023,Saudi Arabia,Muath Alobaid,Guest
2023,Serbia,Vladimir Milovanović,Leader
2023,Serbia,Vladimir Milenković,Deputy leader
2023,Singapore,Steven Halim,Leader
2023,Singapore,Teo Si Ni,Deputy leader
2023,Singapore,Sun Teck Tan,IC member
2023,Singapore,Grace Suryani Halim,Guest
2023,Singapore,Bernard Teo Zhi Yi,Invited guest
2023,Slovakia,Rastislav Krivoš-Belluš,Leader
2023,Slovakia,Veronika Stoffová,Deputy leader
2023,Slovakia,Michal Forišek,ISC member
2023,Slovenia,Simon Weiss,Leader
2023,Slovenia,Darko Pevec,Deputy leader
2023,South Africa,Mohammed Taariq Mowzer,Leader
2023,South Africa,Kamohelo Motloung,Deputy leader
2023,Spain,Joan Alemany Flos,Leader
2023,Spain,Felix Moreno Peñarrubia,Deputy leader
2023,Sri Lanka,Adithya Narasinghe,Leader
2023,Sri Lanka,Venudi Dayaratne,Deputy leader
2023,Sweden,Fredrik Niemelä,Leader
2023,Sweden,Johan Sannemo,Deputy leader
2023,Switzerland,Charlotte Knierim,Leader
2023,Switzerland,Jan Schär,Deputy leader
2023,Syria,Ammar Alnahhas,Leader
2023,Syria,Ghaffar Daher,Deputy leader
2023,Taiwan,Greg Lee,Leader
2023,Taiwan,Hung-Lung Wang,Deputy leader
2023,Taiwan,Meng-Tsung Tsai,Guest
2023,Taiwan,Shi-Chun Tsai,Guest
2023,Taiwan,Ying-Yao Kao,Guest
2023,Taiwan,Yung-Chieh Chang,Guest
2023,Tajikistan,Alexandr Ismatov,Leader
2023,Tajikistan,Aminov Saidakbar,Deputy leader
2023,Tajikistan,Nozimjon Safarov,Guest
2023,Thailand,Nattee Niparnan,Leader
2023,Thailand,Pitchaya Sitthi-Amorn,Deputy leader
2023,Thailand,Jakkapat Suwannakoot,Guest
2023,Thailand,Tana Wattanawaroon,Guest
2023,Thailand,Wayo Puyati,Guest
