Year,Country,Name,Role
2016,Argentina,Mariano Maluf,Leader
2016,Argentina,Agustín Santiago Gutiérrez,Deputy leader
2016,Armenia,Armen Andreasyan,Leader
2016,Armenia,Hrayr Harutyunyan,Deputy leader
2016,Armenia,Karen Hambardzumyan,Guest
2016,Australia,Robert Newey,Leader
2016,Australia,Joshua Lau,Deputy leader
2016,Australia,Benjamin Burton,IC member
2016,Australia,Bernard Blackham,ITC member
2016,Australia,Helen Krig,Guest
2016,Austria,Helmut Achleitner,Leader
2016,Austria,Johann Fellner,Deputy leader
2016,Azerbaijan,Ramin Mahmudzade,Leader
2016,Azerbaijan,Ismayil Sadigov,Deputy leader
2016,Azerbaijan,Fuad Hajiyev,IC member
2016,Bangladesh,Mohammed Kaysar Abdullah,Leader
2016,Belarus,Irina Kirinovich,Leader
2016,Belarus,Aliaksei Tolstsikau,Deputy leader
2016,Belarus,Aliaksandr Kandratovich,Guest
2016,Belarus,Aliaksei Sikorski,Guest
2016,Belgium,Damien Leroy,Leader
2016,Belgium,Jorik Jooken,Deputy leader
2016,Bolivia,Luis Antonio Molina Yampa,Leader
2016,Bosnia and Herzegovina,Jan Ahmetspahić,Leader
2016,Bosnia and Herzegovina,Ali Husić,Deputy leader
2016,Brazil,Cláudio Leonardo Lucchesi,Leader
2016,Brazil,Arthur Pratti Dadalto,Deputy leader
2016,Brazil,Ricardo Anido,IC member
2016,Bulgaria,Emil Kelevedjiev,Leader
2016,Bulgaria,Mladen Denev  Manev,Deputy leader
2016,Bulgaria,Krassimir Manev,President
2016,Canada,Troy Vasiga,Leader
2016,Canada,John-Paul Pretti,Deputy leader
2016,Canada,Jacob Jackson,Guest
2016,Chile,Nicolás Lehmann,Leader
2016,Chile,Catherine Espinoza,Deputy leader
2016,Chile,Jorge Perez,Guest
2016,Chile,Jozef Stuijt,Guest
2016,Chile,Olivia Giacaman,Guest
2016,China,Hong Wang,Leader
2016,China,Tingting Jiang,Deputy leader
2016,China,Baolin Yin,Guest
2016,China,Zhengyu Zhu,Guest
2016,China,Zide Du,Guest
2016,Colombia,Mario Cruz,Leader
2016,Colombia,Diego Niquefa,Deputy leader
2016,Croatia,Adrian Satja Kurdija,Leader
2016,Croatia,Frane Kurtovic,Deputy leader
2016,Croatia,Krešimir Malnar,IC member
2016,Cuba,Frank Rafael Arteaga Salgado,Leader
2016,Cyprus,Panayiotis Eracleous,Leader
2016,Cyprus,Adamos Ttofari,Deputy leader
2016,Czech Republic,Tomáš Pitner,Leader
2016,Czech Republic,Pavel Töpfer,Deputy leader
2016,Czech Republic,Martin Mareš,ITC member
2016,Denmark,Jørgen E. G. Nielsen,Leader
2016,Denmark,Knud Fjeldsted,Deputy leader
2016,Denmark,Ellen Krogh,Guest
2016,Dominican Republic,Pedro Manuel Taveras Nuñez,Leader
2016,Dominican Republic,Roberto Carlos Abreu Diaz,Deputy leader
2016,Egypt,Gamal AbdElMagid,Leader
2016,Egypt,Ahmed Mohamed Kamel,Deputy leader
2016,Egypt,Eslam Wageed,IC member
2016,El Salvador,Humberto Alfonso Sermeño Villalta,Leader
2016,Estonia,Ahto Truu,Leader
2016,Estonia,Oliver-Matis Lill,Deputy leader
2016,Finland,Antti Laaksonen,Leader
2016,Finland,Tuukka Korhonen,Deputy leader
2016,Finland,Jari Koivisto,Observer
2016,France,Mathias Hiron,Leader
2016,France,Jules Pondard,Deputy leader
2016,Georgia,George Mandaria,Leader
2016,Georgia,Zaza Gamezardashvili,Deputy leader
2016,Georgia,Vakhtang Shekishvili,Guest
2016,Germany,Wolfgang Pohl,Leader
2016,Germany,Jonathan Schmidt-Dominé,Deputy leader
2016,Greece,Michael Chatzopoulos,Leader
2016,Greece,Theodouli Terzidou,Deputy leader
2016,Honduras,Gustavo Adolfo Euceda Navas,Leader
2016,"Hong Kong, China",Ka Man May Chan,Leader
2016,"Hong Kong, China",Wai Tung Chung,Deputy leader
2016,Hungary,Gyula Horváth,Leader
2016,Hungary,László Zsakó,Deputy leader
2016,Iceland,Bjarki Ágúst Guðmundsson,Observer
2016,India,Madhavan Mukund,Leader
2016,India,Arjun Arul,Deputy leader
2016,Indonesia,Rully Soelaiman,Leader
2016,Indonesia,Jonathan Irvin Gunawan,Deputy leader
2016,Indonesia,Erlina Susi Santoso Tan,Guest
2016,Indonesia,Fauzan Joko Sularto,Guest
2016,Indonesia,Inggriani Liem,Guest
2016,Indonesia,Rosyid Ahmadi,Guest
2016,Iran,Ali Sharifi Zarchi,Leader
2016,Iran,Afrouz Jabalameli,Deputy leader
2016,Iran,Mohammad Ali Abam,IC member
2016,Iran,Mohammad Mahdian,ISC member
2016,Iran,Hamid Zarrabi-Zadeh,ITC member
2016,Iran,Alireza Jodaei,Guest
2016,Iran,Amir Keivan Mohtashami,Guest
2016,Iran,Bahram Madadi,Guest
2016,Iran,Behzad Sowlatian Mashgani,Guest
2016,Iran,Ghassem Jaberipur,Guest
2016,Iran,Hamidreza Hoori,Guest
2016,Iran,Hassan Saei Dehaghan,Guest
2016,Iran,Hossein Roohi,Guest
2016,Iran,Hossein Shojaie,Guest
2016,Iran,Jahangir Nasirizarandi,Guest
2016,Iran,Kamran Bavar,Guest
2016,Iran,Kian Mirjalali,Guest
2016,Ireland,Gary Conway,Leader
2016,Ireland,Ximo Planells,Deputy leader
2016,Israel,Hanit Galili,Leader
2016,Israel,Nir Lavee,Deputy leader
2016,Israel,Shmuel Adar,Guest
2016,Italy,Giorgio Audrito,Leader
2016,Italy,Luca Versari,Deputy leader
2016,Italy,Stefano Maggiolo,ITC member
2016,Japan,Kohji Liu,Leader
2016,Japan,Yo Mitani,Deputy leader
2016,Japan,Seiichi Tani,IC member
2016,Japan,Tetsushi Ito,ISC member
2016,Japan,Masaki Hara,ITC member
2016,Japan,Kento Nikaido,Guest
2016,Japan,Kota Takahashi,Guest
2016,Japan,Tsuyoki Kumazaki,Guest
2016,Jordan,Mowaffaq Hanandeh,Leader
2016,Jordan,Ashraf Ahmad,Deputy leader
2016,Jordan,Laila Taha,Guest
2016,Jordan,Lubna AlHasan,Guest
2016,Kazakhstan,Batyrkhan Orynkul,Leader
2016,Kazakhstan,Sergazy Kalmurzayev,Deputy leader
2016,Kazakhstan,Bakhyt Matkarimov,IC member
2016,Kazakhstan,Ulugbek Adilbekov,ISC member
2016,Kazakhstan,Aman Sariyev,ITC member
2016,Kyrgyzstan,Indira Musina,Leader
2016,Kyrgyzstan,Zamira Makieva,Deputy leader
