Year,Country,Name,Role
2003,Albania,Ilia Ninka,Leader
2003,Albania,Eqerem Arkaxhiu,Deputy leader
2003,Argentina,Rogelio Faustino Garcia Llano,Leader
2003,Argentina,Hugo Ryckeboer,Deputy leader
2003,Armenia,Armen Andreasyan,Leader
2003,Armenia,Spartak Soghoyan,Deputy leader
2003,Australia,Benjamin Burton,Leader
2003,Australia,David Clark,Deputy leader
2003,Austria,Helmut Achleitner,Leader
2003,Austria,Johann Fellner,Deputy leader
2003,Azerbaijan,Ramin Mahmudzade,Leader
2003,Azerbaijan,Emin Guliyev,Deputy leader
2003,Belarus,Vladimir Kotov,Leader
2003,Belarus,Irina Kirinovich,Deputy leader
2003,Bosnia and Herzegovina,Branko Vučijak,Leader
2003,Bosnia and Herzegovina,Aida Arnautović,Deputy leader
2003,Brazil,Ricardo Anido,Leader
2003,Brazil,Guilherme Ottoni,Deputy leader
2003,Bulgaria,Stoyan Kapralov,Leader
2003,Bulgaria,Emil Kelevedjiev,Deputy leader
2003,Bulgaria,Krassimir Manev,IC member
2003,Canada,Gordon Cormack,Leader
2003,Canada,Graeme David Kemkes,Deputy leader
2003,Canada,Ian Munro,ISC member
2003,Canada,Troy Vasiga,Guest
2003,Chile,Alexander Tchobanov Velkov ,Leader
2003,Chile,Daniela Stoianova,Deputy leader
2003,China,Wenhu Wu,Leader
2003,China,Baolin Yin,Deputy leader
2003,China,Zide Du,IC member
2003,Colombia,Duvier Zuluaga,Deputy leader
2003,Colombia,Mario Cruz,IC member
2003,Croatia,Ivo Šeparović,Leader
2003,Croatia,Krešimir Malnar,Deputy leader
2003,Cyprus,Panicos Masouras,Leader
2003,Cyprus,Andreas Loutsios,Deputy leader
2003,Czech Republic,Pavel Töpfer,Leader
2003,Czech Republic,Daniel Kráľ,Deputy leader
2003,Denmark,Knud Fjeldsted,Leader
2003,Denmark,Jørgen E. G. Nielsen,Deputy leader
2003,Egypt,Yasser M. Abdel Ghany,IC member
2003,Estonia,Ahto Truu,Leader
2003,Estonia,Indrek Jentson,Deputy leader
2003,Finland,Tiina Aalto,Leader
2003,Finland,Matti Nykänen,Deputy leader
2003,Finland,Jari Koivisto,IC member
2003,France,Mathias Hiron,Leader
2003,France,Sylvain Viollon,Deputy leader
2003,Georgia,George Mandaria,Leader
2003,Georgia,Zaza Gamezardashvili,Deputy leader
2003,Germany,Wolfgang Pohl,Leader
2003,Germany,Daniel Jasper,Deputy leader
2003,Greece,Katerina Georgouli,Leader
2003,Greece,Iphigenia Founta,Deputy leader
2003,Greece,Spyros Bakogiannis,IC member
2003,Greece,Michael Chatzopoulos,ISC member
2003,Greece,Xenofon Papadopoulos,ISC member
2003,"Hong Kong, China",Po Wa Yan,Leader
2003,"Hong Kong, China",Hok Ling Ng,Deputy leader
2003,Hungary,Gyula Horváth,Leader
2003,Hungary,László Zsakó,Deputy leader
2003,India,Madhavan Mukund,Leader
2003,India,Narayan Kumar Krishnan,Deputy leader
