Year,Country,Name,Role
2024,Albania,Hatixhe Bilibashi,Leader
2024,Albania,Erida Cerro,Deputy leader
2024,Algeria,Maya Chouikrat,Leader
2024,Algeria,Abdelkader Chouikrat,Deputy leader
2024,Argentina,Mariano Maluf,Leader
2024,Argentina,Carlos Miguel Soto,Deputy leader
2024,Argentina,Agustín Santiago Gutiérrez,ISC member
2024,Armenia,Armen Andreasyan,Leader
2024,Armenia,Samvel Andreasyan,Deputy leader
2024,Austria,Sebastian Schulze,Leader
2024,Austria,Wolfgang Thaller,Deputy leader
2024,Austria,Gerald Futschek,Guest
2024,Azerbaijan,Rashad Mammadov,Leader
2024,Azerbaijan,Ziya Mukhtarov,Deputy leader
2024,Azerbaijan,Araz Yusubov,IC member
2024,Bangladesh,Mohammad Sohel Rahman,Leader
2024,Bangladesh,Mohammad Kaykobad,Deputy leader
2024,Belgium,Damien Leroy,Leader
2024,Belgium,Petar Vitorac,Deputy leader
2024,Bolivia,Diego Alejandro Angulo Ramirez,Leader
2024,Bolivia,Fabricio Javier Cabrera Gordillo,Deputy leader
2024,Bolivia,Jhonatan Castro,IC member
2024,Bolivia,Miguel Angel Ortiz Merida,ISC member
2024,Bolivia,Omar Quispe Mita,ITC member
2024,Bolivia,Alberto Joaquin Suxo Riveros,Guest
2024,Bolivia,Erwin Saul Cerrudo Condori,Guest
2024,Bolivia,Jonatan Botas,Guest
2024,Bolivia,Luis Fernando Mita Caceres,Guest
2024,Bolivia,Oscar Carvajal,Guest
2024,Bolivia,Rolando Troche Venegas,Guest
2024,Bolivia,Samuel René Loza Ramirez,Guest
2024,Bolivia,Sergio Gabriel Guillen Mantilla,Guest
2024,Bolivia,Virginia Velasco Condori,Guest
2024,Bolivia,Vladimir Costas Jauregui,Guest
2024,Bosnia and Herzegovina,Muamer Parić,Leader
2024,Bosnia and Herzegovina,Adnan Šalaka,Deputy leader
2024,Brazil,Ricardo Anido,Leader
2024,Brazil,André Amaral de Sousa,Deputy leader
2024,Brazil,Carla Eugênia Nunes Brito,Guest
2024,Brazil,Arthur Ferreira do Nascimento,Invited guest
2024,Bulgaria,Iliyan Yordanov,Leader
2024,Bulgaria,Emil Indzhev,Deputy leader
2024,Canada,Paul McGrath,Leader
2024,Canada,Valentina Hideg,Deputy leader
2024,Canada,John-Paul Pretti,Secretary
2024,Chile,Catherine Espinoza,Leader
2024,Chile,Javier Marinkovic,Deputy leader
2024,Chile,Manuel Pérez,Guest
2024,Chile,Roberto León,Guest
2024,China,Wentao Han,Leader
2024,China,Guojie Luo,Deputy leader
2024,China,Bing Xin,Guest
2024,China,Cheng Qian,Guest
2024,China,Congcong Fan,Guest
2024,China,Gao Ren,Guest
2024,China,Qiyang Zhao,Guest
2024,China,Tingting Jiang,Guest
2024,Colombia,Mario Cruz,Leader
2024,Colombia,Oscar Sierra,Deputy leader
2024,Croatia,Krešimir Malnar,Leader
