Year,Country,Name,Role
2020,Argentina,Mariano Maluf,Leader
2020,Argentina,Agustín Santiago Gutiérrez,Deputy leader
2020,Argentina,Alejandro Schujman,Guest
2020,Argentina,Brian Morris Esquivel,Guest
2020,Argentina,Carlos Miguel Soto,Guest
2020,Argentina,Guillermo Tolaba,Guest
2020,Argentina,Mario Tejerina,Guest
2020,Armenia,Vahram Dumanyan,Leader
2020,Armenia,Armen Andreasyan,Deputy leader
2020,Armenia,Karen Mkrtumyan,Guest
2020,Armenia,Levon Muradyan,Guest
2020,Armenia,Mesrop Andreasyan,Guest
2020,Armenia,Vahagn Altunyan,Guest
2020,Australia,Kevin Tran,Leader
2020,Australia,Angus Ritossa,Deputy leader
2020,Australia,Benjamin Burton,IC member
2020,Austria,Helmut Achleitner,Leader
2020,Austria,Johann Fellner,Deputy leader
2020,Azerbaijan,Rashad Mammadov,Leader
2020,Azerbaijan,Kanan Asgarli,Deputy leader
2020,Azerbaijan,Araz Yusubov,IC member
2020,Azerbaijan,Farid Ahmadov,ISC member
2020,Azerbaijan,Jamaladdin Hasanov,ITC member
2020,Azerbaijan,Farhad Azimov,Guest
2020,Azerbaijan,Ramin Mahmudzade,Guest
2020,Azerbaijan,Ziya Mukhtarov,Guest
2020,Bangladesh,Mohammad Sohel Rahman,Leader
2020,Bangladesh,Mohammad Kaykobad,Deputy leader
2020,Bangladesh,Samsul Arifin,Guest
2020,Belarus,Alexander Buslavsky,Leader
2020,Belarus,Aliaksei Tolstsikau,Deputy leader
2020,Belgium,Damien Leroy,Leader
2020,Belgium,Damien Galant,Deputy leader
2020,Bolivia,Willmar Pimentel,Leader
2020,Bolivia,Jhonatan Castro,Deputy leader
2020,Bosnia and Herzegovina,Haris Gavranović,Leader
2020,Bosnia and Herzegovina,Nikola Novarlić,Deputy leader
2020,Bosnia and Herzegovina,Adnan Šalaka,Guest
2020,Brazil,Ricardo Anido,Leader
2020,Brazil,André Amaral de Sousa,Deputy leader
2020,Brazil,Guilherme Pinto,Guest
2020,Bulgaria,Emil Kelevedjiev,Leader
2020,Bulgaria,Iliyan Yordanov,Deputy leader
2020,Bulgaria,Petar Petrov,Guest
2020,Canada,Troy Vasiga,Leader
2020,Canada,John-Paul Pretti,Deputy leader
2020,Chile,Catherine Espinoza,Leader
2020,Chile,Javier Marinkovic,Deputy leader
2020,Chile,Nicolás Lehmann,Guest
2020,China,Qiyang Zhao,Leader
2020,China,Tingting Jiang,Deputy leader
2020,China,Baolin Yin,Guest
2020,China,Hong Wang,Guest
2020,China,Wentao Han,Guest
2020,China,Wenyuan Gao,Guest
2020,China,Xin Zhao,Guest
2020,China,Zide Du,Guest
2020,Colombia,Mario Cruz,Leader
2020,Colombia,Roger Trujillo,Deputy leader
2020,Croatia,Krešimir Malnar,Leader
2020,Croatia,Ivan Paljak,Deputy leader
2020,Croatia,Matej Ferenčević,Guest
2020,Cuba,Leonardo Cardona Luque,Leader
2020,Cuba,Francisco José Hernández González,Deputy leader
2020,Cyprus,Panayiotis Eracleous,Leader
2020,Cyprus,Andronikos Charalampous,Guest
2020,Czech Republic,Zdeněk Dvořák,Leader
2020,Czech Republic,Pavel Töpfer,Deputy leader
2020,Czech Republic,Martin Mareš,ITC member
2020,Czech Republic,Matěj Konečný,Guest
2020,Czech Republic,Richard Hladík,Guest
2020,Denmark,Knud Fjeldsted,Leader
2020,Denmark,Anders Roy Christiansen,Deputy leader
2020,Denmark,David Rasmussen Lolck,Guest
2020,Denmark,Markus Krabbe Larsen,Guest
2020,Dominican Republic,Pedro Manuel Taveras Nuñez,Leader
2020,Dominican Republic,Roberto Carlos Abreu Diaz,Deputy leader
2020,Egypt,Haytham Hassan,Leader
2020,Egypt,Mahmoud Badawy,Deputy leader
2020,Egypt,Eslam Wageed,IC member
2020,Egypt,Wael Ewida,ITC member
2020,El Salvador,Humberto Alfonso Sermeño Villalta,Leader
2020,El Salvador,Carlos Alvarez,Deputy leader
2020,Estonia,Ahto Truu,Leader
2020,Estonia,Tähvend Uustalu,Deputy leader
2020,Estonia,Heno Ivanov,Guest
2020,Estonia,Sandra Schumann,Guest
2020,Finland,Heikki Hyyrö,Leader
2020,France,Mathias Hiron,Leader
2020,France,Simon Mauras,Deputy leader
2020,France,Amaury Pouly,Guest
2020,France,Félix Breton,Guest
2020,France,Jules Pondard,Guest
2020,France,Marielle Léonard,Guest
2020,Georgia,George Mandaria,Leader
2020,Georgia,Zaza Gamezardashvili,Deputy leader
2020,Georgia,Nicholas Jimsheleishvili,Guest
2020,Georgia,Vakhtang Shekishvili,Guest
2020,Germany,Wolfgang Pohl,Leader
2020,Germany,Manuel Gundlach,Deputy leader
2020,Germany,Philip Lukert,Guest
2020,Germany,Robert Czechowski,Guest
2020,Greece,Michael Chatzopoulos,Leader
2020,Greece,Nikolaos S. Papaspyrou,Deputy leader
2020,"Hong Kong, China",Wing Ki Ngan,Leader
2020,"Hong Kong, China",Hau Chung Oa Yang,Deputy leader
2020,"Hong Kong, China",Chi Yung Lau,Guest
2020,"Hong Kong, China",Pak Yeung So,Guest
2020,Hungary,Gyula Horváth,Leader
2020,Hungary,László Zsakó,Deputy leader
2020,Hungary,Ágnes Erdősné Németh,IC member
2020,Hungary,András Leitereg,Guest
2020,Hungary,László Nikházy,Guest
2020,Iceland,Bernhard Linn Hilmarsson,Leader
2020,Iceland,Arnar Bjarni Arnarson,Deputy leader
2020,India,Madhavan Mukund,Leader
2020,India,Narayan Kumar Krishnan,Deputy leader
2020,Indonesia,Felix Jingga,Leader
2020,Indonesia,Mushthofa,Deputy leader
2020,Indonesia,Yugo Kartono Isal,IC member
2020,Indonesia,Jonathan Irvin Gunawan,ISC member
2020,Indonesia,Ashar Fuadi,ITC member
2020,Indonesia,Andi Yusuf,Guest
2020,Indonesia,Brian Marshal,Guest
2020,Indonesia,Dewi Sekarsari,Guest
2020,Indonesia,Fauzan Joko Sularto,Guest
2020,Indonesia,Lung Sin Kwee,Guest
2020,Indonesia,Wahyono,Guest
2020,Iran,Mohammad Ali Abam,Leader
2020,Iran,Peyman Jabbarzade Ganje,Deputy leader
2020,Iran,Ali Sharifi Zarchi,ISC member
2020,Iran,Ali Shafiee,Guest
2020,Iran,Hamid Zarrabi-Zadeh,Guest
2020,Iran,Mohammad Mahdi Shokri,Guest
2020,Iran,Mohammad Roghani,Guest
2020,Iran,Mojtaba FayazBakhsh,Guest
2020,Ireland,Andrea Visentin,Leader
2020,Ireland,Colm Ó hIcí,Deputy leader
2020,Israel,Eliahu Khalastchi,Leader
2020,Israel,Ron Ryvchin,Deputy leader
2020,Israel,Avshalom Elmalech,Guest
2020,Israel,Roi Papo,Guest
2020,Italy,Giorgio Audrito,Leader
2020,Italy,Edoardo Morassutto,Deputy leader
2020,Italy,William Di Luigi,ITC member
2020,Japan,Keiya Sakabe,Leader
2020,Japan,Satoru Kawaharai,Deputy leader
2020,Japan,Kakehi Katsuhiko,Guest
2020,Japan,Rie Shigetomi Yamaguchi,Guest
2020,Japan,Riku Kishida,Guest
2020,Japan,Seiichi Tani,Guest
2020,Japan,Takemaru Tada,Guest
2020,Japan,Tetsushi Ito,Guest
2020,Jordan,Mowaffaq Hanandeh,Leader
2020,Jordan,Ashraf Ahmad,Deputy leader
2020,Jordan,Ammar Odeh,Guest
2020,Kazakhstan,Bakhyt Matkarimov,Leader
2020,Kazakhstan,Temirlan Satylkhanov,Deputy leader
2020,Kyrgyzstan,Pavel Pankov,Leader
2020,Kyrgyzstan,Kylychbek Uraiymov,Deputy leader
2020,Kyrgyzstan,Amangeldi Zhusubaliev,Guest
2020,Kyrgyzstan,Artem Belyaev,Guest
2020,Kyrgyzstan,Azret Kenzhaliev,Guest
2020,Latvia,Mārtiņš Opmanis,Leader
2020,Latvia,Andrejs Vihrovs,Deputy leader
2020,Latvia,Eduards Kaļiņičenko,IC member
2020,Latvia,Raivis Ieviņš,Guest
2020,Lithuania,Jūratė Skūpienė,Leader
2020,Lithuania,Justas Klimas,Deputy leader
2020,Lithuania,Valentina Dagienė,IC member
2020,Lithuania,Andrius Paurys,Guest
2020,Lithuania,Daumilas Ardickas,Guest
2020,Lithuania,Džiugas Ramonas,Guest
2020,Lithuania,Ignas Bačius,Guest
2020,Lithuania,Martynas Sinkievič,Guest
2020,Lithuania,Vytis Banaitis,Guest
2020,Lithuania,Zigmas Bitinas,Guest
2020,Luxembourg,Gilles Englebert,Leader
2020,Luxembourg,Pascal Zeihen,Deputy leader
2020,Luxembourg,Jean Reckinger,Guest
2020,Luxembourg,Jean-Marie Jans,Guest
2020,Luxembourg,Luc Bredemus,Guest
2020,Luxembourg,Luca Courte,Guest
2020,"Macao, China",Teng Lam,Leader
2020,"Macao, China",Kuo Meng Sun,Deputy leader
2020,Malaysia,Kai Hsien Boo,Leader
2020,Malaysia,Wei Xin Tan,Deputy leader
2020,Malaysia,Ibrahim Shehata,Guest
2020,Malaysia,Mohammed Elhebri Moad,Guest
2020,Malaysia,Qing Miao,Guest
2020,Mexico,Marcel Stöckli Contreras,Leader
2020,Mexico,Alexis Cervantes Caballero,Deputy leader
2020,Mexico,Andrea Santillana Fernández,Guest
2020,Mexico,Freddy Román Cepeda,Guest
2020,Mongolia,Tsedevsuren Danzan,Leader
2020,Mongolia,Khuder Altangerel,Deputy leader
2020,Montenegro,Goran Šuković,Leader
2020,Montenegro,Ranko Čabrilo,Deputy leader
2020,Morocco,Anas Abou El Kalam,Leader
2020,Morocco,Moncef Mhasni,Deputy leader
2020,Morocco,Abdellah Lazri,Guest
2020,Morocco,Diaa Alhak El Fallous,Guest
2020,Morocco,Sama Kassou,Guest
2020,Netherlands,Eljakim Schrijvers,Leader
2020,Netherlands,Willem van der Vegt,Deputy leader
2020,Netherlands,Eljakim Schrijvers,Treasurer
2020,Netherlands,Bouke van der Bijl,Guest
2020,Netherlands,Jelmer Sybren Firet,Guest
2020,Netherlands,Koen Wolters,Guest
2020,Netherlands,Ludo Pulles,Guest
2020,New Zealand,Logan Glasson,Leader
2020,New Zealand,Jonathan Khoo,Deputy leader
2020,New Zealand,Brad Cowie,Guest
2020,New Zealand,Margot Phillipps,Guest
2020,New Zealand,Tom Levy,Guest
2020,New Zealand,William Rogers,Guest
2020,Nigeria,Oluchi Jennie Bamidele,Leader
2020,Nigeria,Sarah Arih,Deputy leader
2020,Nigeria,Victor Zwalmak Rimdans,Guest
2020,North Macedonia,Emil Stankov,Leader
2020,North Macedonia,Bojana Koteska,Deputy leader
2020,North Macedonia,Mile Jovanov,IC member
2020,North Macedonia,Vladislav Bidikov,Guest
2020,Norway,David Narum,Leader
2020,Norway,Birk Tjelmeland,Deputy leader
2020,Norway,Olav Røthe Bakken,Guest
2020,Palestine,Musa Alrefaya,Leader
2020,Palestine,Samed Al-Hajajla,Deputy leader
2020,Palestine,Amjad Houseini,Guest
2020,Palestine,Khaled Jubeh,Guest
2020,Philippines,Vernon Gutierrez,Leader
2020,Philippines,Marte Raphael Soliza,Deputy leader
2020,Philippines,Joseph Daniel Dantes,Guest
2020,Philippines,Kevin Charles Atienza,Guest
2020,Philippines,Rene Josiah Quinto,Guest
2020,Poland,Piotr Chrząstowski-Wachtel,Leader
2020,Poland,Bartosz Kostka,Deputy leader
2020,Poland,Jakub Łącki,ISC member
2020,Poland,Agnieszka Król,Guest
2020,Poland,Andrzej Lindner,Guest
2020,Poland,Artur Kraska,Guest
2020,Poland,Bartłomiej Dudek,Guest
2020,Poland,Karol Pokorski,Guest
2020,Poland,Marek Sokołowski,Guest
2020,Poland,Pawel Gawrychowski,Guest
2020,Portugal,Pedro Ribeiro,Leader
2020,Portugal,Ricardo Pereira,Deputy leader
2020,Portugal,Vasco Cruz,Guest
2020,Republic of Korea,Sung Ryul Kim,Leader
2020,Republic of Korea,Inbok Lee,Deputy leader
2020,Republic of Korea,Donghyun Kim,Guest
2020,Republic of Korea,Jin Wook Kim,Guest
2020,Republic of Korea,Seungwon Shin,Guest
2020,Romania,Zoltan Szabó,Leader
2020,Romania,Andrei-Costin Constantinescu,Deputy leader
2020,Romania,Petru-Simion Opriță,Guest
2020,Russia,Andrey Stankevich,Leader
2020,Russia,Alexey Maleev,Deputy leader
2020,Russia,Mikhail Tikhomirov,ISC member
2020,Russia,Anzhela Kravchenko,Guest
2020,Russia,Mikhail Pyaderkin,Guest
2020,Russia,Pavel Kunyavskiy,Guest
2020,Saudi Arabia,Sultan Albarakati,Leader
2020,Saudi Arabia,Alyazeed Basyoni,Deputy leader
2020,Serbia,Marko Savić,Leader
2020,Serbia,Dušan Zdravković,Deputy leader
2020,Serbia,Aleksa Plavšić,Guest
2020,Serbia,Pavle Martinović,Guest
2020,Serbia,Vladimir Milenković,Guest
2020,Singapore,Guangxuan Zhang,Leader
2020,Singapore,Suhendry Effendy,Leader
2020,Singapore,Clarence Xuan Da Chew,Deputy leader
2020,Singapore,Da Li,Deputy leader
2020,Singapore,Bernard Cheng Yian Tan,Chairman
2020,Singapore,Steven Halim,IC member
2020,Singapore,Sun Teck Tan,IC member
2020,Singapore,Wei Liang Gan,ISC member
2020,Singapore,Ranald Yun Shao Lam,ITC member
2020,Slovakia,Michal Anderle,Leader
2020,Slovakia,Jakub Šimo,Deputy leader
2020,Slovakia,Michal Forišek,Guest
2020,Slovenia,Darko Pevec,Leader
2020,Slovenia,Žiga Željko,Deputy leader
2020,South Africa,Bronson Rudner,Leader
2020,South Africa,Tian Cilliers,Deputy leader
2020,South Africa,Michael Cameron,Guest
2020,South Africa,Poobhalan Pillay,Guest
2020,Spain,Jacobo Vilella Vilahur,Leader
2020,Spain,Joan Alemany Flos,Deputy leader
2020,Spain,Daniel Fernández Álvarez,Guest
2020,Spain,Darío Álvarez Gutiérrez,Guest
2020,Spain,Izan Beltrán Ferreiro,Guest
2020,Spain,Jordán Pascual Espada,Guest
2020,Spain,Lourdes Lajes Martínez,Guest
2020,Spain,Max Balsells I Pamies,Guest
2020,Sri Lanka,Adithya Narasinghe,Leader
2020,Sri Lanka,Mudith Witharamalage,Deputy leader
2020,Sri Lanka,Dilan Perera,Guest
2020,Sri Lanka,George Raveen,Guest
2020,Sri Lanka,Gihan Jayatilaka,Guest
2020,Sri Lanka,Michelle Fernando,Guest
2020,Sri Lanka,Nandula Perera,Guest
2020,Sri Lanka,Pasindu Wijesena,Guest
2020,Sri Lanka,Suvin Kodituwakku,Guest
2020,Sweden,Karl Lundstig,Leader
2020,Sweden,Simon Lindholm,Deputy leader
2020,Sweden,Fredrik Niemelä,ITC member
2020,Switzerland,Johannes Kapfhammer,Leader
2020,Switzerland,Timon Gehr,Deputy leader
2020,Switzerland,Benjamin Schmid,Guest
2020,Switzerland,Stefanie Zbinden,Guest
2020,Syria,Ubai Sandouk,Leader
2020,Syria,Mohammad Saeed Abou Trab,Deputy leader
2020,Syria,Ammar Alnahhas,Guest
2020,Syria,Hasan Jaddouh,Guest
2020,Syria,Joud Zouzou,Guest
2020,Syria,Mhd Baraa Armoush,Guest
2020,Syria,Mohamad Yaser Abedin,Guest
2020,Syria,Reem Wahbeh,Guest
2020,Taiwan,Hung-Lung Wang,Leader
2020,Taiwan,Shi-Chun Tsai,Deputy leader
2020,Taiwan,Greg Lee,President
2020,Taiwan,Cindy Cheng,Guest
2020,Taiwan,Cindy Kuo,Guest
2020,Taiwan,Liang-Ku Lee,Guest
2020,Taiwan,Pang-Yi Wu,Guest
2020,Tajikistan,Alexandr Ismatov,Leader
2020,Tajikistan,Akramzhon Azamov,Deputy leader
2020,Tajikistan,Zufar Mansurov,Guest
2020,Thailand,Jittat Fakcharoenphol,Leader
2020,Thailand,Nattee Niparnan,Deputy leader
2020,Thailand,Abhabongse Janthong,Guest
2020,Thailand,Oratai Rueangsombat,Guest
2020,Thailand,Sarun Gulyanon,Guest
2020,Thailand,Visit Pataranutaporn,Guest
2020,Tunisia,Dorsaf Benna,Leader
2020,Tunisia,Hichem Razgallah,Deputy leader
2020,Tunisia,Adem Khachnaoui,Guest
2020,Türkiye,Tolga Can,Leader
2020,Türkiye,Buğra Çaşkurlu,Deputy leader
2020,Turkmenistan,Amangeldi Meretglychov,Leader
2020,Turkmenistan,Kerim Kochekov,Deputy leader
2020,Ukraine,Vitalii Bondarenko,Leader
2020,Ukraine,Andrii Pankov,Deputy leader
2020,Ukraine,Maxym Zub,Guest
2020,Ukraine,Nazarii Denha,Guest
2020,United Kingdom,Richard Forster,Leader
2020,United Kingdom,Fieke Dekkers,Deputy leader
2020,United Kingdom,Pak Nam Hui,Guest
2020,United Kingdom,Simon Vandyk,Guest
2020,United States of America,Brian Dean,Leader
2020,United States of America,Chris Tanner,Guest
2020,United States of America,Ishwara Marakaje,Guest
2020,United States of America,Xiaoqian Jiang,Guest
2020,Uzbekistan,Bahodir Gulmatov,Leader
2020,Uzbekistan,Asadullo Ganiev,Deputy leader
2020,Venezuela,Rubmary Daribeth Rojas Linarez,Leader
2020,Venezuela,Augusto Guillermo David de Jesus Hidalgo Bravo,Deputy leader
2020,Venezuela,Alexaida Beatriz Centeno Montesinos,Guest
2020,Venezuela,Arturo Luis Marcano Gonzalez,Guest
2020,Venezuela,Ely Dubini Castillo Lopez,Guest
2020,Venezuela,Hilmarie Carolina Piña Bracho,Guest
2020,Venezuela,Jose Trinidad Trino Gomez Barreto,Guest
2020,Venezuela,Lucas Eduardo Gonzalez Reyes,Guest
2020,Venezuela,Samuel Nacache,Guest
2020,Vietnam,Thuan Do Phan,Leader
2020,Vietnam,Dong Do Duc,Deputy leader
2020,Vietnam,Dam Ho Si,Guest
2020,Vietnam,Khue Le Don,Guest
2020,Vietnam,Phuong Nguyen Khanh,Guest
2020,Vietnam,Sang Dinh Viet,Guest
