Year,Country,Name,Role
2010,India,Madhavan Mukund,Leader
2010,India,Narayan Kumar Krishnan,Deputy leader
2010,Indonesia,Suryana Setiawan,Leader
2010,Indonesia,Brian Marshal,Deputy leader
2010,Iran,Ghassem Jaberipur,Leader
2010,Iran,Mohammad Ali Safari Ghahsareh ,Deputy leader
2010,Iran,Mohammad Mahini,Observer
2010,Iran,Mohsen Jamali,Observer
2010,Ireland,Charlie Michael Daly,Leader
2010,Ireland,Michael Anthony Cotter,Deputy leader
2010,Israel,Oren Becker,Leader
2010,Israel,Ella Tzur,Deputy leader
2010,Italy,Luigi Laura,Leader
2010,Italy,Nicola Galesi,Deputy leader
2010,Italy,Giuseppe Colosio,IC member
2010,Italy,Roberto Grossi,ISC member
2010,Japan,Seiichi Tani,Leader
2010,Japan,Tetsushi Ito,Deputy leader
2010,Kazakhstan,Bakhyt Matkarimov,Leader
2010,Kazakhstan,Azhar Tulepbergenovna Rakhletova,Deputy leader
2010,Kuwait,Salwa Albaijan,Leader
2010,Kuwait,Bushra Albahar,Deputy leader
2010,Latvia,Mārtiņš Opmanis,Leader
2010,Latvia,Artūrs Verza,Deputy leader
2010,Latvia,Ināra Opmane,Guest
2010,Libya,Majdi Ashibani,Leader
2010,Libya,Mohamed Glaiow,Deputy leader
2010,Lithuania,Jūratė Skūpienė,Leader
2010,Lithuania,Vytis Banaitis,Deputy leader
2010,Lithuania,Valentina Dagienė,IC member
2010,Luxembourg,Laurent Haan,Leader
2010,Luxembourg,Luc Bredemus,Deputy leader
2010,"Macao, China",Teng Lam,Leader
2010,"Macao, China",Wan Hei Chan,Deputy leader
2010,Madagascar,Tahina Raselison,Leader
2010,Madagascar,Faly Vonjy Andriamanarivo,Deputy leader
2010,Mexico,Luis Enrique Vargas Azcona,Leader
2010,Mexico,Joemmanuel Ponce Galindo,Deputy leader
2010,Mexico,Arturo Cepeda Salinas,President
2010,Moldova,Anatol Gremalschi,Leader
2010,Moldova,Iurie Mocanu,Deputy leader
2010,Mongolia,Choijoovaanchig Lkhachin,Leader
2010,Mongolia,Dashnyam Mendee,Deputy leader
2010,Netherlands,Ries Kock,Leader
2010,Netherlands,Marcel Vlastuin,Deputy leader
2010,Netherlands,Eljakim Schrijvers,IC member
2010,Netherlands,Tom Verhoeff,Guest
2010,Netherlands,Victor Schmidt,Guest
2010,Netherlands,Willem van der Vegt,Guest
2010,New Zealand,Margot Phillipps,Leader
2010,New Zealand,Robert Bowmaker,Deputy leader
2010,Nigeria,Samson Olatunji Ale,Leader
2010,Nigeria,John Olowojoba Ebiaku,Deputy leader
2010,North Macedonia,Mile Jovanov,Leader
2010,North Macedonia,Emil Stankov,Deputy leader
2010,North Macedonia,Metodija Jancheski,IC member
2010,Poland,Jakub Radoszewski,Leader
2010,Poland,Tomasz Kulczyński,Deputy leader
2010,Poland,Marcin Kubica,ISC member
2010,Portugal,Pedro Ribeiro,Leader
2010,Portugal,António Caleço,Deputy leader
2010,Republic of Korea,Hee Chul Kim,Leader
2010,Republic of Korea,Chan Su Shin,Deputy leader
2010,Romania,Constantin  Gălățan,Leader
2010,Romania,Cosmin Gheorghe,Deputy leader
2010,Russia,Vladimir Kiryukhin,Leader
2010,Russia,Andrei Lopatin,Deputy leader
2010,Russia,Marina Tsvetkova,Guest
2010,Russia,Sergey Kopeliovich,Guest
2010,Saudi Arabia,Abdullah Banaimah,Leader
2010,Saudi Arabia,Abdullah Alghoson,Deputy leader
2010,Serbia,Dragan Urošević,Leader
2010,Serbia,Aleksandar Milovan Ilić,Deputy leader
2010,Singapore,Roland Yap Hock Chuan,Leader
2010,Singapore,Cheong Hock Soan,Deputy leader
2010,Singapore,Steven Halim,Guest
2010,Slovakia,Gabriela Andrejková,Leader
2010,Slovakia,Juliana Šišková,Deputy leader
2010,Slovakia,Michal Forišek,ISC member
2010,Slovenia,Roman Dorn,Leader
2010,Slovenia,Jelko Urbančič,Deputy leader
2010,South Africa,Peter Waker,Leader
2010,South Africa,Keegan Carruthers-Smith,Deputy leader
2010,Spain,Omer Gimenez,Leader
2010,Spain,Joan Alemany Flos,Deputy leader
2010,Sri Lanka,Gihan Wikramanayake,Leader
2010,Sweden,Magnus Per Jedvert,Leader
2010,Sweden,Fredrik Niemelä,IC member
2010,Switzerland,Johannes Josi,Leader
2010,Switzerland,Richard Královič,Deputy leader
2010,Syria,Yasmina Ahmad Oukde,Leader
2010,Syria,Ammar Alnahhas,Deputy leader
2010,Taiwan,Greg Lee,Leader
2010,Taiwan,Ting-Chi Wang,Deputy leader
2010,Taiwan,Chun-Fa Chang,Guest
2010,Taiwan,Ji-Feng Lin,Guest
2010,Taiwan,Rong-Guey Ho,Guest
2010,Tajikistan,Erazh Haqnazarovich Dzhumaev 	,Leader
2010,Tajikistan,Latif Tursunboevich Ibrogimov,Deputy leader
2010,Thailand,Punpiti Piamsa-Nga,Leader
2010,Thailand,Nattee Niparnan,Deputy leader
2010,Thailand,Kanchit Malaivongs,IC member
2010,Thailand,Jittat Fakcharoenphol,ISC member
2010,Trinidad and Tobago,Noel Kalicharan,Leader
2010,Trinidad and Tobago,Tommy Chen,Deputy leader
2010,Türkiye,Göktürk Üçoluk ,Leader
2010,Türkiye,İsmail Hakkı Toroslu,Deputy leader
2010,Turkmenistan,Vepa Atamuradov,Leader
2010,Turkmenistan,Muradgeldy Atayev,Deputy leader
2010,Ukraine,Vitalii Bondarenko,Leader
2010,Ukraine,Liliya Gunko,Deputy leader
2010,Ukraine,Andriy Marchenko,Guest
2010,United Arab Emirates,Saad Harous,Leader
2010,United Arab Emirates,Ammar Al-Shaabi,Deputy leader
2010,United Kingdom,Rob Kolstad,Leader
2010,United Kingdom,Frederick Manners,Deputy leader
2010,United Kingdom,Richard Forster,Executive Director
2010,United States of America,Brian Dean,Leader
2010,United States of America,Jacob Steinhardt,Deputy leader
2010,Venezuela,Jose Trinidad Trino Gomez Barreto,Leader
2010,Venezuela,Emilio Nazareth Tirado Oviedo,Deputy leader
2010,Vietnam,Duc Anh Duong,Leader
2010,Vietnam,Duc Nghia Nguyen,Deputy leader
