Year,Country,Name,Role
2010,Albania,Ilia Ninka,Leader
2010,Argentina,Hugo Ryckeboer,Leader
2010,Argentina,Alejandro Martin Deymonnaz,Deputy leader
2010,Argentina,Rogelio Faustino Garcia Llano,IC member
2010,Armenia,Vahram Dumanyan,Leader
2010,Armenia,Armen Andreasyan,Deputy leader
2010,Australia,Bernard Blackham,Leader
2010,Australia,Jarrah Lacko,Deputy leader
2010,Australia,Peter Taylor,IC member
2010,Australia,Benjamin Burton,ISC member
2010,Australia,Chris Chen,Invited guest
2010,Austria,Helmut Achleitner,Leader
2010,Austria,Johann Fellner,Deputy leader
2010,Azerbaijan,Ramin Mahmudzade,Leader
2010,Azerbaijan,Ismayil Sadigov,Deputy leader
2010,Bangladesh,Mohammad Kaykobad,Leader
2010,Bangladesh,Tanvir Kaykobad,Deputy leader
2010,Belarus,Irina Kirinovich,Leader
2010,Belarus,Anatoli Aksenchyk,Deputy leader
2010,Belarus,Aliaksei Sikorski,Guest
2010,Belgium,Damien Leroy,Leader
2010,Belgium,Sébastien Combéfis,Deputy leader
2010,Bosnia and Herzegovina,Haris Gavranović,Leader
2010,Bosnia and Herzegovina,Jasmin Hodzic,Deputy leader
2010,Brazil,Ricardo Anido,Leader
2010,Brazil,Wanderley da Silva Guimarães,Deputy leader
2010,Bulgaria,Emil Kelevedjiev,Leader
2010,Bulgaria,Stoyan Kapralov,Deputy leader
2010,Bulgaria,Krassimir Manev,IC member
2010,Bulgaria,Velin Tzanov,ISC member
2010,Canada,Ian Munro,Leader
2010,Canada,John-Paul Pretti,Deputy leader
2010,Canada,Troy Vasiga,Chairman
2010,Canada,Gordon Cormack,ISC member
2010,China,Hong Wang,Leader
2010,China,Baolin Yin,Deputy leader
2010,China,Zide Du,Guest
2010,Colombia,Mario Cruz,Leader
2010,Colombia,Alfredo José Bayuelo,Deputy leader
2010,Croatia,Ivo Šeparović,Leader
2010,Croatia,Luka Kalinovčić,Deputy leader
2010,Cuba,Francisco José Hernández González,Leader
2010,Cyprus,Philippos Michael,Leader
2010,Cyprus,Ioannis Ioannoy,Deputy leader
2010,Czech Republic,Zdeněk Dvořák,Leader
2010,Czech Republic,Zbyněk Falt,Deputy leader
2010,Czech Republic,Martin Mareš,ISC member
2010,Denmark,Jørgen E. G. Nielsen,Leader
2010,Denmark,Knud Fjeldsted,Deputy leader
2010,Denmark,Dora Dimitrova,Guest
2010,Egypt,Ossama Mohamed Ismail,Leader
2010,Egypt,Safwat Eskandar,Deputy leader
2010,Estonia,Ahto Truu,Leader
2010,Estonia,Heno Ivanov,Deputy leader
2010,Finland,Heikki Hyyrö,Leader
2010,Finland,Antti Laaksonen,Deputy leader
2010,France,Mathias Hiron,Leader
2010,France,Mehdi Bouaziz,Deputy leader
2010,Georgia,George Mandaria,Leader
2010,Georgia,Zaza Gamezardashvili,Deputy leader
2010,Germany,Wolfgang Pohl,Leader
2010,Germany,Christian Ebke,Deputy leader
2010,Ghana,Francis Dogbey,Leader
2010,Ghana,Ama Peprah Asare,Deputy leader
2010,Greece,Michael Chatzopoulos,Leader
2010,Greece,Nikolaos S. Papaspyrou,Deputy leader
2010,"Hong Kong, China",Atkin Lui,Leader
2010,"Hong Kong, China",Che-hung Danny Cheng,Deputy leader
2010,Hungary,Gyula Horváth,Leader
2010,Hungary,László Zsakó,Deputy leader
