Year,Country,Name,Role
1998,Armenia,Vladimir Yeghiazaryan,Leader
1998,Armenia,Artashes Abrahamyan,Deputy leader
1998,Australia,Robbie Gates,Invited guest
1998,Austria,Karl Josef Fuchs,Leader
1998,Austria,Wolfgang Stormer,Deputy leader
1998,Azerbaijan,Ramin Mahmudzade,Leader
1998,Azerbaijan,Elnur Seyidli,Deputy leader
1998,Belarus,Vladimir Kotov,Leader
1998,Belarus,Emiliya Ratobylskaya,Deputy leader
1998,Belarus,Katsiaryna Paziura,Observer
1998,Bosnia and Herzegovina,Branko Vučijak,Leader
1998,Bosnia and Herzegovina,Nedim Gavranović,Deputy leader
1998,Brazil,Ricardo Anido,Observer
1998,Bulgaria,Krassimir Manev,Leader
1998,Bulgaria,Angel Angelov,Deputy leader
1998,Canada,Barry Ferguson,Leader
1998,Canada,Richard Clausi,Deputy leader
1998,China,Wenhu Wu,Leader
1998,China,Junhui Deng,Deputy leader
1998,China,Hongxi Xue,IC member
1998,China,Zide Du,IC member
1998,Colombia,Mario Cruz,Leader
1998,Croatia,Ivo Šeparović,Leader
1998,Croatia,Krešimir Malnar,Deputy leader
1998,Cuba,Susana Oceguera Martínez,Leader
1998,Cyprus,Panicos Masouras,Leader
1998,Cyprus,Andreas Loutsios,Deputy leader
1998,Czech Republic,Václav Sedláček,Leader
1998,Czech Republic,Pavel Töpfer,Deputy leader
1998,Denmark,Knud Fjeldsted,Leader
1998,Denmark,Jørgen E. G. Nielsen,Deputy leader
1998,Denmark,Dora Dimitrova,Guest
1998,Estonia,Ahto Truu,Leader
1998,Estonia,Indrek Jentson,Deputy leader
1998,Finland,Jyrki Nummenmaa,Deputy leader
1998,Finland,Jari Koivisto,IC member
1998,France,Paul-Émile Guyon,Leader
1998,France,Mathias Hiron,Deputy leader
1998,Georgia,George Mandaria,Leader
1998,Georgia,Badri Pertakhia,Deputy leader
1998,Germany,Gabriele Reich,Leader
1998,Germany,Günter Scheu,Deputy leader
1998,Hungary,Gyula Horváth,Leader
1998,Hungary,László Zsakó,Deputy leader
1998,Hungary,Péter Hanák,IC member
1998,Indonesia,Joko Waluyo Saputro,Leader
1998,Indonesia,Paulus Insap Santosa,Deputy leader
1998,Iran,Mohammad Ghodsi,Leader
1998,Iran,Ebadollah Mahmoudian,Deputy leader
1998,Iran,Ghassem Jaberipur,Guest
1998,Ireland,Charlie Michael Daly,Leader
1998,Ireland,Michael Anthony Cotter,Deputy leader
1998,Ireland,Michael Scott,Guest
1998,Israel,David Ginat,Leader
1998,Israel,Ella Tzur,Deputy leader
1998,Latvia,Māris Vītiņš,Leader
1998,Latvia,Mārtiņš Opmanis,Deputy leader
1998,Lithuania,Valentina Dagienė,Leader
1998,Lithuania,Jūratė Skūpienė,Deputy leader
1998,Luxembourg,Daniel Weiler,Leader
1998,Luxembourg,Marc Bonvini,Deputy leader
1998,"Macao, China",Teng Lam,Leader
1998,Mexico,César Arturo Cepeda García,Leader
1998,Mexico,Edgar Raul Villaseñor Acosta,Deputy leader
1998,Moldova,Anatol Gremalschi,Leader
1998,Moldova,Iurie Mocanu,Deputy leader
1998,Netherlands,Eljakim Schrijvers,Leader
1998,Netherlands,Fieke Dekkers,Deputy leader
1998,Netherlands,Josine van der Ven,Deputy leader
1998,Netherlands,Ria van Ouwerkerk,IC member
1998,Netherlands,Ries Kock,IC member
1998,Netherlands,Tom Verhoeff,Guest
1998,Poland,Krzysztof Diks,Leader
1998,Poland,Andrzej Walat,Deputy leader
1998,Poland,Stanisław Waligórski,IC member
1998,Poland,Tadeusz Kuran,Guest
1998,Portugal,Pedro Guerreiro,Leader
1998,Portugal,Alexandre Cerveira,Chairman
1998,Portugal,António Caleço,IC member
1998,Romania,Clara Ionescu,Leader
1998,Romania,Maria Niță,Deputy leader
1998,Russia,Vladimir Kiryukhin,Leader
1998,Russia,Larisa Samovolnova,Deputy leader
1998,Singapore,Leong Hon Wai,Leader
1998,Singapore,Tham Siew Thong,Deputy leader
1998,Slovakia,Tomáš Vinař,Leader
1998,Slovakia,Bronislava Brejova,Deputy leader
1998,South Africa,Peter Waker,Leader
1998,South Africa,Donald Cook,Deputy leader
1998,South Africa,Lionel Hartmann,IC member
1998,Sri Lanka,Krishantha Jayaratne,Leader
1998,Sri Lanka,Sifaan Zavahir,Deputy leader
1998,Switzerland,Peter Strebel,Leader
1998,Switzerland,Roger Wattenhofer,Deputy leader
1998,Taiwan,Greg Lee,Leader
1998,Taiwan,Chuen-Tsat Sun,Deputy leader
1998,Taiwan,Rong-Guey Ho,Guest
1998,Türkiye,Göktürk Üçoluk ,IC member
1998,Ukraine,Andrii Gurzhii,Leader
1998,Ukraine,Vitalii Bondarenko,Deputy leader
1998,Ukraine,Ihor Kostyuk,Guest
1998,United Kingdom,Antony Rix,Leader
1998,United Kingdom,Richard Forster,Leader
1998,United States of America,Rob Kolstad,Leader
1998,United States of America,Greg Galperin,Deputy leader
1998,United States of America,Don Piele,IC member
