Year,Country,Name,Role
1993,Argentina,Carlos Mendioroz,Leader
1993,Argentina,Alicia Bañuelos,Chairman
1993,Austria,Helmut Caba,Leader
1993,Austria,Wolfgang Stormer,Deputy leader
1993,Belarus,Vladimir Kotov,Leader
1993,Bulgaria,Pavel Azalov,Leader
1993,China,Wenhu Wu,Leader
1993,China,Hongxi Xue,Deputy leader
1993,Colombia,Mario Cruz,Leader
1993,Croatia,Ivo Šeparović,Leader
1993,Croatia,Boris Grinfeld,Deputy leader
1993,Cuba,Francisco José Hernández González,Leader
1993,Cuba,Héctor Luis Crespo Suárez,Deputy leader
1993,Cyprus,Panicos Masouras,Leader
1993,Czech Republic,Václav Sedláček,Leader
1993,Czech Republic,Pavel Töpfer,Deputy leader
1993,Denmark,Jørgen E. G. Nielsen,Leader
1993,Denmark,Knud Fjeldsted,Deputy leader
1993,Estonia,Rein Prank,Leader
1993,Estonia,Indrek Jentson,Deputy leader
1993,Finland,Timo Raita,Leader
1993,Finland,Jukka Hirvonen,Deputy leader
1993,Germany,Michael Fothe,Leader
1993,Germany,Gabriele Reich,IC member
1993,Greece,Spyros Bakogiannis,Leader
1993,"Hong Kong, China",Shiu-Bong Teng,Leader
1993,Hungary,László Zsakó,Deputy leader
1993,Hungary,Péter Hanák,IC member
1993,Iran,Mohammad Ghodsi,Leader
1993,Iran,Yahya Tabesh,Deputy leader
1993,Ireland,Charlie Michael Daly,Leader
1993,Latvia,Māris Vītiņš,Leader
1993,Latvia,Ināra Opmane,Deputy leader
1993,Lithuania,Gintautas Grigas,Leader
1993,Lithuania,Viktoras Dagys,Deputy leader
1993,Luxembourg,Daniel Weiler,Leader
1993,Luxembourg,Marc Bonvini,Deputy leader
1993,"Macao, China",Teng Lam,Leader
1993,Mexico,Francisco Javier Zaragoza Martinez,Leader
1993,Mexico,Luis Cruz Romo,Deputy leader
1993,Netherlands,Anne Marie van Schoonderwalt,Leader
1993,Netherlands,Paul Jansen,Deputy leader
1993,Netherlands,Ries Kock,IC member
1993,Poland,Stanisław Waligórski,Leader
1993,Poland,Andrzej Walat,Deputy leader
1993,Portugal,Pedro Guerreiro,Leader
1993,Republic of Korea,Ha Jine Kimn,IC member
1993,Romania,Horia Ioan Georgescu,Leader
1993,Romania,Stelian Niculescu,Deputy leader
1993,Russia,Vladimir Kiryukhin,Leader
1993,Russia,Alexander Denisenko,Deputy leader
1993,Serbia and Montenegro,Jozef Kratica,Leader
1993,Singapore,Aaron Tan Tuck Choy,Leader
1993,Singapore,Chia Keng Hian,Deputy leader
1993,Slovakia,Juraj Balazs,Leader
1993,Slovakia,Richard Nemec   ,Deputy leader
1993,Slovenia,Alexis Zrimec,Leader
1993,South Africa,Peter Waker,Leader
1993,South Africa,Per  Stilborg,Deputy leader
1993,South Africa,Peter Waker,IC member
1993,Sri Lanka,Thambiayah Lalkumar Chandranath,Leader
1993,Sweden,Håkan Strömberg,IC member
1993,Sweden,Yngve Lindberg,IC member
1993,Switzerland,Peter Strebel,Leader
1993,Thailand,Kanchit Malaivongs,Leader
1993,Türkiye,Göktürk Üçoluk ,Leader
1993,Ukraine,Valery Bykov,Leader
1993,Ukraine,Victor Bardadym,Deputy leader
1993,Ukraine,Andrii Gurzhii,Guest
1993,United States of America,Don Piele,Leader
1993,United States of America,Harold Reiter,Deputy leader
1993,Vietnam,Dam Ho Si,Leader
