Year,Country,Name,Role
1996,Argentina,Alicia Bañuelos,IC member
1996,Armenia,Vladimir Yeghiazaryan,Leader
1996,Armenia,Artashes Abrahamyan,Deputy leader
1996,Austria,Karl Josef Fuchs,Leader
1996,Austria,Wolfgang Stormer,Deputy leader
1996,Azerbaijan,Ramin Mahmudzade,Leader
1996,Azerbaijan,Fariz Mamadov,Deputy leader
1996,Belarus,Vladimir Kotov,Leader
1996,Belarus,Emiliya Ratobylskaya,Deputy leader
1996,Bulgaria,Asen Rahnev,Leader
1996,Bulgaria,Angel Angelov,Deputy leader
1996,Canada,Barry Ferguson,Leader
1996,Canada,Richard Clausi,Deputy leader
1996,China,Wenhu Wu,Leader
1996,China,Hongxi Xue,Deputy leader
1996,China,Chai Haixin,Guest
1996,China,Xu Yongji,Guest
1996,Colombia,Mario Cruz,Leader
1996,Croatia,Ivo Šeparović,Leader
1996,Croatia,Krešimir Malnar,Deputy leader
1996,Croatia,Vlasta Separovic,Guest
1996,Cuba,Sergio Gómez Morajón,Leader
1996,Cyprus,Panicos Masouras,Leader
1996,Cyprus,Andreas Loutsios,Deputy leader
1996,Czech Republic,Václav Sedláček,Leader
1996,Czech Republic,Pavel Töpfer,Deputy leader
1996,Denmark,Knud Fjeldsted,Leader
1996,Denmark,Jørgen E. G. Nielsen,Deputy leader
1996,Estonia,Rein Prank,Leader
1996,Estonia,Indrek Jentson,Deputy leader
1996,Finland,Jari Koivisto,Leader
1996,Finland,Jyrki Nummenmaa,Deputy leader
1996,Finland,Tapani Ruponen,Observer
1996,France,Stephane Gobert,Leader
1996,France,Richard Petit,Deputy leader
1996,Georgia,George Mandaria,Leader
1996,Georgia,Besarion Shioshvili,Deputy leader
1996,Germany,Gabriele Reich,Leader
1996,Germany,Günter Scheu,Deputy leader
1996,Greece,Spyros Bakogiannis,Leader
1996,Greece,Ekaterini Georgouli,Deputy leader
1996,"Hong Kong, China",Shiu-Bong Teng,Leader
1996,"Hong Kong, China",Tak Wah Sin,Deputy leader
1996,"Hong Kong, China",Wai-Ming Ronny Yung,Guest
1996,Hungary,József Frigó,Leader
1996,Hungary,László Gulyás,Deputy leader
1996,Hungary,Gyula Horváth,Chairman
1996,Hungary,Péter Hanák,Chairman
1996,Hungary,László Zsakó,IC member
1996,Indonesia,Joko Waluyo Saputro,Leader
1996,Indonesia,Mia Indrika,Deputy leader
1996,Indonesia,J. Yohanes,Guest
1996,Indonesia,Krishlani Mulia,Guest
1996,Iran,Mohammad Ghodsi,Leader
1996,Iran,Nezamaddin Mahdavi-Amiri,Deputy leader
1996,Ireland,Charlie Michael Daly,Leader
1996,Ireland,Michael Anthony Cotter,Deputy leader
1996,Israel,Meir Komar,Leader
1996,Israel,Daniel Goldshmit,Deputy leader
1996,Japan,Etsuro Moriya,Leader
1996,Japan,Kensei Tsuchida,Deputy leader
1996,Japan,Seiichi Tani,Observer
