Rank,Name,Country,Task_1,Task_2,Task_3,Task_4,Task_5,Task_6,Task_7,Task_8,Score,Rel_score(%),Award
55,George Kyrou,Cyprus,70,5, , , , , , ,75,37.50,
56,Tsogbadrakh Surenjargal,Mongolia,64,5, , , , , , ,69,34.50,
57,Mariano E Barcia,Argentina,15,34, , , , , , ,49,24.50,
58,Kees-Jan van der Kolk,Netherlands,20,12, , , , , , ,32,16.00,
59,Constantinos Scordis,Cyprus,10,10, , , , , , ,20,10.00,
59,Giuliano Denicolo,Italy,15,5, , , , , , ,20,10.00,
61,Joseph Adegbesan,Nigeria,10,9, , , , , , ,19,9.50,
62,Imo Etuk,Nigeria,10,8, , , , , , ,18,9.00,
63,Andreas Manoli,Cyprus,10,5, , , , , , ,15,7.50,
63,Chinelo Ezeh,Nigeria,10,5, , , , , , ,15,7.50,
63,Geir Holmgren,Norway,10,5, , , , , , ,15,7.50,
63,Jadambaagiin Delgersaihan,Mongolia,10,5, , , , , , ,15,7.50,
63,Kjetil Boe,Norway,10,5, , , , , , ,15,7.50,
63,Luca Giustiniani,Italy,10,5, , , , , , ,15,7.50,
Guest,Aristidis Harbis,Greece 2,10,5, , , , , , ,15,7.50,
Guest,Dimitris Vasiliadis,Greece 2,10,5, , , , , , ,15,7.50,
Guest,Tasos Tsiboukelis,Greece 2,10,5, , , , , , ,15,7.50,
Guest,Alexis Chouchoulas,Greece 2,0,5, , , , , , ,5,2.50,
