Rank,Name,Country,Task_1,Task_2,Task_3,Task_4,Task_5,Task_6,Task_7,Task_8,Score,Rel_score(%),Award
36,Ali Safary,Iran,11,37,70,100,100,33, , ,351,58.50,Silver
36,Ali Shahali,Iran,11,37,70,100,100,33, , ,351,58.50,Silver
38,Elliot En-Yi Liu,Taiwan,100,37,15,100,62,33, , ,347,57.83,Silver
39,Antoni Buraczewski,Poland,40,37,70,100,62,35, , ,344,57.33,Silver
39,Chen-Kai Chang,Taiwan,38,37,70,100,89,10, , ,344,57.33,Silver
41,Phat Ho Ngoc Vinh,Vietnam,40,37,70,100,62,33, , ,342,57.00,Silver
41,Yuto Watanabe,Japan,67,37,55,100,62,21, , ,342,57.00,Silver
43,Bartłomiej Czarkowski,Poland,38,37,70,100,50,46, , ,341,56.83,Silver
44,Christopher Trevisan,Canada,38,37,70,100,62,33, , ,340,56.67,Silver
45,Martin Kopchev,Bulgaria,11,37,70,100,100,21, , ,339,56.50,Silver
46,Bao Truong Van Quoc,Vietnam,100,37,0,100,100,0, , ,337,56.17,Silver
47,Richard Qi,United States of America,11,100,15,100,89,21, , ,336,56.00,Silver
47,Rintaro Matsuo,Japan,100,37,55,100,11,33, , ,336,56.00,Silver
47,Seohyun Choi,Republic of Korea,100,9,5,100,89,33, , ,336,56.00,Silver
50,Cheng U Ian,"Macao, China",38,37,100,100,24,33, , ,332,55.33,Silver
50,Danila Usachev,Russia,11,37,70,100,50,64, , ,332,55.33,Silver
52,Kshitij Sodani,India,40,37,70,100,62,21, , ,330,55.00,Silver
52,Udit Sanghi,India,40,37,70,100,62,21, , ,330,55.00,Silver
54,Filippo Casarin,Italy,11,37,55,100,26,100, , ,329,54.83,Silver
55,Tan Yi Kai,Singapore,100,37,70,100,0,21, , ,328,54.67,Silver
55,Viktor Kozhuharov,Bulgaria,40,100,5,100,62,21, , ,328,54.67,Silver
57,Nyamdavaa Amar,Mongolia,67,37,70,100,50,0, , ,324,54.00,Silver
58,Nicholas Patrick,Indonesia,40,37,100,100,24,21, , ,322,53.67,Silver
59,Benjamin Bajd,Slovenia,40,37,70,100,62,10, , ,319,53.17,Silver
60,Adam Rajský,Slovakia,40,37,70,100,50,21, , ,318,53.00,Silver
61,Andon Todorov,Bulgaria,40,37,70,100,24,46, , ,317,52.83,Silver
61,Rama Aryasuta Pangestu,Indonesia,11,37,70,100,89,10, , ,317,52.83,Silver
63,Henrik Aalto,Finland,67,37,70,84,24,33, , ,315,52.50,Silver
63,Man Tsung Yeung,"Hong Kong, China",40,37,30,100,37,71, , ,315,52.50,Silver
63,Muhammadjon Hokimiyon,Tajikistan,11,37,70,100,62,35, , ,315,52.50,Silver
66,Ege Kabasakaloglu,Türkiye,11,37,70,100,37,58, , ,313,52.17,Silver
67,Huy Le Quang,Vietnam,11,100,5,100,62,33, , ,311,51.83,Silver
68,Gellért Tóth,Hungary,11,37,100,100,50,10, , ,308,51.33,Silver
68,Vu Nguyen Hoang,Vietnam,67,37,70,100,24,10, , ,308,51.33,Silver
70,Mateja Vukelić,Serbia,40,67,15,100,62,21, , ,305,50.83,Silver
71,Kostiantyn Savchuk,Ukraine,11,37,30,100,62,64, , ,304,50.67,Silver
72,Mamnoon Siam,Bangladesh,38,37,70,100,36,21, , ,302,50.33,Silver
72,Vito Anić,Croatia,11,100,55,100,36,0, , ,302,50.33,Silver
72,Yan Matheus Tavares e Silva,Brazil,38,37,70,100,36,21, , ,302,50.33,Silver
75,Luiz Henrique Yuji Delgado Oda,Brazil,11,37,70,100,62,21, , ,301,50.17,Silver
75,Stanislau Damasevich,Belarus,11,37,70,100,62,21, , ,301,50.17,Silver
77,Edbert Geraldy Cangdinata,Indonesia,11,37,70,100,36,46, , ,300,50.00,Silver
77,Yanir Edri,Israel,38,67,50,100,24,21, , ,300,50.00,Silver
Guest,Lim Rui Yuan,Singapore 2,11,37,55,100,62,33, , ,298,49.67,Silver
79,Farhan Ahmad,Bangladesh,40,37,70,100,50,0, , ,297,49.50,Silver
79,Tiberiu-Ioan Mușat,Romania,38,100,0,100,37,22, , ,297,49.50,Silver
79,Tommaso Dossi,Italy,11,100,15,100,50,21, , ,297,49.50,Silver
82,Gonen Gazit,Israel,38,37,55,100,62,0, , ,292,48.67,Silver
82,Matija Likar,Slovenia,40,37,70,100,24,21, , ,292,48.67,Silver
84,Juho Röyskö,Finland,11,37,70,100,62,10, , ,290,48.33,Silver
85,Aleksandr Abelyan,Armenia,11,0,70,100,50,58, , ,289,48.17,Silver
85,Chong Ho Hsieh,"Hong Kong, China",11,0,70,100,50,58, , ,289,48.17,Silver
85,Lingrui Xie,"Hong Kong, China",11,37,70,100,50,21, , ,289,48.17,Silver
85,Suneet Mahajan,Ireland,11,37,70,100,50,21, , ,289,48.17,Silver
89,Herman Lauenstein,Sweden,40,37,0,100,11,100, , ,288,48.00,Bronze
90,Carolina Moura,Brazil,11,37,55,100,50,33, , ,286,47.67,Bronze
90,Manuel Darío Oliver Ballesteros,Cuba,11,37,30,100,37,71, , ,286,47.67,Bronze
92,Vincent Dela Cruz,Philippines,38,37,15,100,24,71, , ,285,47.50,Bronze
93,Fares Basuni,Saudi Arabia,11,37,70,100,62,0, , ,280,46.67,Bronze
94,Andrei Kastsiany,Belarus,38,37,30,100,62,10, , ,277,46.17,Bronze
95,Alexandru Luchianov,Romania,11,37,5,100,89,33, , ,275,45.83,Bronze
95,Aziz Huseynov,Azerbaijan,11,37,70,100,11,46, , ,275,45.83,Bronze
95,James King,Australia,11,100,30,100,11,23, , ,275,45.83,Bronze
95,Olcay Oransoy,Türkiye,11,37,70,100,36,21, , ,275,45.83,Bronze
95,Yoav Katz,Israel,11,37,70,100,36,21, , ,275,45.83,Bronze
100,Marc Strufe,Germany,11,37,55,100,24,46, , ,273,45.50,Bronze
101,Emil Kostanyan,Armenia,40,37,70,100,24,0, , ,271,45.17,Bronze
102,Zhambyl Maksotov,Kazakhstan,11,37,70,100,50,0, , ,268,44.67,Bronze
Guest,Yue Chen Li,Singapore 2,11,67,55,100,24,10, , ,267,44.50,Bronze
103,Andres Alumets,Estonia,40,37,30,100,37,21, , ,265,44.17,Bronze
104,Dzianis Lahunou,Belarus,40,37,15,100,50,21, , ,263,43.83,Bronze
104,Magnus Hegdahl,Norway,38,37,15,100,50,23, , ,263,43.83,Bronze
106,Charalampos Georgiou,Cyprus,11,37,70,100,11,33, , ,262,43.67,Bronze
106,Thomas Guo,Canada,11,37,70,100,11,33, , ,262,43.67,Bronze
108,Evan Lin,Australia,11,37,30,100,62,21, , ,261,43.50,Bronze
108,Islam Davletov,Kyrgyzstan,11,37,30,100,62,21, , ,261,43.50,Bronze
110,Victor Vatn,Sweden,11,37,55,100,36,21, , ,260,43.33,Bronze
111,Oscar Fischler,France,11,37,70,100,37,0, , ,255,42.50,Bronze
112,Mansur Mukimbekov,Kazakhstan,11,37,70,100,36,0, , ,254,42.33,Bronze
113,Viktor Fukala,Czech Republic,3,37,30,100,37,46, , ,253,42.17,Bronze
114,Altair Ashurov,Kazakhstan,38,37,15,100,62,0, , ,252,42.00,Bronze
114,Artur Aidarov,Kyrgyzstan,38,37,15,100,62,0, , ,252,42.00,Bronze
114,Domen Hočevar,Slovenia,11,37,70,100,24,10, , ,252,42.00,Bronze
114,Modestas Gujis,Lithuania,11,37,70,100,24,10, , ,252,42.00,Bronze
114,Pedro Shinzato Chen,Brazil,11,37,70,100,24,10, , ,252,42.00,Bronze
119,Raphael Dylan Dalida,Philippines,11,37,70,100,0,33, , ,251,41.83,Bronze
120,Jovan Bengin,Serbia,11,37,30,100,62,10, , ,250,41.67,Bronze
120,Taehwan Jang,Republic of Korea,11,37,70,100,11,21, , ,250,41.67,Bronze
Guest,James Sng,Singapore 2,11,37,70,100,11,21, , ,250,41.67,Bronze
122,Erekle Roinishvili,United Kingdom,40,37,15,100,11,46, , ,249,41.50,Bronze
123,Hua Zhi Vee,Malaysia,11,37,55,100,24,21, , ,248,41.33,Bronze
124,Justin Cahuzac,France,11,37,15,100,62,21, , ,246,41.00,Bronze
124,Krešimir Nežmah,Croatia,0,0,100,100,11,35, , ,246,41.00,Bronze
126,Matthias Pleschinger,Austria,11,37,15,100,11,71, , ,245,40.83,Bronze
126,Ondřej Sladký,Czech Republic,11,37,15,100,11,71, , ,245,40.83,Bronze
128,Olle Lapidus,Sweden,11,37,70,100,24,0, , ,242,40.33,Bronze
128,Pranjal Srivastava,India,40,37,15,100,50,0, , ,242,40.33,Bronze
130,Aleksandar Višnjić,Serbia,3,37,0,100,100,0, , ,240,40.00,Bronze
131,Dovydas Vadišius,Lithuania,11,37,55,100,36,0, , ,239,39.83,Bronze
132,James Tan,United Kingdom,40,37,15,100,24,21, , ,237,39.50,Bronze
133,Kornél Szabó,Hungary,11,37,5,100,62,21, , ,236,39.33,Bronze
134,Aldas Lenkšas,Lithuania,11,9,30,100,62,21, , ,233,38.83,Bronze
134,Andi Qu,South Africa,11,9,30,100,50,33, , ,233,38.83,Bronze
136,Frederick Ivan Tan,Philippines,11,9,55,100,11,46, , ,232,38.67,Bronze
137,Mircea Donciu,Romania,11,20,15,100,37,46, , ,229,38.17,Bronze
138,Md Nafis Ul Haque Shifat,Bangladesh,11,37,30,100,50,0, , ,228,38.00,Bronze
139,Osama Alkhodairy,Egypt,11,0,70,100,24,21, , ,226,37.67,Bronze
140,Andy van Horssen,Netherlands,3,20,70,100,11,21, , ,225,37.50,Bronze
140,Daniyar Beishekeev,Kyrgyzstan,11,37,15,100,62,0, , ,225,37.50,Bronze
140,Kanin Suphap,Thailand,11,67,15,100,11,21, , ,225,37.50,Bronze
140,Mukhammadarif Sakhmoldin,Kazakhstan,11,37,15,100,62,0, , ,225,37.50,Bronze
144,Giorgi Nadareishvili,Georgia,11,37,30,100,11,35, , ,224,37.33,Bronze
145,Kwong Weng Loh,Malaysia,11,37,30,100,24,21, , ,223,37.17,Bronze
146,Tong Sam Zheng,"Macao, China",38,37,15,100,11,21, , ,222,37.00,Bronze
147,Antoni Pilat,United Kingdom,11,37,15,100,11,46, , ,220,36.67,Bronze
147,Davide Bartoli,Italy,11,37,15,100,36,21, , ,220,36.67,Bronze
147,Lior Yehezkely,Israel,11,37,15,100,11,46, , ,220,36.67,Bronze
147,Yusuf Onur Usumez,Türkiye,11,37,15,100,11,46, , ,220,36.67,Bronze
151,Oisin Davey,Ireland,0,37,70,100,0,10, , ,217,36.17,Bronze
152,Victor Purice,Moldova,40,37,15,100,24,0, , ,216,36.00,Bronze
153,Matīss Kristiņš,Latvia,11,37,5,100,62,0, , ,215,35.83,Bronze
154,Valerio Stancanelli,Italy,11,37,30,100,36,0, , ,214,35.67,Bronze
155,Arman Ferdous,Bangladesh,11,37,15,100,50,0, , ,213,35.50,Bronze
155,Said Nasibov,Azerbaijan,11,37,70,84,11,0, , ,213,35.50,Bronze
155,Tengiz Bekkoyonov,Kyrgyzstan,11,37,15,100,50,0, , ,213,35.50,Bronze
158,Demetris Chrysostomou,Cyprus,11,37,30,100,11,21, , ,210,35.00,Bronze
158,Rumen Mihov,Bulgaria,11,37,30,100,11,21, , ,210,35.00,Bronze
158,Shao Qian Chew,Malaysia,11,37,5,100,36,21, , ,210,35.00,Bronze
161,Eliška Macáková,Slovakia,11,37,15,100,36,10, , ,209,34.83,Bronze
161,Ilya Kuchynski,Belarus,11,37,15,100,36,10, , ,209,34.83,Bronze
163,Marko Tsengov,Estonia,3,67,5,100,0,33, , ,208,34.67,Bronze
163,Mohammad Nour Massri,Syria,11,37,15,100,24,21, , ,208,34.67,Bronze
165,Hazem Issa,Egypt,11,9,30,100,36,21, , ,207,34.50,Bronze
165,Péter Varga,Hungary,11,20,5,100,50,21, , ,207,34.50,Bronze
167,Arayi Khalatyan,Armenia,8,0,15,100,62,21, , ,206,34.33,Bronze
167,Ignacio Muñoz,Chile,11,37,0,100,0,58, , ,206,34.33,Bronze
167,Valters Kalniņš,Latvia,11,37,35,100,13,10, , ,206,34.33,Bronze
170,Joshua Chen,Australia,11,20,15,100,36,21, , ,203,33.83,Bronze
170,Saleh Pourabbasi,Germany,11,37,5,100,50,0, , ,203,33.83,Bronze
170,Wesam Naseer,Jordan,11,37,5,100,50,0, , ,203,33.83,Bronze
170,Zhiyi Luo,Belgium,11,20,15,100,36,21, , ,203,33.83,Bronze
174,Antwan Dabbous,Syria,11,37,30,100,24,0, , ,202,33.67,
174,Leo Varis,Finland,11,37,30,100,24,0, , ,202,33.67,
174,Papon Lapate,Thailand,8,0,5,100,89,0, , ,202,33.67,
177,Daniel Soboński,Poland,11,0,45,100,24,21, , ,201,33.50,
178,Aditya Jain,India,0,0,0,100,0,100, , ,200,33.33,
178,Archil Basadzishvili,Georgia,11,37,15,100,37,0, , ,200,33.33,
178,Josia John,Switzerland,11,37,15,100,37,0, , ,200,33.33,
178,Maksym Tur,Ukraine,11,37,15,100,37,0, , ,200,33.33,
182,Benjamin Mujkić,Bosnia and Herzegovina,11,37,15,100,36,0, , ,199,33.17,
182,Luka Mosiashvili,Georgia,11,37,15,100,36,0, , ,199,33.17,
184,Nicola Abusaad,Palestine,11,37,0,100,50,0, , ,198,33.00,
184,Sithija Abhishek Kotuwewatta,Sri Lanka,11,0,55,100,11,21, , ,198,33.00,
186,Je Qin Chooi,Malaysia,11,37,15,100,24,10, , ,197,32.83,
Guest,Yaw Chur Zhe,Singapore 2,38,37,15,56,50,0, , ,196,32.67,
187,Amin Jalilov,Azerbaijan,11,37,15,100,11,21, , ,195,32.50,
187,Andrej Shekerov,North Macedonia,11,37,15,100,11,21, , ,195,32.50,
187,José Ángel Cázares Torres,Mexico,11,37,15,100,11,21, , ,195,32.50,
187,Lucas Schwebler,Germany,11,37,15,100,11,21, , ,195,32.50,
187,Sebastian Schulze,Austria,11,37,15,100,11,21, , ,195,32.50,
192,Nicholas Grace,New Zealand,11,20,15,100,24,21, , ,191,31.83,
192,Tiago Marques,Portugal,11,20,15,100,24,21, , ,191,31.83,
194,Lan Sevčnikar,Slovenia,3,37,55,84,11,0, , ,190,31.67,
195,Bumjun Kim,Germany,11,37,30,100,11,0, , ,189,31.50,
195,Mohamed Bakry,Egypt,11,37,30,100,11,0, , ,189,31.50,
195,Shakhrom Aminov,Tajikistan,11,37,30,100,11,0, , ,189,31.50,
195,Suleyman Atayev,Turkmenistan,11,37,30,100,11,0, , ,189,31.50,
199,Pakarin Leetrairong,Thailand,3,9,55,100,11,10, , ,188,31.33,
200,Alice Tosel,France,11,37,15,100,24,0, , ,187,31.17,
200,Amine Oueslati,Tunisia,11,37,15,100,24,0, , ,187,31.17,
200,Augustinas Jučas,Lithuania,11,37,5,100,24,10, , ,187,31.17,
200,Belgutei Byambadorj,Mongolia,11,37,15,100,24,0, , ,187,31.17,
200,Dilshodbek Khujaqulov,Uzbekistan,11,37,15,100,24,0, , ,187,31.17,
200,Ema Skottova,Switzerland,3,37,15,100,11,21, , ,187,31.17,
200,Gurbanberdi Gulladyyev,Turkmenistan,11,37,15,100,24,0, , ,187,31.17,
200,Jaagup Tamme,Estonia,11,37,15,100,24,0, , ,187,31.17,
200,Pedro Costa,Portugal,11,37,15,100,24,0, , ,187,31.17,
200,Víctor Armando Jaramillo Moreno,Mexico,11,37,5,100,24,10, , ,187,31.17,
210,Ahmad Moursi,Egypt,11,20,5,100,50,0, , ,186,31.00,
210,Bilguudei Shinezul,Mongolia,11,20,5,100,50,0, , ,186,31.00,
212,Thor Eriksen,Denmark,11,37,5,100,11,21, , ,185,30.83,
213,Alain David Escarrá García,Cuba,11,37,15,100,11,10, , ,184,30.67,
213,Ali Mansour,Syria,11,37,15,100,11,10, , ,184,30.67,
213,Darío Martínez Ramírez,Spain,0,37,15,100,11,21, , ,184,30.67,
216,Mihai Spinei,Moldova,11,9,5,100,0,58, , ,183,30.50,
216,Steven Reyes,Philippines,11,9,30,100,11,22, , ,183,30.50,
218,Alberts Reisons,Switzerland,3,37,30,100,11,0, , ,181,30.17,
218,Bernat Pagès Vives,Spain,3,37,30,100,11,0, , ,181,30.17,
218,Stanislav Brega,Moldova,3,37,30,100,11,0, , ,181,30.17,
221,Admir Zatega,Bosnia and Herzegovina,11,9,15,100,24,21, , ,180,30.00,
221,Ansis Gustavs Andersons,Latvia,11,0,0,100,11,58, , ,180,30.00,
221,Elias Lolck,Denmark,11,9,0,100,50,10, , ,180,30.00,
221,Jakub Konc,Slovakia,11,37,0,100,11,21, , ,180,30.00,
225,Amine Trabelsi,Tunisia,11,37,5,100,24,0, , ,177,29.50,
225,Giorgi Kobakhia,Georgia,11,37,5,100,24,0, , ,177,29.50,
227,Alberto Leyva Guerra,Cuba,11,37,15,100,11,0, , ,174,29.00,
227,Ayman Riad Solh,Morocco,11,37,15,100,11,0, , ,174,29.00,
227,Azimjon Urinov,Uzbekistan,11,37,15,100,11,0, , ,174,29.00,
227,Bat-Erdene Batsukh,Mongolia,11,37,15,100,11,0, , ,174,29.00,
227,Beshr Islam Bouli,Syria,11,37,15,100,11,0, , ,174,29.00,
227,Dilshod Imomov,Tajikistan,11,37,15,100,11,0, , ,174,29.00,
227,Emin Orujov,Azerbaijan,11,37,15,100,11,0, , ,174,29.00,
227,Lucas Hernán Tarche,Argentina,11,37,15,100,11,0, , ,174,29.00,
227,Matías Ezequiel Raimundez,Argentina,11,9,30,100,24,0, , ,174,29.00,
227,Nicolas Mateo Valdivia Viscarra,Bolivia,11,37,15,100,11,0, , ,174,29.00,
227,Sohaib Sawalha,Palestine,11,37,15,100,11,0, , ,174,29.00,
227,Ulises López Pacholczak,Argentina,11,37,15,100,11,0, , ,174,29.00,
239,Charles Dai,France,11,20,5,100,36,0, , ,172,28.67,
240,Brynly Mitchell,Australia,8,37,15,100,11,0, , ,171,28.50,
241,Filip Bojković,Serbia,11,20,15,100,24,0, , ,170,28.33,
241,Marko Tanevski,North Macedonia,11,20,15,100,24,0, , ,170,28.33,
243,Christos Falas,Cyprus,38,9,5,84,11,22, , ,169,28.17,
243,Matija Delic,Montenegro,3,20,0,100,0,46, , ,169,28.17,
243,Thitrin Sastarasadhit,Thailand,3,37,5,100,24,0, , ,169,28.17,
246,Artis Vijups,Latvia,40,0,15,100,11,0, , ,166,27.67,
246,Louay Farah,Tunisia,3,37,15,100,11,0, , ,166,27.67,
246,Prem Jagadeesh,Luxembourg,3,37,15,100,11,0, , ,166,27.67,
249,Diego Arias,Chile,3,20,30,100,11,0, , ,164,27.33,
249,Markos Radaios,Greece,11,37,5,100,11,0, , ,164,27.33,
249,Roba Katout,Palestine,11,37,5,100,11,0, , ,164,27.33,
252,Blagojche Pavleski,North Macedonia,11,37,15,100,0,0, , ,163,27.17,
252,Cengiz Eray Aslan,Türkiye,11,20,0,100,11,21, , ,163,27.17,
252,Christoffer Tryggestad,Norway,0,9,30,100,24,0, , ,163,27.17,
252,Joaquín Pablo Cruz,Argentina,11,37,15,100,0,0, , ,163,27.17,
256,Panagiotis Liampas,Greece,11,0,15,100,36,0, , ,162,27.00,
257,Benedek Szilvasy,United Kingdom,3,9,5,100,11,33, , ,161,26.83,
258,Fernanda Sarahy Mancilla Núñez,Mexico,11,37,0,100,11,0, , ,159,26.50,
258,Mohammed Alsaad,Saudi Arabia,11,37,5,56,50,0, , ,159,26.50,
258,Qiushi Chen,New Zealand,11,37,0,100,11,0, , ,159,26.50,
258,Vladislav Morozov,Belgium,11,37,0,100,11,0, , ,159,26.50,
262,Benjamin Smith,New Zealand,3,37,15,71,11,21, , ,158,26.33,
262,Jovan Kascelan,Montenegro,11,37,15,84,11,0, , ,158,26.33,
262,Nabil Boudra,Morocco,11,37,0,100,0,10, , ,158,26.33,
265,Alvaro Bacca,Colombia,11,20,15,100,11,0, , ,157,26.17,
265,Egor Georgievskii,Montenegro,11,9,5,100,11,21, , ,157,26.17,
265,Hedi Chehaidar,Tunisia,11,20,15,100,11,0, , ,157,26.17,
265,Sherzod Sobirov,Tajikistan,11,20,15,100,11,0, , ,157,26.17,
265,Theofanis Orfanou,Cyprus,11,20,15,100,11,0, , ,157,26.17,
270,César Esaú Flores Martínez,El Salvador,0,0,45,100,11,0, , ,156,26.00,
271,Andreas Alberg,Norway,0,9,0,100,11,33, , ,153,25.50,
272,Benedikt Vilji Magnússon,Iceland,8,0,0,100,11,33, , ,152,25.33,
272,Zalan Varga,New Zealand,11,9,0,100,11,21, , ,152,25.33,
274,Marco Andrés Cusicanqui León,Bolivia,3,37,0,100,11,0, , ,151,25.17,
275,Márton Németh,Hungary,3,9,15,100,11,10, , ,148,24.67,
276,Alexandru Andrei,Moldova,11,20,5,100,11,0, , ,147,24.50,
276,Faran Steenkamp,South Africa,11,20,5,100,11,0, , ,147,24.50,
276,Muhammetali Ashyrmuhammedov,Turkmenistan,11,20,5,100,11,0, , ,147,24.50,
279,Alejandro Jose Malla Martinez,Dominican Republic,11,9,15,100,11,0, , ,146,24.33,
279,António Neves,Portugal,11,20,15,100,0,0, , ,146,24.33,
279,Chirath Nirodha,Sri Lanka,11,9,15,100,11,0, , ,146,24.33,
279,Teo Kitanovski,North Macedonia,11,9,15,100,11,0, , ,146,24.33,
283,Jean Weight,South Africa,3,37,5,100,0,0, , ,145,24.17,
284,Magnus Eide-Fredriksen,Norway,11,9,0,100,24,0, , ,144,24.00,
285,Vu Khoi Pham,Netherlands,30,0,0,100,11,0, , ,141,23.50,
286,Tobias Klinger,Austria,3,0,5,100,11,21, , ,140,23.33,
287,Aymane Moutei,Morocco,3,9,15,100,11,0, , ,138,23.00,
287,Filip Dosljak,Montenegro,3,9,15,100,11,0, , ,138,23.00,
289,Francisco Javier Molina Tirado,Venezuela,11,0,15,100,11,0, , ,137,22.83,
290,Ani Khachatryan,Armenia,11,9,5,100,11,0, , ,136,22.67,
290,Lakshith Nishshanke,Sri Lanka,11,9,5,100,11,0, , ,136,22.67,
292,Kregor Ööbik,Estonia,3,0,0,100,11,21, , ,135,22.50,
293,Carlos Rolando Morell Rodríguez,Cuba,3,20,0,100,11,0, , ,134,22.33,
293,Daniel Birn,Denmark,11,20,15,56,11,21, , ,134,22.33,
295,Luis Sebastian Galán,Denmark,11,0,55,56,11,0, , ,133,22.17,
295,Magdaléna Mišinová,Czech Republic,11,9,0,100,13,0, , ,133,22.17,
297,Abdulmohsen Mohammedsaleh,Saudi Arabia,11,9,0,100,11,0, , ,131,21.83,
297,Juho Arala,Finland,11,9,0,100,11,0, , ,131,21.83,
299,Oscar Garries Urbina,Spain,11,37,15,56,11,0, , ,130,21.67,
299,Petar Vitorac,Belgium,11,37,15,56,11,0, , ,130,21.67,
301,Rafael Dux,Luxembourg,3,0,15,100,11,0, , ,129,21.50,
302,Asliddin Ismoilov,Uzbekistan,3,9,5,100,11,0, , ,128,21.33,
302,Daner Zein Tonconi Mendoza,Bolivia,11,20,30,56,11,0, , ,128,21.33,
304,José Manuel Cabrera Guardado,El Salvador,3,9,15,100,0,0, , ,127,21.17,
305,Mohamed Benomar El Mdeghri,Morocco,11,0,0,100,11,0, , ,122,20.33,
305,Tomás Faria,Portugal,11,0,0,100,11,0, , ,122,20.33,
307,Benjamin Murray,Ireland,11,9,5,84,11,0, , ,120,20.00,
307,Jair Rafael Santana Benzan,Dominican Republic,11,37,5,56,11,0, , ,120,20.00,
307,Muhammad Saad,Jordan,11,20,5,84,0,0, , ,120,20.00,
310,Ayushi Mahajan,Ireland,3,0,5,100,11,0, , ,119,19.83,
310,Daniel Murphy,Luxembourg,3,0,5,100,11,0, , ,119,19.83,
312,Alejandro Ozymandias Cepeda Beltran,Mexico,11,0,5,100,0,0, , ,116,19.33,
312,Haris Imamovic,Bosnia and Herzegovina,11,0,5,100,0,0, , ,116,19.33,
314,Dovran Akmyradov,Turkmenistan,3,0,0,100,11,0, , ,114,19.00,
314,Samúel Arnar Hafsteinsson,Iceland,3,0,0,100,11,0, , ,114,19.00,
316,Diego Fernando Ortiz Tepedino,Venezuela,11,20,15,56,11,0, , ,113,18.83,
316,Humaid Alhuthali,Saudi Arabia,11,20,0,71,11,0, , ,113,18.83,
318,Joan Cintas Navarro,Spain,3,37,5,56,11,0, , ,112,18.67,
319,Andrés David Carranza Moreno,Colombia,11,0,0,100,0,0, , ,111,18.50,
319,Noor Al-Shamayleh,Jordan,11,0,5,84,11,0, , ,111,18.50,
321,Gilberto Rodrigo Pierre Gosset Gonzales,Bolivia,3,20,15,56,11,0, , ,105,17.50,
322,Abdullah Zaghmout,Sweden,11,20,5,56,11,0, , ,103,17.17,
323,Emira Ibrahimovic,Bosnia and Herzegovina,11,0,15,43,11,21, , ,101,16.83,
324,Gabriela Lourdes Rodríguez Parada,El Salvador,8,9,0,71,11,0, , ,99,16.50,
325,Fernando Andreé González Meléndez,El Salvador,3,37,0,56,0,0, , ,96,16.00,
