Rank,Name,Country,Task_1,Task_2,Task_3,Task_4,Task_5,Task_6,Task_7,Task_8,Score,Rel_score(%),Award
37,Giovanni Mascellani,Italy,100,100,0,100,50,0, , ,350,58.33,Silver
37,Jack Murray,Australia,100,100,0,100,50,0, , ,350,58.33,Silver
39,Saeidreza Seddighin,Iran,100,40,25,100,54,30, , ,349,58.17,Silver
40,Han Jay Yang,Taiwan,90,32,40,100,50,30, , ,342,57.00,Silver
41,Sina Sadeghian Sadeghabad,Iran,100,55,25,100,54,0, , ,334,55.67,Silver
42,Josef Pihera,Czech Republic,60,73,50,100,50,0, , ,333,55.50,Silver
43,César Kawakami,Brazil,100,55,25,100,50,0, , ,330,55.00,Silver
43,Tana Wattanawaroon,Thailand,40,58,53,100,74,5, , ,330,55.00,Silver
45,Raman Udavichenka,Belarus,40,73,32,100,50,30, , ,325,54.17,Silver
46,János Vincze,Hungary,80,40,40,100,54,10, , ,324,54.00,Silver
46,Vladimir Serbinenko,Switzerland,100,32,40,100,52,0, , ,324,54.00,Silver
48,Andriy Korotkov,Ukraine,80,40,53,100,50,0, , ,323,53.83,Silver
48,Ye Wang,United States of America,100,55,0,100,38,30, , ,323,53.83,Silver
50,Adrian Airinei,Romania,40,55,25,100,100,0, , ,320,53.33,Silver
50,Chethiya Abeysinghe,Sri Lanka,100,40,25,100,50,5, , ,320,53.33,Silver
52,Andrei Grigorean,Romania,80,40,25,100,42,30, , ,317,52.83,Silver
53,Kaan Soral,Türkiye,90,32,25,100,54,15, , ,316,52.67,Silver
53,Miroslav Klimoš,Czech Republic,100,64,16,100,36,0, , ,316,52.67,Silver
55,Igor Čanadi,Croatia,100,35,0,100,50,30, , ,315,52.50,Silver
55,Vytautas Gruslys,Lithuania,100,35,0,100,50,30, , ,315,52.50,Silver
57,Vladimír Boža,Slovakia,80,25,25,100,76,5, , ,311,51.83,Silver
58,Evgeny Fraimovitch,Israel,80,40,40,100,50,0, , ,310,51.67,Silver
58,Roman Smrž,Czech Republic,80,0,80,100,50,0, , ,310,51.67,Silver
60,Dan Carmon,Israel,0,100,25,100,50,30, , ,305,50.83,Silver
61,Hessam Akhlaghpour,Iran,40,0,70,100,50,40, , ,300,50.00,Silver
61,Raziman Thottungal Valapu,India,100,0,53,92,50,5, , ,300,50.00,Silver
63,Chen Xing,Sweden,40,64,40,100,50,5, , ,299,49.83,Silver
63,Emil Ibrishimov,Bulgaria,100,0,25,100,74,0, , ,299,49.83,Silver
65,Foo Chuan Yu,Singapore,60,8,80,100,50,0, , ,298,49.67,Silver
66,Agustín Santiago Gutiérrez,Argentina,100,0,53,92,50,0, , ,295,49.17,Silver
66,Alexander Kaluzhin,Russia,60,53,8,100,44,30, , ,295,49.17,Silver
66,Taksapaun Kittiakrastien,Thailand,100,40,25,100,30,0, , ,295,49.17,Silver
69,Hadar Zvi Itzikowitz,Israel,80,100,8,68,36,0, , ,292,48.67,Silver
70,Kęstutis Česnavičius,Lithuania,70,55,32,84,50,0, , ,291,48.50,Silver
71,Lik Yau Yip,"Hong Kong, China",80,32,25,100,50,0, , ,287,47.83,Silver
72,Aram Shatakhtsyan,Armenia,60,0,60,100,66,0, , ,286,47.67,Silver
72,Yuki Yoshida,Japan,100,0,16,100,50,20, , ,286,47.67,Silver
74,Cheuk Ting Li,"Hong Kong, China",80,0,40,84,74,5, , ,283,47.17,Bronze
75,Ralf Kistner,South Africa,70,0,40,100,50,20, , ,280,46.67,Bronze
75,Siarhei Tsikhan,Belarus,40,40,40,100,50,10, , ,280,46.67,Bronze
77,Pavel Klavík,Czech Republic,70,32,25,100,50,0, , ,277,46.17,Bronze
78,Peter Ondrúška,Slovakia,60,40,25,100,50,0, , ,275,45.83,Bronze
79,Mikloš Homolja,Serbia,60,16,60,84,54,0, , ,274,45.67,Bronze
80,Miguel Angel Covarrubias,Mexico,80,16,25,100,50,0, , ,271,45.17,Bronze
81,Balázs Szalkai,Hungary,80,0,40,100,50,0, , ,270,45.00,Bronze
82,Tomaž Hočevar,Slovenia,100,40,25,52,50,0, , ,267,44.50,Bronze
83,Ming Fung Philip Tai,"Hong Kong, China",100,0,16,100,50,0, , ,266,44.33,Bronze
84,Angus McInnes,Australia,100,24,0,100,38,0, , ,262,43.67,Bronze
85,Adrien Jarthon,France,100,0,8,100,50,0, , ,258,43.00,Bronze
85,András Eisenberger,Hungary,80,0,32,84,42,20, , ,258,43.00,Bronze
87,Chih Cheng Shih,Taiwan,20,43,27,100,66,0, , ,256,42.67,Bronze
Guest,Filip Pavetić,Croatia 2,30,24,32,100,70,0, , ,256,42.67,Bronze
88,Konstantin Lopyrev,Canada,40,27,8,100,80,0, , ,255,42.50,Bronze
88,Long Pham,United Kingdom,80,0,25,100,50,0, , ,255,42.50,Bronze
88,Miroslav Bogdanović,Serbia,80,0,25,100,50,0, , ,255,42.50,Bronze
88,Paolo Comaschi,Italy,70,0,25,100,60,0, , ,255,42.50,Bronze
88,Srivatsan Balakrishnan,India,100,0,25,100,30,0, , ,255,42.50,Bronze
93,Marcin Kurczych,Poland,40,15,25,100,74,0, , ,254,42.33,Bronze
93,Ruslan Simonenko,Ukraine,80,0,0,100,74,0, , ,254,42.33,Bronze
95,Jong Hyuk Lee,Republic of Korea,80,0,8,100,64,0, , ,252,42.00,Bronze
96,Adam Ehlers Nyholm Thomsen,Denmark,100,0,0,100,50,0, , ,250,41.67,Bronze
96,Domagoj Kusalić,Croatia,100,0,0,100,50,0, , ,250,41.67,Bronze
96,Duc Ngo Minh,Vietnam,20,40,40,100,50,0, , ,250,41.67,Bronze
96,Ioannis Chatzimichos,Greece,20,55,25,100,50,0, , ,250,41.67,Bronze
96,Relja Medić,Croatia,100,0,8,92,50,0, , ,250,41.67,Bronze
101,Lim Wei Quan,Singapore,0,31,53,100,64,0, , ,248,41.33,Bronze
102,Massimo Cairo,Italy,100,32,0,100,15,0, , ,247,41.17,Bronze
103,Johannes Josi,Switzerland,100,0,16,100,30,0, , ,246,41.00,Bronze
103,Viktor Passichenko,Kazakhstan,80,16,0,100,50,0, , ,246,41.00,Bronze
105,Jakub Kallas,Poland,30,0,0,100,100,15, , ,245,40.83,Bronze
106,Andy Kong,Canada,90,27,8,68,50,0, , ,243,40.50,Bronze
106,Eduardo Ribas,Brazil,100,0,25,100,18,0, , ,243,40.50,Bronze
106,Hoang Le Bao,Vietnam,80,0,25,100,38,0, , ,243,40.50,Bronze
106,Lauri Kenttä,Finland,100,0,25,100,18,0, , ,243,40.50,Bronze
110,Tien Nguyen Hoanh,Vietnam,0,55,16,100,50,20, , ,241,40.17,Bronze
111,Lucas Hosseini,France,100,0,0,100,40,0, , ,240,40.00,Bronze
112,Dae Wook Kim,Republic of Korea,0,64,25,100,50,0, , ,239,39.83,Bronze
113,Alexandru Iacob,Moldova,80,0,8,100,50,0, , ,238,39.67,Bronze
114,Christos-Apos Mantoulidis,Greece,70,0,16,100,50,0, , ,236,39.33,Bronze
115,Wa Kai Wong,"Macao, China",80,0,25,100,30,0, , ,235,39.17,Bronze
116,Brian Marshal,Indonesia,40,0,25,100,50,15, , ,230,38.33,Bronze
117,Eiichi Matsumoto,Japan,70,16,25,52,50,15, , ,228,38.00,Bronze
117,Rati Gelashvili,Georgia,20,100,0,68,40,0, , ,228,38.00,Bronze
119,David Tvaltchrelidze,Georgia,80,0,16,100,30,0, , ,226,37.67,Bronze
120,André Linhares Rodrigues,Brazil,30,32,0,100,56,0, , ,218,36.33,Bronze
120,Thijs Marinussen,Netherlands,90,40,25,25,38,0, , ,218,36.33,Bronze
122,Martun Karapetyan,Armenia,70,0,8,84,50,5, , ,217,36.17,Bronze
123,Mircea Grecu,Moldova,80,0,40,45,50,0, , ,215,35.83,Bronze
124,Louis Jachiet,France,20,0,50,92,50,0, , ,212,35.33,Bronze
125,Ahmet Rıdvan Duran,Türkiye,0,36,25,100,50,0, , ,211,35.17,Bronze
126,Ben Strasser,Luxembourg,100,27,8,45,30,0, , ,210,35.00,Bronze
126,Chiam Jia-Han,Singapore,0,0,40,100,70,0, , ,210,35.00,Bronze
128,Peter Calvert,United Kingdom,20,64,40,34,50,0, , ,208,34.67,Bronze
128,Riza Oktavian Nugraha Suminto,Indonesia,80,0,53,45,30,0, , ,208,34.67,Bronze
130,Magnus Per Jedvert,Sweden,40,16,0,100,50,0, , ,206,34.33,Bronze
131,Ricky Jeremiah Djajadi,Indonesia,0,0,40,100,50,15, , ,205,34.17,Bronze
132,Karol Danutama,Indonesia,40,28,0,100,30,5, , ,203,33.83,Bronze
133,Arindam Saha,India,80,0,25,45,50,0, , ,200,33.33,Bronze
134,David Benjamin,United States of America,30,11,8,100,50,0, , ,199,33.17,Bronze
134,Otto Ebeling,Finland,100,8,16,45,30,0, , ,199,33.17,Bronze
136,Giorgi Nadiradze,Georgia,40,0,8,100,50,0, , ,198,33.00,Bronze
137,Rustam Dzhumaniiazov,Ukraine,0,16,31,92,42,15, , ,196,32.67,Bronze
138,Dirk Badenhorst Coetzee,South Africa,80,40,0,45,30,0, , ,195,32.50,Bronze
139,Stephen Dolan,Ireland,40,17,0,84,50,0, , ,191,31.83,Bronze
140,Alexander Mathews,Australia,20,0,40,100,30,0, , ,190,31.67,Bronze
141,Ott Tinn,Estonia,50,0,0,100,38,0, , ,188,31.33,Bronze
Guest,Bruno Rahle,Croatia 2,80,0,25,53,30,0, , ,188,31.33,Bronze
142,Gediminas Liktaras,Lithuania,80,0,32,45,30,0, , ,187,31.17,Bronze
143,,No country,0,0,33,100,50,0, , ,183,30.50,
Guest,,No country,0,24,25,84,50,0, , ,183,30.50,
144,,No country,90,0,0,52,30,10, , ,182,30.33,
144,,No country,0,0,32,100,50,0, , ,182,30.33,
144,,No country,80,0,0,52,50,0, , ,182,30.33,
147,,No country,30,0,0,100,50,0, , ,180,30.00,
147,,No country,0,8,25,92,50,5, , ,180,30.00,
147,,No country,60,0,25,45,50,0, , ,180,30.00,
150,,No country,10,0,16,100,50,0, , ,176,29.33,
150,,No country,0,0,16,100,60,0, , ,176,29.33,
152,,No country,100,0,0,45,30,0, , ,175,29.17,
153,,No country,80,0,0,61,30,0, , ,171,28.50,
154,,No country,20,40,0,76,34,0, , ,170,28.33,
154,,No country,70,0,25,45,30,0, , ,170,28.33,
156,,No country,0,39,0,100,30,0, , ,169,28.17,
157,,No country,10,16,0,92,50,0, , ,168,28.00,
157,,No country,20,0,32,100,16,0, , ,168,28.00,
159,,No country,90,0,0,45,32,0, , ,167,27.83,
159,,No country,30,40,32,45,20,0, , ,167,27.83,
159,,No country,0,16,8,100,38,5, , ,167,27.83,
162,,No country,20,0,40,76,30,0, , ,166,27.67,
162,,No country,0,16,0,100,50,0, , ,166,27.67,
164,,No country,70,0,0,43,50,0, , ,163,27.17,
164,,No country,0,8,0,100,50,5, , ,163,27.17,
164,,No country,30,8,25,45,50,5, , ,163,27.17,
167,,No country,30,0,0,100,32,0, , ,162,27.00,
167,,No country,80,0,0,52,30,0, , ,162,27.00,
169,,No country,40,24,25,59,12,0, , ,160,26.67,
169,,No country,20,49,0,45,46,0, , ,160,26.67,
171,,No country,0,0,9,100,50,0, , ,159,26.50,
172,,No country,0,0,8,100,50,0, , ,158,26.33,
173,,No country,0,0,25,100,30,0, , ,155,25.83,
174,,No country,10,0,25,100,18,0, , ,153,25.50,
175,,No country,80,0,0,45,27,0, , ,152,25.33,
175,,No country,30,32,0,60,30,0, , ,152,25.33,
177,,No country,0,0,25,76,50,0, , ,151,25.17,
178,,No country,0,8,0,92,50,0, , ,150,25.00,
179,,No country,0,8,43,45,50,0, , ,146,24.33,
180,,No country,70,0,18,27,30,0, , ,145,24.17,
181,,No country,60,0,8,25,50,0, , ,143,23.83,
182,,No country,60,0,25,25,32,0, , ,142,23.67,
Guest,,No country,40,0,0,52,50,0, , ,142,23.67,
183,,No country,0,0,8,100,32,0, , ,140,23.33,
184,,No country,40,0,0,76,23,0, , ,139,23.17,
185,,No country,40,0,16,52,30,0, , ,138,23.00,
186,,No country,30,0,25,52,30,0, , ,137,22.83,
187,,No country,40,0,0,45,50,0, , ,135,22.50,
187,,No country,40,0,0,45,50,0, , ,135,22.50,
187,,No country,0,0,60,45,30,0, , ,135,22.50,
187,,No country,40,0,0,45,50,0, , ,135,22.50,
191,,No country,20,0,8,76,30,0, , ,134,22.33,
192,,No country,100,0,0,0,30,0, , ,130,21.67,
193,,No country,0,0,25,52,50,0, , ,127,21.17,
194,,No country,50,0,0,45,30,0, , ,125,20.83,
194,,No country,30,0,40,9,46,0, , ,125,20.83,
194,,No country,10,0,25,45,30,15, , ,125,20.83,
197,,No country,40,0,16,45,23,0, , ,124,20.67,
198,,No country,40,0,8,45,30,0, , ,123,20.50,
199,,No country,0,27,0,45,50,0, , ,122,20.33,
200,,No country,10,48,0,45,18,0, , ,121,20.17,
201,,No country,20,0,25,45,30,0, , ,120,20.00,
201,,No country,100,0,0,0,20,0, , ,120,20.00,
201,,No country,20,0,25,45,30,0, , ,120,20.00,
201,,No country,30,0,8,52,30,0, , ,120,20.00,
201,,No country,0,0,25,45,50,0, , ,120,20.00,
206,,No country,0,8,16,45,50,0, , ,119,19.83,
207,,No country,10,0,25,52,30,0, , ,117,19.50,
208,,No country,20,0,0,45,50,0, , ,115,19.17,
208,,No country,40,0,0,45,30,0, , ,115,19.17,
208,,No country,0,40,0,45,30,0, , ,115,19.17,
211,,No country,0,0,0,76,30,0, , ,106,17.67,
211,,No country,40,0,0,36,30,0, , ,106,17.67,
213,,No country,40,0,0,45,20,0, , ,105,17.50,
214,,No country,10,0,17,45,30,0, , ,102,17.00,
215,,No country,0,0,0,68,30,0, , ,98,16.33,
216,,No country,40,0,0,7,50,0, , ,97,16.17,
217,,No country,10,0,0,36,50,0, , ,96,16.00,
217,,No country,20,8,33,0,30,5, , ,96,16.00,
219,,No country,20,0,0,45,30,0, , ,95,15.83,
219,,No country,40,0,0,25,30,0, , ,95,15.83,
219,,No country,0,0,0,45,50,0, , ,95,15.83,
222,,No country,40,0,0,16,38,0, , ,94,15.67,
223,,No country,0,0,25,45,23,0, , ,93,15.50,
224,,No country,0,8,8,45,30,0, , ,91,15.17,
225,,No country,30,0,0,45,12,0, , ,87,14.50,
226,,No country,40,0,0,45,0,0, , ,85,14.17,
226,,No country,20,0,8,34,23,0, , ,85,14.17,
228,,No country,0,8,0,45,30,0, , ,83,13.83,
228,,No country,0,0,8,45,30,0, , ,83,13.83,
230,,No country,0,0,0,52,30,0, , ,82,13.67,
230,,No country,0,0,0,52,30,0, , ,82,13.67,
232,,No country,30,0,0,36,15,0, , ,81,13.50,
233,,No country,0,0,0,27,50,0, , ,77,12.83,
234,,No country,0,0,0,45,30,0, , ,75,12.50,
234,,No country,0,0,0,45,30,0, , ,75,12.50,
234,,No country,0,0,0,45,30,0, , ,75,12.50,
234,,No country,0,0,0,45,30,0, , ,75,12.50,
234,,No country,0,0,0,45,30,0, , ,75,12.50,
234,,No country,0,0,0,45,30,0, , ,75,12.50,
240,,No country,0,0,16,27,30,0, , ,73,12.17,
241,,No country,0,0,8,45,18,0, , ,71,11.83,
242,,No country,0,0,0,52,18,0, , ,70,11.67,
243,,No country,0,0,8,45,12,0, , ,65,10.83,
243,,No country,0,0,0,45,20,0, , ,65,10.83,
245,,No country,0,0,0,34,30,0, , ,64,10.67,
245,,No country,0,0,0,34,30,0, , ,64,10.67,
247,,No country,30,0,0,0,30,0, , ,60,10.00,
248,,No country,0,0,16,43,0,0, , ,59,9.83,
249,,No country,0,0,0,27,30,0, , ,57,9.50,
250,,No country,0,0,0,26,30,0, , ,56,9.33,
250,,No country,20,0,0,18,18,0, , ,56,9.33,
252,,No country,0,0,0,25,30,0, , ,55,9.17,
252,,No country,0,0,0,25,30,0, , ,55,9.17,
252,,No country,0,0,0,25,30,0, , ,55,9.17,
252,,No country,0,0,0,25,30,0, , ,55,9.17,
256,,No country,20,0,0,0,30,0, , ,50,8.33,
257,,No country,0,0,0,18,30,0, , ,48,8.00,
257,,No country,0,0,0,18,30,0, , ,48,8.00,
259,,No country,10,0,16,9,12,0, , ,47,7.83,
260,,No country,0,0,0,45,0,0, , ,45,7.50,
261,,No country,40,0,0,0,0,0, , ,40,6.67,
262,,No country,0,0,0,9,30,0, , ,39,6.50,
262,,No country,0,0,0,9,30,0, , ,39,6.50,
264,,No country,0,0,8,0,30,0, , ,38,6.33,
265,,No country,0,0,0,36,0,0, , ,36,6.00,
266,,No country,20,0,0,9,5,0, , ,34,5.67,
267,,No country,0,0,0,0,30,0, , ,30,5.00,
267,,No country,0,0,0,0,30,0, , ,30,5.00,
267,,No country,0,0,0,0,30,0, , ,30,5.00,
267,,No country,0,0,0,0,30,0, , ,30,5.00,
271,,No country,0,0,0,25,0,0, , ,25,4.17,
271,,No country,0,0,0,25,0,0, , ,25,4.17,
271,,No country,0,0,0,25,0,0, , ,25,4.17,
274,,No country,0,0,0,9,15,0, , ,24,4.00,
275,,No country,0,0,0,0,20,0, , ,20,3.33,
276,,No country,0,0,0,18,0,0, , ,18,3.00,
276,,No country,0,0,0,18,0,0, , ,18,3.00,
278,,No country,0,0,0,0,12,0, , ,12,2.00,
279,,No country,0,0,0,9,0,0, , ,9,1.50,
279,,No country,0,0,0,9,0,0, , ,9,1.50,
279,,No country,0,0,0,9,0,0, , ,9,1.50,
282,,No country,0,0,0,0,0,0, , ,0,0.00,
282,,No country,0,0,0,0,0,0, , ,0,0.00,
282,,No country,0,0,0,0,0,0, , ,0,0.00,
282,,No country,0,0,0,0,0,0, , ,0,0.00,
