Rank,Name,Country,Task_1,Task_2,Task_3,Task_4,Task_5,Task_6,Task_7,Task_8,Score,Rel_score(%),Award
285,Daner Zein Tonconi Mendoza,Bolivia,0,40,11,0,25.00,13.00, , ,89.00,14.83,
286,Mohammed Alsaad,Saudi Arabia,0,21,11,0,56.64,0.00, , ,88.64,14.77,
287,Duarte Nóbrega,Portugal,0,40,11,0,25.00,10.00, , ,86.00,14.33,
288,Jérôme Mayolet,Belgium,0,40,11,9,10.00,15.00, , ,85.00,14.17,
288,Thor Eriksen,Denmark,0,75,0,0,10.00,0.00, , ,85.00,14.17,
290,Yan Yevzman,Uzbekistan,0,11,11,9,10.00,39.00, , ,80.00,13.33,
291,Thithiesha Mahabaduge,Sri Lanka,0,21,0,0,56.93,0.00, , ,77.93,12.99,
292,Alejandro Ozymandias Cepeda Beltran,Mexico,0,40,11,0,25.00,0.00, , ,76.00,12.67,
292,Suleyman Atayev,Turkmenistan,0,40,11,0,25.00,0.00, , ,76.00,12.67,
294,Ayman Riad Solh,Morocco,0,40,11,9,10.00,5.00, , ,75.00,12.50,
294,Mohammad Alwarawreh,Jordan,5,40,11,9,10.00,0.00, , ,75.00,12.50,
296,Azimjon Urinov,Uzbekistan,0,40,11,0,10.00,13.00, , ,74.00,12.33,
296,Luciano Massa,Chile,0,40,11,0,10.00,13.00, , ,74.00,12.33,
298,Juan Martínez,Colombia,0,40,0,0,25.00,8.00, , ,73.00,12.17,
298,Rafael Dux,Luxembourg,0,40,0,0,10.00,23.00, , ,73.00,12.17,
300,Petar Vitorac,Belgium,0,21,11,0,10.00,29.00, , ,71.00,11.83,
301,Emira Ibrahimovic,Bosnia and Herzegovina,0,40,0,0,25.00,5.00, , ,70.00,11.67,
301,Roger Danilo Enriquez Corrales,Bolivia,0,40,11,9,10.00,0.00, , ,70.00,11.67,
303,Athanasios Taprantzis,Greece,5,11,11,0,10.00,29.00, , ,66.00,11.00,
303,Luis Andrés Aseguinolaza,Argentina,0,40,11,0,10.00,5.00, , ,66.00,11.00,
305,Jair Rafael Santana Benzan,Dominican Republic,0,21,11,0,25.00,5.00, , ,62.00,10.33,
306,Dilshodbek Khujaqulov,Uzbekistan,0,40,11,0,10.00,0.00, , ,61.00,10.17,
306,José Manuel Cabrera Guardado,El Salvador,0,40,11,0,10.00,0.00, , ,61.00,10.17,
306,Moritz Strobl,Austria,0,40,11,0,10.00,0.00, , ,61.00,10.17,
306,Roba Katout,Palestine,0,40,11,0,10.00,0.00, , ,61.00,10.17,
310,Bilguudei Shinezul,Mongolia,0,21,27,0,10.00,0.00, , ,58.00,9.67,
311,Khangal Battur,Mongolia,0,11,11,9,25.00,0.00, , ,56.00,9.33,
312,Raya Abualjamal,Saudi Arabia,0,40,0,0,10.00,5.00, , ,55.00,9.17,
313,Gabriela Lourdes Rodríguez Parada,El Salvador,0,21,11,0,10.00,8.00, , ,50.00,8.33,
314,Nicola Abusaad,Palestine,0,11,0,0,25.00,13.00, , ,49.00,8.17,
315,Daniel Emeka-Ilozor,Nigeria,0,21,11,0,10.00,0.00, , ,42.00,7.00,
315,Toirov Sadi,Tajikistan,0,21,11,0,10.00,0.00, , ,42.00,7.00,
317,Chun Ioi Chan,"Macao, China",0,11,0,0,25.00,5.00, , ,41.00,6.83,
318,Francisco Javier Molina Tirado,Venezuela,5,11,0,0,10.00,13.00, , ,39.00,6.50,
319,Chirath Nirodha,Sri Lanka,5,21,0,0,10.00,0.00, , ,36.00,6.00,
320,Alen Hodzic,Bosnia and Herzegovina,0,11,11,0,10.00,0.00, , ,32.00,5.33,
320,Dionicio Sebastian Elías,Dominican Republic,0,11,11,0,10.00,0.00, , ,32.00,5.33,
320,Elliot Jose Larez Inaudi,Venezuela,0,21,11,0,0.00,0.00, , ,32.00,5.33,
323,Alexandre Fouquet,Luxembourg,0,21,0,0,10.00,0.00, , ,31.00,5.17,
323,Dovran Akmyradov,Turkmenistan,0,21,0,0,10.00,0.00, , ,31.00,5.17,
323,Jorge Bravo,Chile,0,21,0,0,10.00,0.00, , ,31.00,5.17,
326,Adam Kelly,Ireland,0,0,0,0,25.00,5.00, , ,30.00,5.00,
326,Harvey Brezina Conniffe,Ireland,0,0,0,0,25.00,5.00, , ,30.00,5.00,
328,Raffaël Marth,Luxembourg,0,11,0,0,0.00,13.00, , ,24.00,4.00,
329,Gabriel Alejandro Mendez Junor,Venezuela,0,11,11,0,0.00,0.00, , ,22.00,3.67,
330,Alejandro Jose Malla Martinez,Dominican Republic,0,11,0,0,10.00,0.00, , ,21.00,3.50,
330,Jose Alberto Copas Lima,Bolivia,0,0,11,0,10.00,0.00, , ,21.00,3.50,
330,Muhammetali Ashyrmuhammedov,Turkmenistan,0,11,0,0,10.00,0.00, , ,21.00,3.50,
330,Samúel Arnar Hafsteinsson,Iceland,0,11,0,0,10.00,0.00, , ,21.00,3.50,
330,Shakhrom Aminov,Tajikistan,0,11,0,0,10.00,0.00, , ,21.00,3.50,
335,Matija Delic,Montenegro,0,0,0,9,10.00,0.00, , ,19.00,3.17,
336,Adegoke Salako,Nigeria,0,0,11,0,0.00,0.00, , ,11.00,1.83,
336,Panagiotis Chatzimichos,Greece,0,11,0,0,0.00,0.00, , ,11.00,1.83,
338,Juan Rios,Colombia,0,0,0,0,10.00,0.00, , ,10.00,1.67,
338,Maqsud Baxriddinov,Uzbekistan,0,0,0,0,10.00,0.00, , ,10.00,1.67,
338,Noor Al-Bzour,Jordan,0,0,0,0,10.00,0.00, , ,10.00,1.67,
341,Elvar Árni Bjarnason,Iceland,0,0,0,0,0.00,0.00, , ,0.00,0.00,
341,Godson Ajodo,Nigeria,0,0,0,0,0.00,0.00, , ,0.00,0.00,
Guest,Ana Paula De Sousa Martin,Venezuela,0,0,0,0,0,0, , ,0.00,0.00,
