Rank,Name,Country,Task_1,Task_2,Task_3,Task_4,Task_5,Task_6,Task_7,Task_8,Score,Rel_score(%),Award
55,Konstantin Semenov,Russia,30,100,42,100,69,47, , ,388,64.67,Silver
55,Michał Glapa,Poland,30,100,42,100,69,47, , ,388,64.67,Silver
57,Bui Truc Lam,Slovakia,56,32,100,100,46,47, , ,381,63.50,Silver
58,Andrei Heidelbacher,Romania,30,32,100,100,69,47, , ,378,63.00,Silver
58,Mislav Balunović,Croatia,30,32,100,100,69,47, , ,378,63.00,Silver
60,Dominik Gleich,Croatia,56,100,42,100,30,47, , ,375,62.50,Silver
60,Kalle Luopajärvi,Finland,30,100,100,75,46,24, , ,375,62.50,Silver
62,Ilya Shevchenko,Ukraine,30,100,42,100,69,30, , ,371,61.83,Silver
63,Mário Lipovský,Slovakia,30,100,100,55,61,23, , ,369,61.50,Silver
64,Nikita Uvarov,Russia,30,100,42,100,46,47, , ,365,60.83,Silver
64,Sami Kalliomäki,Finland,30,100,42,100,46,47, , ,365,60.83,Silver
66,Miras Myrzakerey,Kazakhstan,56,32,100,100,69,7, , ,364,60.67,Silver
67,Elyad Ramezani,Iran,56,100,42,75,46,40, , ,359,59.83,Silver
68,Arthur Ferreira do Nascimento,Brazil,30,32,100,100,46,47, , ,355,59.17,Silver
68,Bojan Serafimov,North Macedonia,100,100,15,90,27,23, , ,355,59.17,Silver
68,Mateus Bezrutchka,Brazil,30,32,100,100,46,47, , ,355,59.17,Silver
71,Hasan Jaddouh,Syria,56,100,42,60,46,47, , ,351,58.50,Silver
72,Aleksejs Popovs,Latvia,56,100,0,100,46,47, , ,349,58.17,Silver
73,Ray Li,Australia,30,100,42,100,46,30, , ,348,58.00,Silver
74,Hoang Anh Phuc Ngo,Vietnam,56,32,42,100,69,47, , ,346,57.67,Silver
74,Muhammed Emin Ayar,Türkiye,56,32,100,100,11,47, , ,346,57.67,Silver
76,Francesco Milizia,Italy,56,100,15,100,46,24, , ,341,56.83,Silver
76,Vid Kocijan,Slovenia,30,100,42,100,46,23, , ,341,56.83,Silver
78,Kristaps Čivkulis,Latvia,30,100,100,75,35,0, , ,340,56.67,Silver
79,Jan-Sebastian Fabík,Czech Republic,30,100,15,100,46,47, , ,338,56.33,Silver
79,Mushegh Shahinyan,Armenia,30,32,100,100,46,30, , ,338,56.33,Silver
81,Arthur Pratti Dadalto,Brazil,30,32,100,75,46,47, , ,330,55.00,Silver
82,Aliaksei Vistiazh,Belarus,56,32,42,100,46,47, , ,323,53.83,Silver
82,Oliver-Matis Lill,Estonia,30,0,100,100,46,47, , ,323,53.83,Silver
82,Ulugbek Adilbekov,Kazakhstan,30,100,0,100,46,47, , ,323,53.83,Silver
85,Pichayut Liamthong,Thailand,30,100,15,100,30,47, , ,322,53.67,Bronze
86,Mantas Pajarskas,Lithuania,56,100,15,100,27,23, , ,321,53.50,Bronze
86,Ondřej Hübsch,Czech Republic,56,100,42,30,46,47, , ,321,53.50,Bronze
88,Gary Ye,Austria,30,32,42,100,69,47, , ,320,53.33,Bronze
88,Stanisław Barzowski,Poland,30,32,42,100,69,47, , ,320,53.33,Bronze
90,Daniyar Maminov,Kazakhstan,56,32,15,100,69,47, , ,319,53.17,Bronze
90,Elene Machaidze,Georgia,30,32,100,30,27,100, , ,319,53.17,Bronze
90,Vasil Kuzevski,North Macedonia,8,100,42,100,46,23, , ,319,53.17,Bronze
93,Tom Kalvari,Israel,30,100,42,100,46,0, , ,318,53.00,Bronze
94,Aron Granberg,Sweden,56,24,42,100,46,47, , ,315,52.50,Bronze
95,Si Wei How,Malaysia,56,32,100,55,46,23, , ,312,52.00,Bronze
96,Krittisak Chaiyakul,Thailand,56,32,42,100,46,30, , ,306,51.00,Bronze
96,Mihai-Dan Gheorghe,Romania,30,32,100,75,46,23, , ,306,51.00,Bronze
98,Barbara Kuskova,Belarus,56,32,42,75,46,47, , ,298,49.67,Bronze
99,Abdullah Enes Öncü,Türkiye,30,32,42,100,46,47, , ,297,49.50,Bronze
99,Lik Hang Poon,"Hong Kong, China",30,32,42,100,46,47, , ,297,49.50,Bronze
99,Manuel Gundlach,Germany,30,32,42,100,46,47, , ,297,49.50,Bronze
99,Martin Raszyk,Czech Republic,30,32,42,100,46,47, , ,297,49.50,Bronze
99,Wai Pan Yik,"Hong Kong, China",30,32,42,100,46,47, , ,297,49.50,Bronze
99,Xuan Viet Do,Vietnam,30,32,42,100,46,47, , ,297,49.50,Bronze
105,Kristóf Somogyvári,Hungary,56,32,42,90,46,30, , ,296,49.33,Bronze
105,Mykhailo Babenko,Ukraine,56,32,15,100,46,47, , ,296,49.33,Bronze
105,Tigran Galstyan,Armenia,56,32,15,100,46,47, , ,296,49.33,Bronze
105,Yikuan Li,Canada,56,32,15,100,46,47, , ,296,49.33,Bronze
109,Tien Trung Kien Nguyen,Vietnam,56,32,42,100,35,30, , ,295,49.17,Bronze
110,Jordan Fernando Alexander,Mexico,30,100,0,100,35,23, , ,288,48.00,Bronze
111,Michal Korbela,Slovakia,56,32,42,75,35,47, , ,287,47.83,Bronze
112,Mislav Bradač,Croatia,30,8,100,100,46,0, , ,284,47.33,Bronze
113,Dzmitry Dzemidka,Belarus,30,61,42,90,27,30, , ,280,46.67,Bronze
113,Ivan Stošić,Serbia,30,32,42,100,46,30, , ,280,46.67,Bronze
115,Johan Sokrates Wind,Norway,30,32,42,100,27,47, , ,278,46.33,Bronze
116,Albert Citko,Poland,100,0,42,75,35,23, , ,275,45.83,Bronze
117,Alfonsus Raditya Arsadjaja,Indonesia,30,100,15,75,46,7, , ,273,45.50,Bronze
118,David Cheikhi,France,8,32,100,75,27,30, , ,272,45.33,Bronze
119,Kliment Serafimov,North Macedonia,0,100,42,100,0,23, , ,265,44.17,Bronze
119,Muhammad Rais Fathin Mudzakir,Indonesia,30,32,42,75,46,40, , ,265,44.17,Bronze
119,Ralph Linden,United Kingdom,30,0,100,100,35,0, , ,265,44.17,Bronze
122,Patrik Zajec,Slovenia,30,32,42,75,38,47, , ,264,44.00,Bronze
122,Ulrik De Muelenaere,South Africa,56,32,42,100,27,7, , ,264,44.00,Bronze
122,Zihao Zhang,Canada,30,100,0,100,27,7, , ,264,44.00,Bronze
125,Richard Tynan,Ireland,30,100,42,55,0,30, , ,257,42.83,Bronze
126,Lucas Pesenti,France,30,32,42,75,46,30, , ,255,42.50,Bronze
127,Ron Ryvchin,Israel,30,24,42,100,11,47, , ,254,42.33,Bronze
127,Yun Kai Lim,Malaysia,56,100,0,75,0,23, , ,254,42.33,Bronze
129,Domantas Jadenkus,Lithuania,56,8,42,100,46,0, , ,252,42.00,Bronze
130,Daniel Talamas Cano,Mexico,30,8,100,100,8,0, , ,246,41.00,Bronze
130,Henrik Lievonen,Finland,56,32,15,90,46,7, , ,246,41.00,Bronze
132,Gregor Matl,Germany,30,32,42,55,46,40, , ,245,40.83,Bronze
133,Philip Wellnitz,Germany,30,32,100,55,27,0, , ,244,40.67,Bronze
134,Changsu Lee,Republic of Korea,0,32,42,75,46,47, , ,242,40.33,Bronze
135,Georgy Skhirtladze,Georgia,30,32,42,60,46,30, , ,240,40.00,Bronze
135,Zamil Majdy,Indonesia,0,32,42,100,19,47, , ,240,40.00,Bronze
137,Michel Rozenberg Zelazny,Brazil,30,32,0,100,46,30, , ,238,39.67,Bronze
138,Halil Ozan Akgül,Türkiye,30,24,42,100,11,30, , ,237,39.50,Bronze
139,Dimitrios Los,Greece,56,32,42,60,46,0, , ,236,39.33,Bronze
139,Joakim Blikstad,Sweden,30,8,100,75,16,7, , ,236,39.33,Bronze
141,Benjamin Schmid,Switzerland,56,32,42,55,27,23, , ,235,39.17,Bronze
142,Ryoma Sato,Japan,30,8,42,75,46,30, , ,231,38.50,Bronze
143,Florian Leimgruber,Austria,30,32,42,75,27,24, , ,230,38.33,Bronze
143,Stefano Chiesa Suryanto,Indonesia,30,32,0,75,46,47, , ,230,38.33,Bronze
145,Andrii Selivanov,Ukraine,30,0,42,100,27,30, , ,229,38.17,Bronze
145,Nir Yaron,Israel,0,8,100,75,46,0, , ,229,38.17,Bronze
147,Enric Boix Adsera,Spain,30,32,15,75,46,30, , ,228,38.00,Bronze
147,Sparik Hayrapetyan,Armenia,30,32,0,90,46,30, , ,228,38.00,Bronze
149,Alan Ansell,New Zealand,100,0,0,100,27,0, , ,227,37.83,Bronze
149,Aristofanis Rontogiannis,Greece,30,32,42,30,46,47, , ,227,37.83,Bronze
151,Victor Ciuntu,Moldova,30,8,100,75,11,0, , ,224,37.33,Bronze
152,Gilles Englebert,Luxembourg,30,32,15,100,46,0, , ,223,37.17,Bronze
152,Jorn Rowan Hoofwijk,Netherlands,30,8,42,90,46,7, , ,223,37.17,Bronze
154,Bayram Berdiyev,Turkmenistan,30,32,0,75,61,23, , ,221,36.83,
154,Fedar Karabeinikau,Belarus,0,100,0,75,46,0, , ,221,36.83,
154,Pushkar Mishra,India,30,32,0,90,46,23, , ,221,36.83,
157,Enkhsanaa Natsagdorj,Mongolia,30,8,100,55,27,0, , ,220,36.67,
158,Andrej Ivašković,Serbia,56,8,42,55,27,30, , ,218,36.33,
159,Bristy Sikder,Bangladesh,8,100,0,15,46,47, , ,216,36.00,
159,Peter Ralbovsky,Austria,30,8,42,90,46,0, , ,216,36.00,
161,Michalis Psalios,Cyprus,30,61,42,55,27,0, , ,215,35.83,
162,Nurlan Zhussipov,Kazakhstan,30,32,42,30,46,30, , ,210,35.00,
162,Tomas Rigaux,France,30,32,15,75,11,47, , ,210,35.00,
164,Yi Xiao Zhang,Canada,30,8,42,75,46,7, , ,208,34.67,
165,Mekhrubon Turaev,Tajikistan,30,32,42,55,46,0, , ,205,34.17,
166,Labib Md. Rashid,Bangladesh,30,24,0,55,46,47, , ,202,33.67,
166,Nika Nadiradze,Georgia,8,32,100,25,30,7, , ,202,33.67,
168,Andres Unt,Estonia,8,32,15,100,16,30, , ,201,33.50,
169,Tonko Sabolčec,Croatia,30,32,42,50,46,0, , ,200,33.33,
170,Fabian Lyck,Switzerland,30,32,15,100,19,0, , ,196,32.67,
171,Rijad Muminović,Bosnia and Herzegovina,30,8,0,100,27,30, , ,195,32.50,
172,Abduqodiri Qurbonzoda,Tajikistan,30,8,0,90,19,47, , ,194,32.33,
172,Gaspare Ferraro,Italy,30,32,42,55,35,0, , ,194,32.33,
174,Márton Erdős,Hungary,30,32,15,90,0,23, , ,190,31.67,
175,Fredrik Østrem,Norway,56,32,15,75,11,0, , ,189,31.50,
176,Cheng Sun,United Kingdom,30,0,15,100,35,7, , ,187,31.17,
176,Ingus Jānis Pretkalniņš,Latvia,0,0,100,60,27,0, , ,187,31.17,
178,Dominik Smrž,Czech Republic,30,8,42,90,16,0, , ,186,31.00,
178,Hussain Kara Fallah,Syria,56,32,42,10,46,0, , ,186,31.00,
180,Carlos Galeana Hernández,Mexico,30,32,15,20,46,40, , ,183,30.50,
181,Alessio Mazzetto,Italy,30,8,15,60,46,23, , ,182,30.33,
182,Emma Nimstad,Sweden,30,8,42,90,11,0, , ,181,30.17,
183,Andrii Omelianenko,Ukraine,0,100,15,15,19,30, , ,179,29.83,
184,Damien Galant,Belgium,56,8,15,60,35,0, , ,174,29.00,
185,Fu Yong Quah,Malaysia,30,32,15,55,16,23, , ,171,28.50,
185,Gerard Orriols Gimenez,Spain,30,32,15,60,27,7, , ,171,28.50,
185,Mohamed Essam,Egypt,30,32,0,90,19,0, , ,171,28.50,
185,Szilveszter Székely,Hungary,30,32,0,75,27,7, , ,171,28.50,
189,Cesc Folch Aldehuelo,Spain,56,8,15,55,35,0, , ,169,28.17,
190,Hasib Al Muhaimin,Bangladesh,8,32,15,55,27,30, , ,167,27.83,
191,Ion Mosnoi,Moldova,8,100,15,0,35,7, , ,165,27.50,
192,Jonathan Heek,Netherlands,30,32,42,10,27,23, , ,164,27.33,
193,Arthur Léonard,France,30,8,42,60,0,23, , ,163,27.17,
193,Žiga Željko,Slovenia,0,8,42,60,46,7, , ,163,27.17,
195,Anatolii Guzovatii,Moldova,30,32,0,60,35,0, , ,157,26.17,
196,Xinyu Wu,Singapore,30,32,0,55,16,23, , ,156,26.00,
197,Christopher Brown,New Zealand,30,8,0,75,19,23, , ,155,25.83,
197,Dzhamshed Khaitov,Tajikistan,30,32,15,25,46,7, , ,155,25.83,
199,Georgios Christoglou,Greece,8,32,15,15,46,30, , ,146,24.33,
199,Joud Zouzou,Syria,56,8,15,60,0,7, , ,146,24.33,
199,Petteri Timonen,Finland,0,8,15,100,16,7, , ,146,24.33,
202,Aleksandar Abas,Syria,30,8,0,25,35,47, , ,145,24.17,
203,Ambrus Weisz,Hungary,56,32,15,25,16,0, , ,144,24.00,
203,Angelos Pelecanos,Cyprus,30,8,0,60,46,0, , ,144,24.00,
205,Daniel Mulcahy,Ireland,30,8,15,90,0,0, , ,143,23.83,
206,Jia Jen Ng,Malaysia,30,32,0,55,0,23, , ,140,23.33,
207,Adamos Ttofari,Cyprus,0,100,0,20,19,0, , ,139,23.17,
207,Silap Aliyev,Turkmenistan,30,8,15,55,8,23, , ,139,23.17,
209,Ahmed Bouhoula,Tunisia,8,32,0,90,8,0, , ,138,23.00,
209,Nihal Pednekar,India,0,0,0,45,46,47, , ,138,23.00,
211,Matthias Plasser,Austria,0,8,42,55,27,0, , ,132,22.00,
212,Noah Goldsmid,Netherlands,56,8,0,65,0,0, , ,129,21.50,
213,Doro Umarov,Tajikistan,56,8,0,35,27,0, , ,126,21.00,
214,Conor Griffin,Ireland,30,8,0,60,27,0, , ,125,20.83,
214,Marcel Bezdrighin,Moldova,30,8,0,60,27,0, , ,125,20.83,
216,Carl Dybdahl,Denmark,8,8,0,75,27,0, , ,118,19.67,
217,Thomas Orton,South Africa,0,8,100,0,0,7, , ,115,19.17,
218,Dejan Todorovic,Montenegro,30,32,0,15,27,7, , ,111,18.50,
219,Michiel Siebe Visser,Netherlands,30,8,0,55,16,0, , ,109,18.17,
219,Thomas Hartley,United Kingdom,30,8,0,55,16,0, , ,109,18.17,
221,Mudith Witharamalage,Sri Lanka,30,8,15,55,0,0, , ,108,18.00,
221,Shaylan Lalloo,South Africa,30,8,15,55,0,0, , ,108,18.00,
223,Bob Weinand,Luxembourg,30,0,0,60,16,0, , ,106,17.67,
223,Byung Hoon Cho,New Zealand,30,8,0,60,8,0, , ,106,17.67,
225,Nicolás Mosnaim,Chile,30,8,15,25,27,0, , ,105,17.50,
225,Timon Stampfli,Switzerland,30,0,0,75,0,0, , ,105,17.50,
227,Elgun Jabrayilzade,Azerbaijan,30,32,0,15,27,0, , ,104,17.33,
228,Andreas Theocharous,Cyprus,8,8,15,45,27,0, , ,103,17.17,
228,Kasparas Masiukas,Lithuania,30,32,0,25,16,0, , ,103,17.17,
228,Lino Javier Megret Almaguer,Cuba,8,32,0,45,11,7, , ,103,17.17,
231,Jorik Jooken,Belgium,30,8,0,55,8,0, , ,101,16.83,
231,Pedro Silva,Portugal,30,8,0,55,8,0, , ,101,16.83,
233,Raphael Fischer,Switzerland,30,32,0,20,11,7, , ,100,16.67,
234,Ahmed Morsy,Egypt,8,8,0,55,27,0, , ,98,16.33,
234,Lucas Bekier,Argentina,30,8,15,10,35,0, , ,98,16.33,
236,Gianni Weinand,Argentina,30,8,15,25,16,0, , ,94,15.67,
236,Hou In Hoi,"Macao, China",30,8,15,25,16,0, , ,94,15.67,
236,Michael Vesterli,Denmark,8,8,42,20,16,0, , ,94,15.67,
239,Román Castellarin,Argentina,8,8,15,25,27,7, , ,90,15.00,
239,Simmo Saan,Estonia,30,8,0,25,27,0, , ,90,15.00,
239,Tamir Boldbaatar,Mongolia,30,32,0,20,8,0, , ,90,15.00,
242,Siim Sammul,Estonia,30,8,15,20,16,0, , ,89,14.83,
242,Tanmoy Mollik,Bangladesh,30,32,0,20,0,7, , ,89,14.83,
244,Brian Bokser,Argentina,30,8,0,15,35,0, , ,88,14.67,
244,Oscar Grove Valero,Spain,8,8,15,30,27,0, , ,88,14.67,
246,Sadeep Weerasinghe,Sri Lanka,30,32,0,25,0,0, , ,87,14.50,
247,Javkhlan Batsaikhan,Mongolia,30,8,15,25,8,0, , ,86,14.33,
248,Damien Gonze,Belgium,30,8,15,15,16,0, , ,84,14.00,
248,Tahir Alizade,Azerbaijan,0,8,0,30,46,0, , ,84,14.00,
250,Muhamed Parić,Bosnia and Herzegovina,0,8,42,25,8,0, , ,83,13.83,
251,Andrea Scotti,Italy,8,32,0,0,19,23, , ,82,13.67,
252,Juan Bedoya,Colombia,30,8,0,25,16,0, , ,79,13.17,
252,Pedro Amaro,Portugal,30,8,0,25,16,0, , ,79,13.17,
252,Robinson Alexis Castro Fernández,Chile,8,8,0,55,8,0, , ,79,13.17,
252,Yuren Zhang,United Kingdom,8,8,0,0,16,47, , ,79,13.17,
256,Robbe Derks,Belgium,30,8,15,25,0,0, , ,78,13.00,
257,Juan Chaves,Colombia,30,8,0,20,19,0, , ,77,12.83,
258,Lucas Cabello,Chile,30,8,15,15,8,0, , ,76,12.67,
259,Gonçalo Paredes,Portugal,30,8,0,10,27,0, , ,75,12.50,
259,Stefan Ivanov,Bulgaria,0,8,15,25,27,0, , ,75,12.50,
261,Elvir Crnčević,Bosnia and Herzegovina,30,8,0,25,11,0, , ,74,12.33,
261,Fredrik Aleksander Anfinsen,Norway,30,8,0,25,11,0, , ,74,12.33,
261,Nicolás Mariangel,Chile,30,8,0,20,16,0, , ,74,12.33,
264,Abderrahman Masmoudi,Tunisia,8,8,0,55,0,0, , ,71,11.83,
264,Jo Pletsch,Luxembourg,30,8,15,10,8,0, , ,71,11.83,
264,Sagynbek Kenzhebaev,Kyrgyzstan,0,8,0,55,8,0, , ,71,11.83,
267,Ben Weber,Luxembourg,30,8,15,15,0,0, , ,68,11.33,
268,Filip Bedjovski,North Macedonia,30,8,0,0,27,0, , ,65,10.83,
269,Nouran AbdElAziz,Egypt,8,0,0,55,0,0, , ,63,10.50,
269,Tate Kennington,New Zealand,30,8,0,25,0,0, , ,63,10.50,
269,Weng Wa Un,"Macao, China",0,8,0,55,0,0, , ,63,10.50,
272,Mauricio Wilde Monasterios,Bolivia,8,8,0,30,16,0, , ,62,10.33,
273,Bayram Guvanjov,Turkmenistan,8,8,0,25,19,0, , ,60,10.00,
274,Anton Christensen,Denmark,0,8,15,20,16,0, , ,59,9.83,
274,Georgios Venizelos,Greece,0,24,15,20,0,0, , ,59,9.83,
276,Simon Weiss,Slovenia,30,8,0,20,0,0, , ,58,9.67,
277,Ilyes Kaak,Tunisia,8,8,0,25,16,0, , ,57,9.50,
278,Yara AbdElLatif,Egypt,30,8,0,15,0,0, , ,53,8.83,
279,Erkin Matkaziev,Kyrgyzstan,8,8,0,20,16,0, , ,52,8.67,
280,Petar Milosavljevic,Montenegro,0,8,15,0,27,0, , ,50,8.33,
281,Aliagha Shirinov,Azerbaijan,0,8,0,25,16,0, , ,49,8.17,
281,Roshnal Lihinikadu,Sri Lanka,8,8,0,25,8,0, , ,49,8.17,
283,Javier Moises Vela Guzman,Bolivia,0,8,0,30,0,7, , ,45,7.50,
284,João Rocha,Portugal,0,8,0,20,16,0, , ,44,7.33,
284,Kadyrbek Narmamatov,Kyrgyzstan,0,8,0,25,11,0, , ,44,7.33,
284,Si Weng Lam,"Macao, China",8,8,0,20,8,0, , ,44,7.33,
284,Áron Hoffmann,Ireland,8,8,0,20,8,0, , ,44,7.33,
288,Bashar Al-Atoum,Jordan,8,8,0,0,27,0, , ,43,7.17,
288,Gustas Mockus,Lithuania,0,8,15,20,0,0, , ,43,7.17,
288,Nikola Ninkovic,Bosnia and Herzegovina,0,8,15,20,0,0, , ,43,7.17,
291,Fateh Ibrahimli,Azerbaijan,8,8,0,25,0,0, , ,41,6.83,
292,Moez Ezzeddine,Tunisia,8,8,0,15,8,0, , ,39,6.50,
293,Pak Lon Ip,"Macao, China",8,8,0,20,0,0, , ,36,6.00,
294,Jamal Sa'd,Jordan,0,8,15,10,0,0, , ,33,5.50,
295,Battulga Tsogtgerel,Mongolia,0,8,0,15,8,0, , ,31,5.17,
295,Isabella Stefany Defilippis Villarroel,Bolivia,8,8,0,15,0,0, , ,31,5.17,
295,Nisal Periyapperuma,Sri Lanka,0,8,0,15,8,0, , ,31,5.17,
298,Håvard Terland,Norway,0,8,0,20,0,0, , ,28,4.67,
298,Jorge Taoufik Khabazze Maspero,Venezuela,0,8,0,20,0,0, , ,28,4.67,
300,Daniel Bocanegra,Colombia,8,8,0,10,0,0, , ,26,4.33,
300,Jood Hajeer,Jordan,0,8,0,10,8,0, , ,26,4.33,
302,Petar Djerkovic,Montenegro,0,0,0,25,0,0, , ,25,4.17,
303,Ruslan Rakhimov,Kyrgyzstan,0,0,0,0,16,0, , ,16,2.67,
304,Ali Elforjani,Libya,0,0,0,10,0,0, , ,10,1.67,
305,Ronaldo Franco Jaldin,Bolivia,0,8,0,0,0,0, , ,8,1.33,
306,Charymyrat Yollyyev,Turkmenistan,0,0,0,5,0,0, , ,5,0.83,
306,Safwan Bouna,Libya,0,0,0,5,0,0, , ,5,0.83,
308,Emmanuel Opeke Ameh,Nigeria,0,0,0,0,0,0, , ,0,0.00,
308,Hussain Alwalid,Libya,0,0,0,0,0,0, , ,0,0.00,
308,Laith Alnaser,Jordan,0,0,0,0,0,0, , ,0,0.00,
308,PrinceWill Chukwuemeka Okoroafor,Nigeria,0,0,0,0,0,0, , ,0,0.00,
