Rank,Name,Country,Task_1,Task_2,Task_3,Task_4,Task_5,Task_6,Task_7,Task_8,Score,Rel_score(%),Award
63,Ramón Rivas Díaz,Cuba, , , , , , , , ,154,77.00,Bronze
64,Chi Kun Lam,"Macao, China", , , , , , , , ,150,75.00,Bronze
64,Sergey Gafourov,Belarus, , , , , , , , ,150,75.00,Bronze
64,Wilko Hein,Germany, , , , , , , , ,150,75.00,Bronze
64,Wittawat Yamwong,Thailand, , , , , , , , ,150,75.00,Bronze
68,Mayelín Borrego Hernández,Cuba, , , , , , , , ,148,74.00,Bronze
69,Ariel Futoransky,Argentina, , , , , , , , ,145,72.50,Bronze
69,Jesper Nilsson,Sweden, , , , , , , , ,145,72.50,Bronze
71,Jin Suk Park,Republic of Korea, , , , , , , , ,143,71.50,Bronze
72,Marius Alaburda,Lithuania, , , , , , , , ,140,70.00,Bronze
72,Michael Buergi,Switzerland, , , , , , , , ,140,70.00,Bronze
72,Rafał Bogacz,Poland, , , , , , , , ,140,70.00,Bronze
75,Andris Galvāns,Latvia, , , , , , , , ,139,69.50,Bronze
76,Farshad Rostam Abadi,Iran, , , , , , , , ,135,67.50,Bronze
77,Dmitry Davydak,Russia, , , , , , , , ,131,65.50,Bronze
78,Adonis Kavarnos,Greece, , , , , , , , ,130,65.00,Bronze
78,Esa Pulkkinen,Finland, , , , , , , , ,130,65.00,Bronze
80,Barry Brannan,Australia, , , , , , , , ,128,64.00,Bronze
81,Antony Rix,United Kingdom, , , , , , , , ,125,62.50,Bronze
81,Gilles Van Assche,Belgium, , , , , , , , ,125,62.50,Bronze
81,Peeter Laud,Estonia, , , , , , , , ,125,62.50,Bronze
84,Vitalii Bondarenko,Ukraine, , , , , , , , ,124,62.00,Bronze
85,Quamars Kaveh Maryan,Iran, , , , , , , , ,123,61.50,Bronze
